,mirna,lncrna,Label,pair_index,mirna_id,lncrna_id
361,ath-miR5655,CNT2086514,0,361,294,-324
362,mtr-miR5299,lcl_Mtruncatula_Medtr7g076780.1,1,362,141,-325
363,mtr-miR2641,lcl_Mtruncatula_Medtr3g466420.1,0,363,295,-210
364,gma-miR482c-5p,lcl_Gmax_Glyma.15G203200.1,1,364,296,-326
365,gma-miR5778,lcl_Gmax_Glyma.18G290700.4,0,365,297,-206
366,ath-miR834,lcl_Athaliana_AT2G07669.1,1,366,13,-327
367,ath-miR851-5p,lcl_Athaliana_AT3G26445.1,0,367,41,-328
368,mtr-miR5276,lcl_Mtruncatula_Medtr1g107085.2,1,368,298,-329
369,mtr-miR2111c,lcl_Mtruncatula_Medtr0101s0020.4,0,369,299,-92
370,gma-miR5774a,lcl_Gmax_Glyma.11G132100.1,1,370,300,-330
371,gma-miR4383,lcl_Gmax_Glyma.04G237800.1,0,371,301,-82
372,ath-miR166a-5p,lcl_Athaliana_AT3G13175.1,1,372,280,-331
373,ath-miR5639-5p,lcl_Athaliana_AT3G31357.1,0,373,302,-332
374,mtr-miR2594,lcl_Mtruncatula_Medtr5g047920.1,1,374,179,-333
375,mtr-miR396a-3p,lcl_Mtruncatula_Medtr4g049300.2,0,375,303,-129
376,gma-miR1520o,lcl_Gmax_Glyma.07G260900.1,1,376,304,-334
377,gma-miR5767,lcl_Gmax_Glyma.02G160000.1,0,377,271,-6
378,ath-miR399d,lcl_Athaliana_AT1G53687.1,1,378,305,-335
379,ath-miR5014a-3p,CNT2088501,0,379,306,-336
380,mtr-miR5037a,lcl_Mtruncatula_Medtr1g094170.1,1,380,307,-337
381,mtr-miR2592ae,lcl_Mtruncatula_Medtr7g090430.1,0,381,308,-33
382,gma-miR5780b,lcl_Gmax_Glyma.02G283100.1,1,382,309,-338
383,gma-miR5373,lcl_Gmax_Glyma.10G080700.1,0,383,310,-339
384,ath-miR8181,lcl_Athaliana_AT2G13740.1,1,384,46,-340
385,ath-miR5645c,lcl_Athaliana_AT5G36920.1,0,385,47,-341
386,mtr-miR5265,lcl_Mtruncatula_Medtr1g052005.1,1,386,311,-342
387,mtr-miR5205c,lcl_Mtruncatula_Medtr3g117730.1,0,387,312,-68
388,gma-miR482e,lcl_Gmax_Glyma.02G011700.1,1,388,313,-343
389,gma-miR1510b-3p,lcl_Gmax_Glyma.18G073900.1,0,389,314,-344
390,ath-miR5659,NONATHT000457,1,390,315,-345
391,ath-miR837-3p,CNT2088946,0,391,233,-346
392,mtr-miR5267a,lcl_Mtruncatula_Medtr5g056760.1,1,392,316,-347
393,mtr-miR2655b,lcl_Mtruncatula_Medtr4g049300.2,0,393,317,-129
394,gma-miR5036,lcl_Gmax_Glyma.10G260700.1,1,394,318,-348
395,gma-miR2118a-3p,lcl_Gmax_Glyma.19G119500.1,0,395,17,-349
396,ath-miR854a,lcl_Athaliana_AT5G53486.1,1,396,319,-350
397,ath-miR472-5p,CNT2089127,0,397,320,-351
398,mtr-miR2602a,lcl_Mtruncatula_Medtr4g094345.1,1,398,321,-352
399,mtr-miR5562-3p,lcl_Mtruncatula_Medtr3g117730.1,0,399,9,-68
400,gma-miR159b-3p,lcl_Gmax_Glyma.09G216000.1,1,400,322,-353
401,gma-miR4374c,lcl_Gmax_Glyma.06G248000.1,0,401,323,-354
402,ath-miR851-3p,lcl_Athaliana_AT5G22970.2,1,402,324,-355
403,ath-miR833a-3p,CNT2087846,0,403,325,-356
404,mtr-miR395k,lcl_Mtruncatula_Medtr5g099270.1,1,404,326,-357
405,mtr-miR2668,lcl_Mtruncatula_Medtr5g048060.2,0,405,78,-314
406,gma-miR1507c-5p,lcl_Gmax_Glyma.14G155400.2,1,406,327,-358
407,gma-miR9728,lcl_Gmax_Glyma.16G164700.3,0,407,328,-359
408,ath-miR5662,CNT2085196,1,408,329,-360
409,ath-miR400,NONATHT001488,0,409,330,-361
410,mtr-miR169a,lcl_Mtruncatula_Medtr6g005620.1,1,410,331,-362
411,mtr-miR396c,lcl_Mtruncatula_Medtr1g054150.1,0,411,332,-22
412,gma-miR169n-5p,lcl_Gmax_Glyma.U035600.1,1,412,166,-363
413,gma-miR482c-5p,lcl_Gmax_Glyma.18G165100.1,0,413,296,-364
414,ath-miR396a-5p,NONATHT002417,1,414,333,-365
415,ath-miR4240,CNT2088843,0,415,334,-366
416,mtr-miR2586a,lcl_Mtruncatula_Medtr5g015205.1,1,416,15,-367
417,mtr-miR2600b,lcl_Mtruncatula_Medtr5g084410.2,0,417,335,-86
418,gma-miR172b-5p,lcl_Gmax_Glyma.12G115400.1,1,418,336,-368
419,gma-miR5679,lcl_Gmax_Glyma.03G084100.2,0,419,337,-182
420,ath-miR159c,CNT2087008,1,420,338,-369
421,ath-miR866-5p,lcl_Athaliana_AT5G27035.1,0,421,42,-370
422,mtr-miR168a,lcl_Mtruncatula_Medtr1g035240.1,1,422,73,-371
423,mtr-miR399a,lcl_Mtruncatula_Medtr1g107440.5,0,423,339,-169
424,gma-miR1510a-5p,lcl_Gmax_Glyma.02G139000.2,1,424,340,-372
425,gma-miR4374a,lcl_Gmax_Glyma.19G119500.1,0,425,341,-349
426,ath-miR832-5p,CNT2085170,1,426,342,-373
427,ath-miR828,CNT2087518,0,427,261,-374
428,mtr-miR159b,lcl_Mtruncatula_Medtr7g081140.1,1,428,200,-375
429,mtr-miR399j,lcl_Mtruncatula_Medtr6g066100.2,0,429,247,-376
430,gma-miR169i-5p,lcl_Gmax_Glyma.04G178100.1,1,430,343,-377
431,gma-miR160b,lcl_Gmax_Glyma.13G372800.1,0,431,344,-378
432,ath-miR164a,lcl_Athaliana_AT1G71828.1,1,432,106,-379
433,ath-miR5645c,lcl_Athaliana_AT1G48200.1,0,433,47,-193
434,mtr-miR166d,lcl_Mtruncatula_Medtr0037s0160.1,1,434,58,-380
435,mtr-miR5208d,lcl_Mtruncatula_Medtr4g035885.1,0,435,345,-267
436,gma-miR5783,lcl_Gmax_Glyma.01G231100.1,1,436,346,-381
437,gma-miR5038a,lcl_Gmax_Glyma.01G129800.1,0,437,347,-125
438,ath-miR780.1,lcl_Athaliana_AT5G58005.1,1,438,182,-382
439,ath-miR404,lcl_Athaliana_AT3G33064.1,0,439,348,-383
440,mtr-miR5221,lcl_Mtruncatula_Medtr2g017795.1,1,440,349,-384
441,mtr-miR5286a,lcl_Mtruncatula_Medtr1g107440.2,0,441,350,-141
442,gma-miR156a,lcl_Gmax_Glyma.05G140300.1,1,442,351,-385
443,gma-miR10443,lcl_Gmax_Glyma.20G010700.1,0,443,352,-70
444,ath-miR851-5p,CNT2087659,1,444,41,-386
445,ath-miR406,lcl_Athaliana_AT1G28465.1,0,445,353,-387
446,mtr-miR5277,lcl_Mtruncatula_Medtr8g043880.1,1,446,279,-388
447,mtr-miR2630a,lcl_Mtruncatula_Medtr3g466420.1,0,447,228,-210
448,gma-miR159e-5p,lcl_Gmax_Glyma.13G311400.1,1,448,354,-389
449,gma-miR5043,lcl_Gmax_Glyma.10G098800.1,0,449,39,-222
450,ath-miR159c,lcl_Athaliana_AT3G09860.1,1,450,338,-390
451,ath-miR870-3p,CNT2087463,0,451,355,-391
452,mtr-miR2586b,lcl_Mtruncatula_Medtr5g040060.1,1,452,356,-392
453,mtr-miR4414b,lcl_Mtruncatula_Medtr1g095390.2,0,453,357,-4
454,gma-miR1507c-5p,lcl_Gmax_Glyma.11G141000.1,1,454,327,-393
455,gma-miR395a,lcl_Gmax_Glyma.19G112400.1,0,455,5,-394
456,ath-miR4239,lcl_Athaliana_AT1G11785.1,1,456,358,-395
457,ath-miR403-3p,CNT2087639,0,457,359,-396
458,mtr-miR156g-5p,lcl_Mtruncatula_Medtr3g062895.1,1,458,360,-397
459,mtr-miR2614,lcl_Mtruncatula_Medtr4g043720.3,0,459,361,-320
460,gma-miR167a,lcl_Gmax_Glyma.18G189400.1,1,460,362,-69
461,gma-miR1511,lcl_Gmax_Glyma.01G122600.1,0,461,363,-305
462,ath-miR3440b-3p,lcl_Athaliana_AT5G26620.1,1,462,272,-398
463,ath-miR852,lcl_Athaliana_AT3G47833.1,0,463,107,-399
464,mtr-miR171c,lcl_Mtruncatula_Medtr1g036040.1,1,464,146,-400
465,mtr-miR5256,lcl_Mtruncatula_Medtr0016s0040.1,0,465,364,-10
466,gma-miR169o,lcl_Gmax_Glyma.14G158500.1,1,466,214,-401
467,gma-miR4356,lcl_Gmax_Glyma.U022300.1,0,467,365,-402
468,ath-miR160c-3p,CNT2086748,1,468,366,-403
469,ath-miR833a-3p,CNT2088094,0,469,325,-404
470,mtr-miR2616,lcl_Mtruncatula_Medtr4g115080.1,1,470,278,-405
471,mtr-miR399t-5p,lcl_Mtruncatula_Medtr2g105240.5,0,471,243,-406
472,gma-miR166p,lcl_Gmax_Glyma.02G140300.1,1,472,367,-407
473,gma-miR1507b,lcl_Gmax_Glyma.01G083400.3,0,473,368,-143
474,ath-miR8176,lcl_Athaliana_AT2G05567.1,1,474,369,-408
475,ath-miR159b-5p,lcl_Athaliana_AT2G10270.1,0,475,370,-409
476,mtr-miR5281a,lcl_Mtruncatula_Medtr6g072640.1,1,476,21,-410
477,mtr-miR397-3p,lcl_Mtruncatula_Medtr2g009910.2,0,477,371,-74
478,gma-miR482c-3p,lcl_Gmax_Glyma.06G183700.1,1,478,258,-411
479,gma-miR169w,lcl_Gmax_Glyma.02G143900.2,0,479,372,-412
480,ath-miR822-5p,NONATHT000476,1,480,293,-413
481,ath-miR5648-5p,CNT2084870,0,481,373,-414
482,mtr-miR5254,lcl_Mtruncatula_Medtr4g112890.1,1,482,26,-415
483,mtr-miR2667a,lcl_Mtruncatula_Medtr8g087480.1,0,483,374,-45
484,gma-miR5774a,lcl_Gmax_Glyma.08G289300.1,1,484,300,-416
485,gma-miR1527,lcl_Gmax_Glyma.07G094600.1,0,485,375,-47
486,ath-miR3932b-5p,CNT2085751,1,486,376,-417
487,ath-miR5017-3p,NONATHT001070,0,487,377,-418
488,mtr-miR5219,lcl_Mtruncatula_Medtr8g007545.1,1,488,378,-419
489,mtr-miR2606c,lcl_Mtruncatula_Medtr1g107440.6,0,489,379,-420
490,gma-miR169i-5p,lcl_Gmax_Glyma.09G105800.1,1,490,343,-421
491,gma-miR5768,lcl_Gmax_Glyma.09G078500.1,0,491,380,-422
492,ath-miR447a.2-3p,lcl_Athaliana_AT1G11175.1,1,492,381,-423
493,ath-miR839-5p,CNT2086171,0,493,382,-424
494,mtr-miR399t-5p,lcl_Mtruncatula_Medtr3g089130.1,1,494,243,-425
495,mtr-miR2659a,lcl_Mtruncatula_Medtr5g015470.1,0,495,383,-123
496,gma-miR171k-5p,lcl_Gmax_Glyma.17G060500.1,1,496,384,-426
497,gma-miR5375,lcl_Gmax_Glyma.06G023700.1,0,497,385,-427
498,ath-miR5020b,lcl_Athaliana_AT3G54085.2,1,498,386,-428
499,ath-miR5014b,NONATHT001264,0,499,387,-429
500,mtr-miR2613,lcl_Mtruncatula_Medtr8g017620.1,1,500,190,-430
501,mtr-miR2592br-5p,lcl_Mtruncatula_Medtr4g059760.1,0,501,63,-113
502,gma-miR5037d,lcl_Gmax_Glyma.15G250300.1,1,502,85,-431
503,gma-miR482b-3p,lcl_Gmax_Glyma.16G164700.3,0,503,388,-359
504,ath-miR5653,CNT2087323,1,504,250,-432
505,ath-miR829-3p.2,CNT2087837,0,505,389,-433
506,mtr-miR2086-5p,lcl_Mtruncatula_Medtr1g107410.1,1,506,54,-434
507,mtr-miR5210,lcl_Mtruncatula_Medtr4g115740.6,0,507,390,-435
508,gma-miR5373,lcl_Gmax_Glyma.18G171600.1,1,508,310,-436
509,gma-miR390b-3p,lcl_Gmax_Glyma.02G111100.1,0,509,391,-437
510,ath-miR4228-5p,CNT2086289,1,510,392,-438
511,ath-miR5645c,NONATHT000435,0,511,47,-439
512,mtr-miR5286a,lcl_Mtruncatula_Medtr8g097100.1,1,512,350,-440
513,mtr-miR2640,lcl_Mtruncatula_Medtr1g086180.2,0,513,49,-163
514,gma-miR394a-3p,lcl_Gmax_Glyma.01G221900.1,1,514,393,-441
515,gma-miR408a-5p,lcl_Gmax_Glyma.10G256500.2,0,515,148,-442
516,ath-miR8176,lcl_Athaliana_AT2G31090.1,1,516,369,-443
517,ath-miR2112-3p,lcl_Athaliana_AT2G07791.1,0,517,394,-444
518,mtr-miR2680a,lcl_Mtruncatula_Medtr0122s0040.1,1,518,395,-445
519,mtr-miR5559-5p,lcl_Mtruncatula_Medtr8g095630.2,0,519,396,-147
520,gma-miR408d,lcl_Gmax_Glyma.06G226500.2,1,520,160,-446
521,gma-miR5030,lcl_Gmax_Glyma.07G054300.1,0,521,397,-447
522,ath-miR398b-3p,CNT2084861,1,522,398,-448
523,ath-miR158a-3p,NONATHT000559,0,523,399,-449
524,mtr-miR2613,lcl_Mtruncatula_Medtr3g104675.1,1,524,190,-450
525,mtr-miR2621,lcl_Mtruncatula_Medtr3g053460.2,0,525,400,-107
526,gma-miR393c-5p,lcl_Gmax_Glyma.01G063400.1,1,526,401,-211
527,gma-miR6299,lcl_Gmax_Glyma.07G094600.1,0,527,402,-47
528,ath-miR169b-5p,lcl_Athaliana_AT3G25717.1,1,528,403,-451
529,ath-miR5014a-5p,NONATHT001061,0,529,404,-452
530,mtr-miR5247,lcl_Mtruncatula_Medtr8g464150.1,1,530,108,-453
531,mtr-miR7696a-5p,lcl_Mtruncatula_Medtr6g007970.1,0,531,405,-454
532,gma-miR399m,lcl_Gmax_Glyma.02G154500.1,1,532,127,-455
533,gma-miR156f,lcl_Gmax_Glyma.13G164400.1,0,533,116,-301
534,ath-miR8171,lcl_Athaliana_AT5G33391.1,1,534,406,-456
535,ath-miR5633,lcl_Athaliana_AT1G17235.1,0,535,407,-457
536,mtr-miR156d-3p,lcl_Mtruncatula_Medtr2g426100.1,1,536,408,-458
537,mtr-miR319d-3p,lcl_Mtruncatula_Medtr7g111640.2,0,537,409,-309
538,gma-miR408a-3p,lcl_Gmax_Glyma.13G328200.1,1,538,410,-459
539,gma-miR530a,lcl_Gmax_Glyma.06G214300.1,0,539,411,-154
540,ath-miR2111a-3p,lcl_Athaliana_AT2G06230.1,1,540,129,-460
541,ath-miR5650,lcl_Athaliana_AT5G50345.1,0,541,77,-461
542,mtr-miR171d,lcl_Mtruncatula_Medtr4g014100.1,1,542,212,-462
543,mtr-miR172a,lcl_Mtruncatula_Medtr8g022410.1,0,543,266,-158
544,gma-miR159b-3p,lcl_Gmax_Glyma.04G253200.1,1,544,322,-463
545,gma-miR5785,lcl_Gmax_Glyma.18G073900.1,0,545,412,-344
546,ath-miR8168,CNT2087027,1,546,221,-464
547,ath-miR870-5p,lcl_Athaliana_AT1G34830.1,0,547,140,-465
548,mtr-miR156e,lcl_Mtruncatula_Medtr8g077915.1,1,548,413,-466
549,mtr-miR2609a,lcl_Mtruncatula_Medtr0152s0100.1,0,549,414,-152
550,gma-miR9763,lcl_Gmax_Glyma.09G107800.1,1,550,415,-467
551,gma-miR4365,lcl_Gmax_Glyma.03G005100.1,0,551,416,-468
552,ath-miR8168,CNT2085818,1,552,221,-469
553,ath-miR5649a,lcl_Athaliana_AT1G53625.1,0,553,417,-470
554,mtr-miR5205a,lcl_Mtruncatula_Medtr8g031460.1,1,554,418,-471
555,mtr-miR5559-5p,lcl_Mtruncatula_Medtr4g115740.6,0,555,396,-435
556,gma-miR4340,lcl_Gmax_Glyma.17G150700.1,1,556,419,-472
557,gma-miR4370,lcl_Gmax_Glyma.01G175700.10,0,557,420,-473
558,ath-miR164a,lcl_Athaliana_AT5G02580.2,1,558,106,-474
559,ath-miR2939,lcl_Athaliana_AT1G25175.1,0,559,83,-475
560,mtr-miR319a-3p,lcl_Mtruncatula_Medtr8g031690.1,1,560,421,-476
561,mtr-miR393b-3p,lcl_Mtruncatula_Medtr8g022770.3,0,561,422,-288
562,gma-miR4393b,lcl_Gmax_Glyma.17G094900.1,1,562,423,-477
563,gma-miR319h,lcl_Gmax_Glyma.13G315600.1,0,563,274,-478
564,ath-miR8176,CNT2086827,1,564,369,-479
565,ath-miR5025,CNT2088740,0,565,424,-480
566,mtr-miR319c-3p,lcl_Mtruncatula_Medtr7g069785.1,1,566,425,-481
567,mtr-miR5298d,lcl_Mtruncatula_Medtr5g081650.3,0,567,426,-56
568,gma-miR169w,lcl_Gmax_Glyma.16G130100.1,1,568,372,-482
569,gma-miR4392,lcl_Gmax_Glyma.02G106000.7,0,569,102,-258
570,ath-miR160a-3p,lcl_Athaliana_AT4G07868.1,1,570,427,-483
571,ath-miR829-5p,CNT2085233,0,571,428,-484
572,mtr-miR169j,lcl_Mtruncatula_Medtr3g070130.1,1,572,48,-485
573,mtr-miR156h-3p,lcl_Mtruncatula_Medtr7g078390.1,0,573,429,-294
574,gma-miR5043,lcl_Gmax_Glyma.18G179900.1,1,574,39,-486
575,gma-miR169d,lcl_Gmax_Glyma.12G162900.1,0,575,430,-487
576,ath-miR853,CNT2086577,1,576,431,-488
577,ath-miR861-3p,lcl_Athaliana_AT2G07270.1,0,577,432,-489
578,mtr-miR5291a,lcl_Mtruncatula_Medtr4g113445.1,1,578,433,-490
579,mtr-miR2643b-5p,lcl_Mtruncatula_Medtr1g095390.2,0,579,434,-4
580,gma-miR10201,lcl_Gmax_Glyma.17G027400.1,1,580,435,-491
581,gma-miR1508b,lcl_Gmax_Glyma.08G342400.1,0,581,283,-492
582,ath-miR834,CNT2085367,1,582,13,-493
583,ath-miR833a-3p,NONATHT000882,0,583,325,-494
584,mtr-miR2602a,lcl_Mtruncatula_Medtr3g448670.1,1,584,321,-495
585,mtr-miR7700-5p,lcl_Mtruncatula_Medtr7g108080.1,0,585,436,-496
586,gma-miR4993,lcl_Gmax_Glyma.18G070200.1,1,586,437,-497
587,gma-miR2606a,lcl_Gmax_Glyma.03G179400.1,0,587,438,-131
588,ath-miR863-3p,CNT2088903,1,588,439,-498
589,ath-miR400,NONATHT000585,0,589,330,-499
590,mtr-miR395k,lcl_Mtruncatula_Medtr3g035820.1,1,590,326,-500
591,mtr-miR5563-3p,lcl_Mtruncatula_Medtr1g054150.1,0,591,440,-22
592,gma-miR169i-5p,lcl_Gmax_Glyma.17G231000.1,1,592,343,-501
593,gma-miR4348a-5p,lcl_Gmax_Glyma.U035100.2,0,593,441,-502
594,ath-miR5636,CNT2088484,1,594,442,-503
595,ath-miR5652,CNT2085127,0,595,443,-504
596,mtr-miR2086-5p,lcl_Mtruncatula_Medtr7g064070.1,1,596,54,-505
597,mtr-miR169a,lcl_Mtruncatula_Medtr8g095630.2,0,597,331,-147
598,gma-miR1524,lcl_Gmax_Glyma.17G195500.1,1,598,444,-506
599,gma-miR4993,lcl_Gmax_Glyma.02G143900.2,0,599,437,-412
600,ath-miR839-5p,CNT2085312,1,600,382,-507
601,ath-miR5657,lcl_Athaliana_AT4G38552.1,0,601,130,-508
602,mtr-miR408-5p,lcl_Mtruncatula_Medtr3g117860.1,1,602,445,-509
603,mtr-miR5563-3p,lcl_Mtruncatula_Medtr4g115740.6,0,603,440,-435
604,gma-miR169i-5p,lcl_Gmax_Glyma.06G286900.3,1,604,343,-510
605,gma-miR4378a,lcl_Gmax_Glyma.13G202700.1,0,605,446,-217
606,ath-miR5646,CNT2087593,1,606,447,-511
607,ath-miR2939,NONATHT002075,0,607,83,-512
608,mtr-miR160c,lcl_Mtruncatula_Medtr5g007705.1,1,608,448,-513
609,mtr-miR5287b,lcl_Mtruncatula_Medtr7g111640.3,0,609,449,-514
610,gma-miR4414a-3p,lcl_Gmax_Glyma.08G171200.1,1,610,450,-515
611,gma-miR4362,lcl_Gmax_Glyma.05G080300.1,0,611,451,-516
612,ath-miR8181,NONATHT000462,1,612,46,-517
613,ath-miR5017-3p,CNT2087201,0,613,377,-518
614,mtr-miR5233,lcl_Mtruncatula_Medtr4g028990.1,1,614,452,-519
615,mtr-miR5242,lcl_Mtruncatula_Medtr7g090430.1,0,615,453,-33
616,gma-miR482a-3p,lcl_Gmax_Glyma.14G052900.1,1,616,454,-520
617,gma-miR4405b,lcl_Gmax_Glyma.16G092300.1,0,617,455,-201
618,ath-miR169d,NONATHT003580,1,618,172,-521
619,ath-miR420,NONATHT000602,0,619,456,-522
620,mtr-miR5756,lcl_Mtruncatula_Medtr0709s0010.1,1,620,457,-523
621,mtr-miR2593e,lcl_Mtruncatula_Medtr1g086180.1,0,621,458,-524
622,gma-miR4993,lcl_Gmax_Glyma.09G094900.1,1,622,437,-525
623,gma-miR10444,lcl_Gmax_Glyma.05G099800.2,0,623,459,-526
624,ath-miR162a-5p,CNT2085457,1,624,87,-527
625,ath-miR831-5p,CNT2087460,0,625,460,-528
626,mtr-miR5225b,lcl_Mtruncatula_Medtr2g046250.1,1,626,461,-529
627,mtr-miR5212-3p,lcl_Mtruncatula_Medtr0105s0070.1,0,627,462,-530
628,gma-miR4995,lcl_Gmax_Glyma.08G359800.1,1,628,175,-531
629,gma-miR167g,lcl_Gmax_Glyma.02G310500.1,0,629,64,-58
630,ath-miR447c-5p,NONATHT002084,1,630,463,-532
631,ath-miR5638a,CNT2088703,0,631,464,-533
632,mtr-miR5284h,lcl_Mtruncatula_Medtr1g058760.1,1,632,465,-534
633,mtr-miR2111c,lcl_Mtruncatula_Medtr7g102320.4,0,633,299,-535
634,gma-miR166h-3p,lcl_Gmax_Glyma.16G028400.1,1,634,466,-536
635,gma-miR5679,lcl_Gmax_Glyma.U022300.1,0,635,337,-402
636,ath-miR854a,CNT2089155,1,636,319,-537
637,ath-miR5628,NONATHT000094,0,637,467,-538
638,mtr-miR171d,lcl_Mtruncatula_Medtr7g099810.1,1,638,212,-539
639,mtr-miR5208a,lcl_Mtruncatula_Medtr1g095390.2,0,639,468,-4
640,gma-miR9752,lcl_Gmax_Glyma.12G139700.1,1,640,469,-540
641,gma-miR4413a,lcl_Gmax_Glyma.06G214300.1,0,641,470,-154
642,ath-miR845a,CNT2085963,1,642,471,-541
643,ath-miR859,lcl_Athaliana_AT2G15060.1,0,643,472,-542
644,mtr-miR5554a-3p,lcl_Mtruncatula_Medtr5g055450.1,1,644,473,-543
645,mtr-miR2199,lcl_Mtruncatula_Medtr7g096640.2,0,645,474,-544
646,gma-miR482e,lcl_Gmax_Glyma.01G204100.1,1,646,313,-545
647,gma-miR1509b,lcl_Gmax_Glyma.05G080300.4,0,647,475,-546
648,ath-miR8181,lcl_Athaliana_AT5G40348.1,1,648,46,-547
649,ath-miR8167a,lcl_Athaliana_AT3G42150.3,0,649,476,-548
650,mtr-miR2089-5p,lcl_Mtruncatula_Medtr6g463360.1,1,650,477,-549
651,mtr-miR2591,lcl_Mtruncatula_Medtr3g053460.2,0,651,478,-107
652,gma-miR159e-5p,lcl_Gmax_Glyma.07G014900.1,1,652,354,-550
653,gma-miR391-5p,lcl_Gmax_Glyma.10G256400.1,0,653,479,-551
654,ath-miR169a-5p,lcl_Athaliana_AT5G03090.1,1,654,480,-552
655,ath-miR852,lcl_Athaliana_AT2G05680.1,0,655,107,-553
656,mtr-miR2609a,lcl_Mtruncatula_Medtr3g092370.1,1,656,414,-554
657,mtr-miR5266,lcl_Mtruncatula_Medtr8g051620.3,0,657,481,-80
658,gma-miR168a,lcl_Gmax_Glyma.14G140000.1,1,658,482,-555
659,gma-miR171r,lcl_Gmax_Glyma.18G297000.1,0,659,483,-88
660,ath-miR831-3p,CNT2086302,1,660,66,-556
661,ath-miR8174,lcl_Athaliana_AT1G22140.1,0,661,211,-557
662,mtr-miR319d-5p,lcl_Mtruncatula_Medtr2g086520.1,1,662,163,-558
663,mtr-miR167a,lcl_Mtruncatula_Medtr8g095630.2,0,663,484,-147
664,gma-miR5032,lcl_Gmax_Glyma.09G032400.1,1,664,485,-559
665,gma-miR1512a-5p,lcl_Gmax_Glyma.03G199800.1,0,665,486,-560
666,ath-miR854a,CNT2086992,1,666,319,-561
667,ath-miR5020b,lcl_Athaliana_AT1G67265.1,0,667,386,-562
668,mtr-miR5280,lcl_Mtruncatula_Medtr1g104720.1,1,668,3,-563
669,mtr-miR2595,lcl_Mtruncatula_Medtr0101s0020.2,0,669,205,-39
670,gma-miR4375,lcl_Gmax_Glyma.16G004700.3,1,670,487,-564
671,gma-miR393a,lcl_Gmax_Glyma.01G175700.5,0,671,201,-565
672,ath-miR399f,CNT2086364,1,672,194,-566
673,ath-miR399c-5p,NONATHT001080,0,673,35,-567
674,mtr-miR2592ae,lcl_Mtruncatula_Medtr6g023210.1,1,674,308,-568
675,mtr-miR5281a,lcl_Mtruncatula_Medtr4g043720.3,0,675,21,-320
676,gma-miR5037d,lcl_Gmax_Glyma.08G227100.1,1,676,85,-569
677,gma-miR10435,lcl_Gmax_Glyma.06G248000.1,0,677,488,-354
678,ath-miR822-5p,NONATHT002780,1,678,293,-570
679,ath-miR846-5p,lcl_Athaliana_AT3G17185.1,0,679,489,-571
680,mtr-miR395k,lcl_Mtruncatula_Medtr0082s0070.1,1,680,326,-572
681,mtr-miR396c,lcl_Mtruncatula_Medtr8g074520.1,0,681,332,-230
682,gma-miR5761a,lcl_Gmax_Glyma.10G149300.1,1,682,490,-573
683,gma-miR1535b,lcl_Gmax_Glyma.02G111100.1,0,683,491,-437
684,ath-miR402,lcl_Athaliana_AT5G28440.1,1,684,52,-574
685,ath-miR157a-5p,lcl_Athaliana_AT1G36933.1,0,685,492,-575
686,mtr-miR169d-5p,lcl_Mtruncatula_Medtr6g005620.1,1,686,493,-362
687,mtr-miR2609a,lcl_Mtruncatula_Medtr8g051620.3,0,687,414,-80
688,gma-miR399m,lcl_Gmax_Glyma.04G098300.2,1,688,127,-576
689,gma-miR1520f-5p,lcl_Gmax_Glyma.08G330400.1,0,689,220,-577
690,ath-miR829-3p.1,CNT2084847,1,690,494,-578
691,ath-miR319c,lcl_Athaliana_AT1G35040.1,0,691,93,-579
692,mtr-miR396a-3p,lcl_Mtruncatula_Medtr0047s0050.1,1,692,303,-580
693,mtr-miR482-5p,lcl_Mtruncatula_Medtr2g031430.1,0,693,495,-581
694,gma-miR10447,lcl_Gmax_Glyma.18G089900.1,1,694,496,-582
695,gma-miR10438,lcl_Gmax_Glyma.02G111100.1,0,695,497,-437
696,ath-miR5638b,lcl_Athaliana_AT4G38545.1,1,696,498,-583
697,ath-miR397b,CNT2086837,0,697,168,-584
698,mtr-miR2601,lcl_Mtruncatula_Medtr8g059780.1,1,698,499,-585
699,mtr-miR2633,lcl_Mtruncatula_Medtr8g087480.1,0,699,500,-45
700,gma-miR408b-5p,lcl_Gmax_Glyma.03G170800.1,1,700,501,-586
701,gma-miR9741,lcl_Gmax_Glyma.05G013600.1,0,701,502,-587
702,ath-miR414,CNT2088310,1,702,503,-588
703,ath-miR781a,CNT2086177,0,703,504,-589
704,mtr-miR5218,lcl_Mtruncatula_Medtr8g095100.1,1,704,191,-590
705,mtr-miR2656a,lcl_Mtruncatula_Medtr3g053460.2,0,705,505,-107
706,gma-miR4387a,lcl_Gmax_Glyma.02G204400.1,1,706,506,-591
707,gma-miR9743,lcl_Gmax_Glyma.17G251800.2,0,707,507,-41
708,ath-miR404,CNT2085329,1,708,348,-592
709,ath-miR4243,CNT2088015,0,709,277,-593
710,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr4g101440.1,1,710,508,-594
711,mtr-miR7696c-3p,lcl_Mtruncatula_Medtr3g109685.1,0,711,509,-595
712,gma-miR9737,lcl_Gmax_Glyma.08G211900.4,1,712,510,-596
713,gma-miR159d,lcl_Gmax_Glyma.03G198900.1,0,713,511,-597
714,ath-miR168a-5p,CNT2086445,1,714,177,-598
715,ath-miR5649a,NONATHT002895,0,715,417,-599
716,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr7g106410.1,1,716,508,-600
