,A,B,Label
414,>ath-miR396a-5p,>NONATHT002417,1
415,>ath-miR4240,>CNT2088843,0
416,>mtr-miR2586a,>lcl|Mtruncatula_Medtr5g015205.1,1
417,>mtr-miR2600b,>lcl|Mtruncatula_Medtr5g084410.2,0
418,>gma-miR172b-5p,>lcl|Gmax_Glyma.12G115400.1,1
419,>gma-miR5679,>lcl|Gmax_Glyma.03G084100.2,0
420,>ath-miR159c,>CNT2087008,1
421,>ath-miR866-5p,>lcl|Athaliana_AT5G27035.1,0
422,>mtr-miR168a,>lcl|Mtruncatula_Medtr1g035240.1,1
423,>mtr-miR399a,>lcl|Mtruncatula_Medtr1g107440.5,0
424,>gma-miR1510a-5p,>lcl|Gmax_Glyma.02G139000.2,1
425,>gma-miR4374a,>lcl|Gmax_Glyma.19G119500.1,0
426,>ath-miR832-5p,>CNT2085170,1
427,>ath-miR828,>CNT2087518,0
428,>mtr-miR159b,>lcl|Mtruncatula_Medtr7g081140.1,1
429,>mtr-miR399j,>lcl|Mtruncatula_Medtr6g066100.2,0
430,>gma-miR169i-5p,>lcl|Gmax_Glyma.04G178100.1,1
431,>gma-miR160b,>lcl|Gmax_Glyma.13G372800.1,0
432,>ath-miR164a,>lcl|Athaliana_AT1G71828.1,1
433,>ath-miR5645c,>lcl|Athaliana_AT1G48200.1,0
434,>mtr-miR166d,>lcl|Mtruncatula_Medtr0037s0160.1,1
435,>mtr-miR5208d,>lcl|Mtruncatula_Medtr4g035885.1,0
436,>gma-miR5783,>lcl|Gmax_Glyma.01G231100.1,1
437,>gma-miR5038a,>lcl|Gmax_Glyma.01G129800.1,0
438,>ath-miR780.1,>lcl|Athaliana_AT5G58005.1,1
439,>ath-miR404,>lcl|Athaliana_AT3G33064.1,0
440,>mtr-miR5221,>lcl|Mtruncatula_Medtr2g017795.1,1
441,>mtr-miR5286a,>lcl|Mtruncatula_Medtr1g107440.2,0
442,>gma-miR156a,>lcl|Gmax_Glyma.05G140300.1,1
443,>gma-miR10443,>lcl|Gmax_Glyma.20G010700.1,0
444,>ath-miR851-5p,>CNT2087659,1
445,>ath-miR406,>lcl|Athaliana_AT1G28465.1,0
446,>mtr-miR5277,>lcl|Mtruncatula_Medtr8g043880.1,1
447,>mtr-miR2630a,>lcl|Mtruncatula_Medtr3g466420.1,0
448,>gma-miR159e-5p,>lcl|Gmax_Glyma.13G311400.1,1
449,>gma-miR5043,>lcl|Gmax_Glyma.10G098800.1,0
450,>ath-miR159c,>lcl|Athaliana_AT3G09860.1,1
451,>ath-miR870-3p,>CNT2087463,0
452,>mtr-miR2586b,>lcl|Mtruncatula_Medtr5g040060.1,1
453,>mtr-miR4414b,>lcl|Mtruncatula_Medtr1g095390.2,0
454,>gma-miR1507c-5p,>lcl|Gmax_Glyma.11G141000.1,1
455,>gma-miR395a,>lcl|Gmax_Glyma.19G112400.1,0
456,>ath-miR4239,>lcl|Athaliana_AT1G11785.1,1
457,>ath-miR403-3p,>CNT2087639,0
458,>mtr-miR156g-5p,>lcl|Mtruncatula_Medtr3g062895.1,1
459,>mtr-miR2614,>lcl|Mtruncatula_Medtr4g043720.3,0
460,>gma-miR167a,>lcl|Gmax_Glyma.18G189400.1,1
461,>gma-miR1511,>lcl|Gmax_Glyma.01G122600.1,0
462,>ath-miR3440b-3p,>lcl|Athaliana_AT5G26620.1,1
463,>ath-miR852,>lcl|Athaliana_AT3G47833.1,0
464,>mtr-miR171c,>lcl|Mtruncatula_Medtr1g036040.1,1
465,>mtr-miR5256,>lcl|Mtruncatula_Medtr0016s0040.1,0
466,>gma-miR169o,>lcl|Gmax_Glyma.14G158500.1,1
467,>gma-miR4356,>lcl|Gmax_Glyma.U022300.1,0
468,>ath-miR160c-3p,>CNT2086748,1
469,>ath-miR833a-3p,>CNT2088094,0
470,>mtr-miR2616,>lcl|Mtruncatula_Medtr4g115080.1,1
471,>mtr-miR399t-5p,>lcl|Mtruncatula_Medtr2g105240.5,0
472,>gma-miR166p,>lcl|Gmax_Glyma.02G140300.1,1
473,>gma-miR1507b,>lcl|Gmax_Glyma.01G083400.3,0
474,>ath-miR8176,>lcl|Athaliana_AT2G05567.1,1
475,>ath-miR159b-5p,>lcl|Athaliana_AT2G10270.1,0
476,>mtr-miR5281a,>lcl|Mtruncatula_Medtr6g072640.1,1
477,>mtr-miR397-3p,>lcl|Mtruncatula_Medtr2g009910.2,0
478,>gma-miR482c-3p,>lcl|Gmax_Glyma.06G183700.1,1
479,>gma-miR169w,>lcl|Gmax_Glyma.02G143900.2,0
480,>ath-miR822-5p,>NONATHT000476,1
481,>ath-miR5648-5p,>CNT2084870,0
482,>mtr-miR5254,>lcl|Mtruncatula_Medtr4g112890.1,1
483,>mtr-miR2667a,>lcl|Mtruncatula_Medtr8g087480.1,0
484,>gma-miR5774a,>lcl|Gmax_Glyma.08G289300.1,1
485,>gma-miR1527,>lcl|Gmax_Glyma.07G094600.1,0
486,>ath-miR3932b-5p,>CNT2085751,1
487,>ath-miR5017-3p,>NONATHT001070,0
488,>mtr-miR5219,>lcl|Mtruncatula_Medtr8g007545.1,1
489,>mtr-miR2606c,>lcl|Mtruncatula_Medtr1g107440.6,0
490,>gma-miR169i-5p,>lcl|Gmax_Glyma.09G105800.1,1
491,>gma-miR5768,>lcl|Gmax_Glyma.09G078500.1,0
492,>ath-miR447a.2-3p,>lcl|Athaliana_AT1G11175.1,1
493,>ath-miR839-5p,>CNT2086171,0
494,>mtr-miR399t-5p,>lcl|Mtruncatula_Medtr3g089130.1,1
495,>mtr-miR2659a,>lcl|Mtruncatula_Medtr5g015470.1,0
496,>gma-miR171k-5p,>lcl|Gmax_Glyma.17G060500.1,1
497,>gma-miR5375,>lcl|Gmax_Glyma.06G023700.1,0
498,>ath-miR5020b,>lcl|Athaliana_AT3G54085.2,1
499,>ath-miR5014b,>NONATHT001264,0
500,>mtr-miR2613,>lcl|Mtruncatula_Medtr8g017620.1,1
501,>mtr-miR2592br-5p,>lcl|Mtruncatula_Medtr4g059760.1,0
502,>gma-miR5037d,>lcl|Gmax_Glyma.15G250300.1,1
503,>gma-miR482b-3p,>lcl|Gmax_Glyma.16G164700.3,0
504,>ath-miR5653,>CNT2087323,1
505,>ath-miR829-3p.2,>CNT2087837,0
506,>mtr-miR2086-5p,>lcl|Mtruncatula_Medtr1g107410.1,1
507,>mtr-miR5210,>lcl|Mtruncatula_Medtr4g115740.6,0
508,>gma-miR5373,>lcl|Gmax_Glyma.18G171600.1,1
509,>gma-miR390b-3p,>lcl|Gmax_Glyma.02G111100.1,0
510,>ath-miR4228-5p,>CNT2086289,1
511,>ath-miR5645c,>NONATHT000435,0
512,>mtr-miR5286a,>lcl|Mtruncatula_Medtr8g097100.1,1
513,>mtr-miR2640,>lcl|Mtruncatula_Medtr1g086180.2,0
514,>gma-miR394a-3p,>lcl|Gmax_Glyma.01G221900.1,1
515,>gma-miR408a-5p,>lcl|Gmax_Glyma.10G256500.2,0
516,>ath-miR8176,>lcl|Athaliana_AT2G31090.1,1
517,>ath-miR2112-3p,>lcl|Athaliana_AT2G07791.1,0
518,>mtr-miR2680a,>lcl|Mtruncatula_Medtr0122s0040.1,1
519,>mtr-miR5559-5p,>lcl|Mtruncatula_Medtr8g095630.2,0
520,>gma-miR408d,>lcl|Gmax_Glyma.06G226500.2,1
521,>gma-miR5030,>lcl|Gmax_Glyma.07G054300.1,0
522,>ath-miR398b-3p,>CNT2084861,1
523,>ath-miR158a-3p,>NONATHT000559,0
524,>mtr-miR2613,>lcl|Mtruncatula_Medtr3g104675.1,1
525,>mtr-miR2621,>lcl|Mtruncatula_Medtr3g053460.2,0
526,>gma-miR393c-5p,>lcl|Gmax_Glyma.01G063400.1,1
527,>gma-miR6299,>lcl|Gmax_Glyma.07G094600.1,0
528,>ath-miR169b-5p,>lcl|Athaliana_AT3G25717.1,1
529,>ath-miR5014a-5p,>NONATHT001061,0
530,>mtr-miR5247,>lcl|Mtruncatula_Medtr8g464150.1,1
531,>mtr-miR7696a-5p,>lcl|Mtruncatula_Medtr6g007970.1,0
532,>gma-miR399m,>lcl|Gmax_Glyma.02G154500.1,1
533,>gma-miR156f,>lcl|Gmax_Glyma.13G164400.1,0
534,>ath-miR8171,>lcl|Athaliana_AT5G33391.1,1
535,>ath-miR5633,>lcl|Athaliana_AT1G17235.1,0
536,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr2g426100.1,1
537,>mtr-miR319d-3p,>lcl|Mtruncatula_Medtr7g111640.2,0
538,>gma-miR408a-3p,>lcl|Gmax_Glyma.13G328200.1,1
539,>gma-miR530a,>lcl|Gmax_Glyma.06G214300.1,0
540,>ath-miR2111a-3p,>lcl|Athaliana_AT2G06230.1,1
541,>ath-miR5650,>lcl|Athaliana_AT5G50345.1,0
542,>mtr-miR171d,>lcl|Mtruncatula_Medtr4g014100.1,1
543,>mtr-miR172a,>lcl|Mtruncatula_Medtr8g022410.1,0
544,>gma-miR159b-3p,>lcl|Gmax_Glyma.04G253200.1,1
545,>gma-miR5785,>lcl|Gmax_Glyma.18G073900.1,0
546,>ath-miR8168,>CNT2087027,1
547,>ath-miR870-5p,>lcl|Athaliana_AT1G34830.1,0
548,>mtr-miR156e,>lcl|Mtruncatula_Medtr8g077915.1,1
549,>mtr-miR2609a,>lcl|Mtruncatula_Medtr0152s0100.1,0
550,>gma-miR9763,>lcl|Gmax_Glyma.09G107800.1,1
551,>gma-miR4365,>lcl|Gmax_Glyma.03G005100.1,0
552,>ath-miR8168,>CNT2085818,1
553,>ath-miR5649a,>lcl|Athaliana_AT1G53625.1,0
554,>mtr-miR5205a,>lcl|Mtruncatula_Medtr8g031460.1,1
555,>mtr-miR5559-5p,>lcl|Mtruncatula_Medtr4g115740.6,0
556,>gma-miR4340,>lcl|Gmax_Glyma.17G150700.1,1
557,>gma-miR4370,>lcl|Gmax_Glyma.01G175700.10,0
558,>ath-miR164a,>lcl|Athaliana_AT5G02580.2,1
559,>ath-miR2939,>lcl|Athaliana_AT1G25175.1,0
560,>mtr-miR319a-3p,>lcl|Mtruncatula_Medtr8g031690.1,1
561,>mtr-miR393b-3p,>lcl|Mtruncatula_Medtr8g022770.3,0
562,>gma-miR4393b,>lcl|Gmax_Glyma.17G094900.1,1
563,>gma-miR319h,>lcl|Gmax_Glyma.13G315600.1,0
564,>ath-miR8176,>CNT2086827,1
565,>ath-miR5025,>CNT2088740,0
566,>mtr-miR319c-3p,>lcl|Mtruncatula_Medtr7g069785.1,1
567,>mtr-miR5298d,>lcl|Mtruncatula_Medtr5g081650.3,0
568,>gma-miR169w,>lcl|Gmax_Glyma.16G130100.1,1
569,>gma-miR4392,>lcl|Gmax_Glyma.02G106000.7,0
570,>ath-miR160a-3p,>lcl|Athaliana_AT4G07868.1,1
571,>ath-miR829-5p,>CNT2085233,0
572,>mtr-miR169j,>lcl|Mtruncatula_Medtr3g070130.1,1
573,>mtr-miR156h-3p,>lcl|Mtruncatula_Medtr7g078390.1,0
574,>gma-miR5043,>lcl|Gmax_Glyma.18G179900.1,1
575,>gma-miR169d,>lcl|Gmax_Glyma.12G162900.1,0
576,>ath-miR853,>CNT2086577,1
577,>ath-miR861-3p,>lcl|Athaliana_AT2G07270.1,0
578,>mtr-miR5291a,>lcl|Mtruncatula_Medtr4g113445.1,1
579,>mtr-miR2643b-5p,>lcl|Mtruncatula_Medtr1g095390.2,0
580,>gma-miR10201,>lcl|Gmax_Glyma.17G027400.1,1
581,>gma-miR1508b,>lcl|Gmax_Glyma.08G342400.1,0
582,>ath-miR834,>CNT2085367,1
583,>ath-miR833a-3p,>NONATHT000882,0
584,>mtr-miR2602a,>lcl|Mtruncatula_Medtr3g448670.1,1
585,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr7g108080.1,0
586,>gma-miR4993,>lcl|Gmax_Glyma.18G070200.1,1
587,>gma-miR2606a,>lcl|Gmax_Glyma.03G179400.1,0
588,>ath-miR863-3p,>CNT2088903,1
589,>ath-miR400,>NONATHT000585,0
590,>mtr-miR395k,>lcl|Mtruncatula_Medtr3g035820.1,1
591,>mtr-miR5563-3p,>lcl|Mtruncatula_Medtr1g054150.1,0
592,>gma-miR169i-5p,>lcl|Gmax_Glyma.17G231000.1,1
593,>gma-miR4348a-5p,>lcl|Gmax_Glyma.U035100.2,0
594,>ath-miR5636,>CNT2088484,1
595,>ath-miR5652,>CNT2085127,0
596,>mtr-miR2086-5p,>lcl|Mtruncatula_Medtr7g064070.1,1
597,>mtr-miR169a,>lcl|Mtruncatula_Medtr8g095630.2,0
598,>gma-miR1524,>lcl|Gmax_Glyma.17G195500.1,1
599,>gma-miR4993,>lcl|Gmax_Glyma.02G143900.2,0
600,>ath-miR839-5p,>CNT2085312,1
601,>ath-miR5657,>lcl|Athaliana_AT4G38552.1,0
602,>mtr-miR408-5p,>lcl|Mtruncatula_Medtr3g117860.1,1
603,>mtr-miR5563-3p,>lcl|Mtruncatula_Medtr4g115740.6,0
604,>gma-miR169i-5p,>lcl|Gmax_Glyma.06G286900.3,1
605,>gma-miR4378a,>lcl|Gmax_Glyma.13G202700.1,0
606,>ath-miR5646,>CNT2087593,1
607,>ath-miR2939,>NONATHT002075,0
608,>mtr-miR160c,>lcl|Mtruncatula_Medtr5g007705.1,1
609,>mtr-miR5287b,>lcl|Mtruncatula_Medtr7g111640.3,0
610,>gma-miR4414a-3p,>lcl|Gmax_Glyma.08G171200.1,1
611,>gma-miR4362,>lcl|Gmax_Glyma.05G080300.1,0
612,>ath-miR8181,>NONATHT000462,1
613,>ath-miR5017-3p,>CNT2087201,0
614,>mtr-miR5233,>lcl|Mtruncatula_Medtr4g028990.1,1
615,>mtr-miR5242,>lcl|Mtruncatula_Medtr7g090430.1,0
616,>gma-miR482a-3p,>lcl|Gmax_Glyma.14G052900.1,1
617,>gma-miR4405b,>lcl|Gmax_Glyma.16G092300.1,0
618,>ath-miR169d,>NONATHT003580,1
619,>ath-miR420,>NONATHT000602,0
620,>mtr-miR5756,>lcl|Mtruncatula_Medtr0709s0010.1,1
621,>mtr-miR2593e,>lcl|Mtruncatula_Medtr1g086180.1,0
622,>gma-miR4993,>lcl|Gmax_Glyma.09G094900.1,1
623,>gma-miR10444,>lcl|Gmax_Glyma.05G099800.2,0
624,>ath-miR162a-5p,>CNT2085457,1
625,>ath-miR831-5p,>CNT2087460,0
626,>mtr-miR5225b,>lcl|Mtruncatula_Medtr2g046250.1,1
627,>mtr-miR5212-3p,>lcl|Mtruncatula_Medtr0105s0070.1,0
628,>gma-miR4995,>lcl|Gmax_Glyma.08G359800.1,1
629,>gma-miR167g,>lcl|Gmax_Glyma.02G310500.1,0
630,>ath-miR447c-5p,>NONATHT002084,1
631,>ath-miR5638a,>CNT2088703,0
632,>mtr-miR5284h,>lcl|Mtruncatula_Medtr1g058760.1,1
633,>mtr-miR2111c,>lcl|Mtruncatula_Medtr7g102320.4,0
634,>gma-miR166h-3p,>lcl|Gmax_Glyma.16G028400.1,1
635,>gma-miR5679,>lcl|Gmax_Glyma.U022300.1,0
636,>ath-miR854a,>CNT2089155,1
637,>ath-miR5628,>NONATHT000094,0
638,>mtr-miR171d,>lcl|Mtruncatula_Medtr7g099810.1,1
639,>mtr-miR5208a,>lcl|Mtruncatula_Medtr1g095390.2,0
640,>gma-miR9752,>lcl|Gmax_Glyma.12G139700.1,1
641,>gma-miR4413a,>lcl|Gmax_Glyma.06G214300.1,0
642,>ath-miR845a,>CNT2085963,1
643,>ath-miR859,>lcl|Athaliana_AT2G15060.1,0
644,>mtr-miR5554a-3p,>lcl|Mtruncatula_Medtr5g055450.1,1
645,>mtr-miR2199,>lcl|Mtruncatula_Medtr7g096640.2,0
646,>gma-miR482e,>lcl|Gmax_Glyma.01G204100.1,1
647,>gma-miR1509b,>lcl|Gmax_Glyma.05G080300.4,0
648,>ath-miR8181,>lcl|Athaliana_AT5G40348.1,1
649,>ath-miR8167a,>lcl|Athaliana_AT3G42150.3,0
650,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr6g463360.1,1
651,>mtr-miR2591,>lcl|Mtruncatula_Medtr3g053460.2,0
652,>gma-miR159e-5p,>lcl|Gmax_Glyma.07G014900.1,1
653,>gma-miR391-5p,>lcl|Gmax_Glyma.10G256400.1,0
654,>ath-miR169a-5p,>lcl|Athaliana_AT5G03090.1,1
655,>ath-miR852,>lcl|Athaliana_AT2G05680.1,0
656,>mtr-miR2609a,>lcl|Mtruncatula_Medtr3g092370.1,1
657,>mtr-miR5266,>lcl|Mtruncatula_Medtr8g051620.3,0
658,>gma-miR168a,>lcl|Gmax_Glyma.14G140000.1,1
659,>gma-miR171r,>lcl|Gmax_Glyma.18G297000.1,0
660,>ath-miR831-3p,>CNT2086302,1
661,>ath-miR8174,>lcl|Athaliana_AT1G22140.1,0
662,>mtr-miR319d-5p,>lcl|Mtruncatula_Medtr2g086520.1,1
663,>mtr-miR167a,>lcl|Mtruncatula_Medtr8g095630.2,0
664,>gma-miR5032,>lcl|Gmax_Glyma.09G032400.1,1
665,>gma-miR1512a-5p,>lcl|Gmax_Glyma.03G199800.1,0
666,>ath-miR854a,>CNT2086992,1
667,>ath-miR5020b,>lcl|Athaliana_AT1G67265.1,0
668,>mtr-miR5280,>lcl|Mtruncatula_Medtr1g104720.1,1
669,>mtr-miR2595,>lcl|Mtruncatula_Medtr0101s0020.2,0
670,>gma-miR4375,>lcl|Gmax_Glyma.16G004700.3,1
671,>gma-miR393a,>lcl|Gmax_Glyma.01G175700.5,0
672,>ath-miR399f,>CNT2086364,1
673,>ath-miR399c-5p,>NONATHT001080,0
674,>mtr-miR2592ae,>lcl|Mtruncatula_Medtr6g023210.1,1
675,>mtr-miR5281a,>lcl|Mtruncatula_Medtr4g043720.3,0
676,>gma-miR5037d,>lcl|Gmax_Glyma.08G227100.1,1
677,>gma-miR10435,>lcl|Gmax_Glyma.06G248000.1,0
678,>ath-miR822-5p,>NONATHT002780,1
679,>ath-miR846-5p,>lcl|Athaliana_AT3G17185.1,0
680,>mtr-miR395k,>lcl|Mtruncatula_Medtr0082s0070.1,1
681,>mtr-miR396c,>lcl|Mtruncatula_Medtr8g074520.1,0
682,>gma-miR5761a,>lcl|Gmax_Glyma.10G149300.1,1
683,>gma-miR1535b,>lcl|Gmax_Glyma.02G111100.1,0
684,>ath-miR402,>lcl|Athaliana_AT5G28440.1,1
685,>ath-miR157a-5p,>lcl|Athaliana_AT1G36933.1,0
686,>mtr-miR169d-5p,>lcl|Mtruncatula_Medtr6g005620.1,1
687,>mtr-miR2609a,>lcl|Mtruncatula_Medtr8g051620.3,0
688,>gma-miR399m,>lcl|Gmax_Glyma.04G098300.2,1
689,>gma-miR1520f-5p,>lcl|Gmax_Glyma.08G330400.1,0
690,>ath-miR829-3p.1,>CNT2084847,1
691,>ath-miR319c,>lcl|Athaliana_AT1G35040.1,0
692,>mtr-miR396a-3p,>lcl|Mtruncatula_Medtr0047s0050.1,1
693,>mtr-miR482-5p,>lcl|Mtruncatula_Medtr2g031430.1,0
694,>gma-miR10447,>lcl|Gmax_Glyma.18G089900.1,1
695,>gma-miR10438,>lcl|Gmax_Glyma.02G111100.1,0
696,>ath-miR5638b,>lcl|Athaliana_AT4G38545.1,1
697,>ath-miR397b,>CNT2086837,0
698,>mtr-miR2601,>lcl|Mtruncatula_Medtr8g059780.1,1
699,>mtr-miR2633,>lcl|Mtruncatula_Medtr8g087480.1,0
700,>gma-miR408b-5p,>lcl|Gmax_Glyma.03G170800.1,1
701,>gma-miR9741,>lcl|Gmax_Glyma.05G013600.1,0
702,>ath-miR414,>CNT2088310,1
703,>ath-miR781a,>CNT2086177,0
704,>mtr-miR5218,>lcl|Mtruncatula_Medtr8g095100.1,1
705,>mtr-miR2656a,>lcl|Mtruncatula_Medtr3g053460.2,0
706,>gma-miR4387a,>lcl|Gmax_Glyma.02G204400.1,1
707,>gma-miR9743,>lcl|Gmax_Glyma.17G251800.2,0
708,>ath-miR404,>CNT2085329,1
709,>ath-miR4243,>CNT2088015,0
710,>mtr-miR2592bp-3p,>lcl|Mtruncatula_Medtr4g101440.1,1
711,>mtr-miR7696c-3p,>lcl|Mtruncatula_Medtr3g109685.1,0
712,>gma-miR9737,>lcl|Gmax_Glyma.08G211900.4,1
713,>gma-miR159d,>lcl|Gmax_Glyma.03G198900.1,0
714,>ath-miR168a-5p,>CNT2086445,1
715,>ath-miR5649a,>NONATHT002895,0
716,>mtr-miR2592bp-3p,>lcl|Mtruncatula_Medtr7g106410.1,1
717,>mtr-miR5559-3p,>lcl|Mtruncatula_Medtr1g054150.1,0
718,>gma-miR482b-5p,>lcl|Gmax_Glyma.20G236900.1,1
719,>gma-miR5373,>lcl|Gmax_Glyma.10G242900.1,0
720,>ath-miR399c-5p,>CNT2085475,1
721,>ath-miR5017-5p,>CNT2087205,0
722,>mtr-miR399s-5p,>lcl|Mtruncatula_Medtr4g025380.1,1
723,>mtr-miR5286b,>lcl|Mtruncatula_Medtr1g107440.2,0
724,>gma-miR5767,>lcl|Gmax_Glyma.U015400.1,1
725,>gma-miR159b-3p,>lcl|Gmax_Glyma.10G242900.1,0
726,>ath-miR399b,>NONATHT003032,1
727,>ath-miR3932a,>CNT2088832,0
728,>mtr-miR5247,>lcl|Mtruncatula_Medtr5g088540.1,1
729,>mtr-miR5257,>lcl|Mtruncatula_Medtr8g043400.3,0
730,>gma-miR4993,>lcl|Gmax_Glyma.02G201900.1,1
731,>gma-miR5379,>lcl|Gmax_Glyma.02G111100.1,0
732,>ath-miR869.1,>CNT2087413,1
733,>ath-miR846-3p,>lcl|Athaliana_AT5G35207.1,0
734,>mtr-miR4414a-5p,>lcl|Mtruncatula_Medtr1g063830.1,1
735,>mtr-miR5254,>lcl|Mtruncatula_Medtr4g115740.6,0
736,>gma-miR9748,>lcl|Gmax_Glyma.04G257300.1,1
737,>gma-miR10431,>lcl|Gmax_Glyma.06G023700.1,0
738,>ath-miR2111a-3p,>NONATHT001305,1
739,>ath-miR827,>CNT2085451,0
740,>mtr-miR399s-5p,>lcl|Mtruncatula_Medtr2g039683.1,1
741,>mtr-miR395b,>lcl|Mtruncatula_Medtr4g043720.3,0
742,>gma-miR482b-5p,>lcl|Gmax_Glyma.01G038900.1,1
743,>gma-miR5037d,>lcl|Gmax_Glyma.09G078500.1,0
744,>ath-miR5644,>NONATHT002417,1
745,>ath-miR4240,>CNT2085532,0
746,>mtr-miR5556-5p,>lcl|Mtruncatula_Medtr3g008120.1,1
747,>mtr-miR2592bp-3p,>lcl|Mtruncatula_Medtr2g105240.5,0
748,>gma-miR169p,>lcl|Gmax_Glyma.16G095400.1,1
749,>gma-miR4374a,>lcl|Gmax_Glyma.15G030300.1,0
750,>ath-miR5638b,>lcl|Athaliana_AT1G01448.2,1
751,>ath-miR774b-5p,>CNT2089147,0
752,>mtr-miR5221,>lcl|Mtruncatula_Medtr6g086210.1,1
753,>mtr-miR5284h,>lcl|Mtruncatula_Medtr8g022770.3,0
754,>gma-miR4371a,>lcl|Gmax_Glyma.17G246100.1,1
755,>gma-miR10441,>lcl|Gmax_Glyma.17G261400.1,0
756,>ath-miR858b,>lcl|Athaliana_AT2G10870.1,1
757,>ath-miR865-5p,>CNT2086804,0
758,>mtr-miR5276,>lcl|Mtruncatula_Medtr1g107085.1,1
759,>mtr-miR2679a,>lcl|Mtruncatula_Medtr1g107440.5,0
760,>gma-miR408a-5p,>lcl|Gmax_Glyma.10G050700.1,1
761,>gma-miR156b,>lcl|Gmax_Glyma.18G210200.1,0
762,>ath-miR159c,>lcl|Athaliana_AT5G15990.1,1
763,>ath-miR5019,>lcl|Athaliana_AT4G13554.1,0
764,>mtr-miR172d-5p,>lcl|Mtruncatula_Medtr3g450610.1,1
765,>mtr-miR5205c,>lcl|Mtruncatula_Medtr1g086180.1,0
766,>gma-miR172h-5p,>lcl|Gmax_Glyma.15G256000.1,1
767,>gma-miR9724b,>lcl|Gmax_Glyma.13G195500.1,0
768,>ath-miR1886.2,>NONATHT001288,1
769,>ath-miR830-3p,>CNT2088073,0
770,>mtr-miR5247,>lcl|Mtruncatula_Medtr8g012860.1,1
771,>mtr-miR5287a,>lcl|Mtruncatula_Medtr1g086180.1,0
772,>gma-miR156a,>lcl|Gmax_Glyma.08G006800.1,1
773,>gma-miR169i-3p,>lcl|Gmax_Glyma.01G122600.1,0
774,>ath-miR165a-3p,>lcl|Athaliana_AT2G45023.1,1
775,>ath-miR846-5p,>CNT2085587,0
776,>mtr-miR2086-5p,>lcl|Mtruncatula_Medtr6g011260.1,1
777,>mtr-miR399q,>lcl|Mtruncatula_Medtr7g090430.1,0
778,>gma-miR5776,>lcl|Gmax_Glyma.04G139700.1,1
779,>gma-miR530b,>lcl|Gmax_Glyma.18G297000.1,0
780,>ath-miR395a,>lcl|Athaliana_AT4G07605.1,1
781,>ath-miR866-3p,>lcl|Athaliana_AT1G25098.1,0
782,>mtr-miR2586b,>lcl|Mtruncatula_Medtr1g033890.1,1
783,>mtr-miR319a-3p,>lcl|Mtruncatula_Medtr2g105240.5,0
784,>gma-miR4375,>lcl|Gmax_Glyma.05G129800.4,1
785,>gma-miR169n-3p,>lcl|Gmax_Glyma.20G134300.1,0
786,>ath-miR8180,>CNT2088969,1
787,>ath-miR420,>NONATHT001080,0
788,>mtr-miR168c-3p,>lcl|Mtruncatula_Medtr4g082170.1,1
789,>mtr-miR167a,>lcl|Mtruncatula_Medtr4g035885.1,0
790,>gma-miR4414a-5p,>lcl|Gmax_Glyma.02G199800.1,1
791,>gma-miR171o-5p,>lcl|Gmax_Glyma.19G197400.1,0
792,>ath-miR854a,>CNT2085529,1
793,>ath-miR5024-5p,>lcl|Athaliana_AT3G53370.1,0
794,>mtr-miR2613,>lcl|Mtruncatula_Medtr3g073770.1,1
795,>mtr-miR5290,>lcl|Mtruncatula_Medtr4g115740.6,0
796,>gma-miR10448,>lcl|Gmax_Glyma.10G188900.1,1
797,>gma-miR10439,>lcl|Gmax_Glyma.16G055000.2,0
798,>ath-miR771,>CNT2088752,1
799,>ath-miR864-3p,>lcl|Athaliana_AT5G31932.1,0
800,>mtr-miR169f,>lcl|Mtruncatula_Medtr1g017330.1,1
801,>mtr-miR2590g,>lcl|Mtruncatula_Medtr2g023920.2,0
802,>gma-miR10191,>lcl|Gmax_Glyma.05G193800.1,1
803,>gma-miR396g,>lcl|Gmax_Glyma.10G256500.2,0
804,>ath-miR833b,>CNT2085666,1
805,>ath-miR781a,>lcl|Athaliana_AT1G48140.1,0
806,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr3g025420.1,1
807,>mtr-miR171c,>lcl|Mtruncatula_Medtr4g059760.1,0
808,>gma-miR319a,>lcl|Gmax_Glyma.01G171500.1,1
809,>gma-miR10186a,>lcl|Gmax_Glyma.14G074200.1,0
810,>ath-miR8181,>lcl|Athaliana_AT4G28088.1,1
811,>ath-miR8170-5p,>NONATHT002928,0
812,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr5g070630.1,1
813,>mtr-miR2672,>lcl|Mtruncatula_Medtr4g072130.1,0
814,>gma-miR4393a,>lcl|Gmax_Glyma.07G072000.1,1
815,>gma-miR4372b,>lcl|Gmax_Glyma.03G198900.1,0
816,>ath-miR8171,>NONATHT003388,1
817,>ath-miR5014a-3p,>CNT2084963,0
818,>mtr-miR5286a,>lcl|Mtruncatula_Medtr2g090685.1,1
819,>mtr-miR5243,>lcl|Mtruncatula_Medtr0101s0020.3,0
820,>gma-miR319a,>lcl|Gmax_Glyma.14G131500.1,1
821,>gma-miR399m,>lcl|Gmax_Glyma.10G256500.2,0
822,>ath-miR854a,>NONATHT000819,1
823,>ath-miR5595a,>CNT2085168,0
824,>mtr-miR5296,>lcl|Mtruncatula_Medtr7g446220.1,1
