,A,B,A_seq,B_seq,Label,pair_seq
448,>hsa-miR-424-5p,>ENST00000589187.5,,,0,
449,>hsa-miR-17-5p,>ENST00000602172.1,,,0,
450,>hsa-miR-539-5p,>ENST00000559298.5,,,0,
451,>hsa-miR-149-5p,>ENST00000431616.5,,,0,
452,>hsa-miR-152-3p,>ENST00000562983.1,,,0,
453,>hsa-miR-125b-5p,>ENST00000548322.1,,,1,
454,>hsa-miR-302d-3p,>ENST00000424477.5,,,0,
455,>hsa-miR-3666,>ENST00000496733.6,,,1,
456,>hsa-miR-497-5p,>ENST00000552511.1,,,1,
457,>hsa-miR-370-3p,>ENST00000430605.1,,,0,
458,>hsa-miR-330-5p,>ENST00000525716.2,,,0,
459,>hsa-miR-3167,>ENST00000561542.1,,,0,
460,>hsa-miR-181c-5p,>ENST00000584372.5,,,1,
461,>hsa-miR-495-3p,>ENST00000593065.5,,,0,
462,>hsa-miR-424-5p,>ENST00000616030.4,,,1,
463,>hsa-miR-181a-5p,>ENST00000474814.1,,,1,
464,>hsa-miR-497-5p,>ENST00000445680.1,,,0,
465,>hsa-miR-103a-3p,>ENST00000429289.5,,,1,
466,>hsa-miR-142-3p,>ENST00000425991.1,,,0,
467,>hsa-miR-411-5p,>ENST00000598905.1,,,1,
468,>hsa-miR-205-5p,>ENST00000453754.5,,,1,
469,>hsa-miR-149-5p,>ENST00000537514.1,,,1,
470,>hsa-miR-433-3p,>ENST00000439298.5,,,0,
471,>hsa-miR-190a-5p,>ENST00000505668.1,,,0,
472,>hsa-miR-199b-5p,>ENST00000513489.5,,,0,
473,>hsa-miR-20a-5p,>ENST00000430166.5,,,1,
474,>hsa-miR-320d,>ENST00000535436.5,,,0,
475,>hsa-miR-505-3p,>ENST00000512932.5,,,1,
476,>hsa-miR-320b,>ENST00000513220.1,,,0,
477,>hsa-miR-106b-5p,>ENST00000554032.1,,,0,
478,>hsa-miR-4770,>ENST00000558945.5,,,1,
479,>hsa-miR-30c-5p,>ENST00000562691.2,,,0,
480,>hsa-miR-32-5p,>ENST00000431813.1,,,1,
481,>hsa-miR-34c-5p,>ENST00000447424.5,,,1,
482,>hsa-miR-367-3p,>ENST00000559368.5,,,1,
483,>hsa-miR-136-5p,>ENST00000447911.6,,,1,
484,>hsa-miR-302e,>ENST00000586232.5,,,1,
485,>hsa-miR-3666,>ENST00000521863.1,,,0,
486,>hsa-miR-320c,>ENST00000561542.1,,,0,
487,>hsa-miR-31-5p,>ENST00000526091.1,,,1,
488,>hsa-miR-149-5p,>ENST00000532358.5,,,0,
489,>hsa-miR-26a-5p,>ENST00000505196.1,,,0,
490,>hsa-miR-195-5p,>ENST00000533935.5,,,0,
491,>hsa-miR-301a-3p,>ENST00000412297.1,,,0,
492,>hsa-miR-92b-3p,>ENST00000602587.5,,,1,
493,>hsa-miR-873-5p,>ENST00000416952.5,,,1,
494,>hsa-miR-9-5p,>ENST00000505240.5,,,0,
495,>hsa-miR-122-5p,>ENST00000500970.5,,,0,
496,>hsa-miR-29a-3p,>ENST00000564629.1,,,0,
497,>hsa-miR-448,>ENST00000556225.1,,,1,
498,>hsa-miR-195-5p,>ENST00000594398.1,,,1,
499,>hsa-miR-497-5p,>ENST00000586922.2,,,0,
500,>hsa-miR-7-5p,>ENST00000513220.1,,,0,
501,>hsa-miR-129-5p,>ENST00000541775.5,,,0,
502,>hsa-miR-20b-5p,>ENST00000445551.1,,,0,
503,>hsa-miR-195-5p,>ENST00000447307.5,,,0,
504,>hsa-miR-107,>ENST00000429599.6,,,0,
505,>hsa-miR-223-3p,>ENST00000555562.1,,,0,
506,>hsa-miR-374b-5p,>ENST00000426529.6,,,0,
507,>hsa-miR-874-3p,>ENST00000456352.2,,,1,
508,>hsa-miR-200b-3p,>ENST00000558929.5,,,0,
509,>hsa-miR-301a-3p,>ENST00000545914.5,,,0,
510,>hsa-miR-365a-3p,>ENST00000417704.5,,,0,
511,>hsa-miR-30c-5p,>ENST00000520714.5,,,0,
512,>hsa-miR-199b-5p,>ENST00000452057.1,,,0,
513,>hsa-miR-30d-5p,>ENST00000580278.5,,,0,
514,>hsa-miR-28-5p,>ENST00000414659.5,,,1,
515,>hsa-miR-143-3p,>ENST00000561746.1,,,1,
516,>hsa-miR-424-5p,>ENST00000437028.5,,,0,
517,>hsa-miR-485-5p,>ENST00000437232.5,,,0,
518,>hsa-miR-3118,>ENST00000555766.1,,,0,
519,>hsa-miR-106a-5p,>ENST00000502041.2,,,1,
520,>hsa-miR-9-5p,>ENST00000596259.3,,,1,
521,>hsa-miR-494-3p,>ENST00000426529.6,,,1,
522,>hsa-miR-196b-5p,>ENST00000499653.1,,,1,
523,>hsa-miR-214-3p,>ENST00000560812.5,,,1,
524,>hsa-miR-138-5p,>ENST00000590657.1,,,1,
525,>hsa-miR-302b-3p,>ENST00000630598.1,,,1,
526,>hsa-miR-218-5p,>ENST00000558945.5,,,1,
527,>hsa-miR-25-3p,>ENST00000507963.5,,,1,
528,>hsa-miR-184,>ENST00000435880.6,,,0,
529,>hsa-miR-129-5p,>ENST00000593300.1,,,1,
530,>hsa-miR-19a-3p,>ENST00000432411.1,,,0,
531,>hsa-miR-185-5p,>ENST00000422761.1,,,0,
532,>hsa-miR-4458,>ENST00000500682.1,,,1,
533,>hsa-miR-124-3p,>ENST00000415150.5,,,1,
534,>hsa-miR-199a-5p,>ENST00000588027.5,,,1,
535,>hsa-miR-320b,>ENST00000584621.5,,,1,
536,>hsa-miR-485-5p,>ENST00000432743.1,,,1,
537,>hsa-miR-451a,>ENST00000578968.5,,,1,
538,>hsa-miR-200c-3p,>ENST00000559368.5,,,1,
539,>hsa-miR-100-5p,>ENST00000513406.1,,,0,
540,>hsa-miR-371a-5p,>ENST00000398804.7,,,0,
541,>hsa-miR-29a-3p,>ENST00000445097.2,,,0,
542,>hsa-miR-139-5p,>ENST00000561107.5,,,0,
543,>hsa-miR-24-3p,>ENST00000513868.6,,,1,
544,>hsa-miR-193b-3p,>ENST00000415499.5,,,1,
545,>hsa-miR-491-5p,>ENST00000413069.5,,,1,
546,>hsa-miR-106a-5p,>ENST00000593977.1,,,0,
547,>hsa-miR-17-5p,>ENST00000511052.1,,,1,
548,>hsa-miR-302e,>ENST00000500682.1,,,0,
549,>hsa-miR-199b-5p,>ENST00000472367.5,,,1,
550,>hsa-miR-18a-5p,>ENST00000414075.5,,,1,
551,>hsa-miR-370-3p,>ENST00000445097.2,,,0,
552,>hsa-miR-519d-3p,>ENST00000509012.5,,,1,
553,>hsa-miR-376c-3p,>ENST00000562082.1,,,0,
554,>hsa-miR-519d-3p,>ENST00000511495.1,,,1,
555,>hsa-miR-20b-5p,>ENST00000435295.1,,,0,
556,>hsa-miR-4500,>ENST00000455777.1,,,1,
557,>hsa-miR-20b-5p,>ENST00000514255.1,,,0,
558,>hsa-miR-33a-5p,>ENST00000420819.2,,,0,
559,>hsa-miR-152-3p,>ENST00000507799.1,,,0,
560,>hsa-miR-302e,>ENST00000412162.1,,,1,
561,>hsa-miR-30e-5p,>ENST00000413706.1,,,0,
562,>hsa-miR-543,>ENST00000467069.6,,,1,
563,>hsa-miR-376a-3p,>ENST00000443132.1,,,0,
564,>hsa-miR-27a-3p,>ENST00000535643.5,,,1,
565,>hsa-miR-543,>ENST00000437615.1,,,0,
566,>hsa-miR-15a-5p,>ENST00000586831.5,,,1,
567,>hsa-miR-32-5p,>ENST00000546682.5,,,1,
568,>hsa-miR-421,>ENST00000599749.5,,,1,
569,>hsa-miR-103a-3p,>ENST00000602609.1,,,0,
570,>hsa-miR-539-5p,>ENST00000555379.1,,,1,
571,>hsa-miR-9-5p,>ENST00000444489.5,,,1,
572,>hsa-miR-4644,>ENST00000421019.1,,,0,
573,>hsa-miR-296-3p,>ENST00000511571.1,,,0,
574,>hsa-miR-497-5p,>ENST00000537514.1,,,1,
575,>hsa-miR-15b-5p,>ENST00000521600.5,,,1,
576,>hsa-miR-302e,>ENST00000568363.5,,,1,
577,>hsa-miR-4262,>ENST00000555968.1,,,0,
578,>hsa-miR-488-3p,>ENST00000439559.2,,,0,
579,>hsa-miR-761,>ENST00000437781.5,,,0,
580,>hsa-miR-155-5p,>ENST00000588257.5,,,1,
581,>hsa-miR-429,>ENST00000592716.1,,,0,
582,>hsa-miR-374b-5p,>ENST00000449589.5,,,1,
583,>hsa-miR-30e-5p,>ENST00000577000.1,,,0,
584,>hsa-miR-370-3p,>ENST00000417942.5,,,1,
585,>hsa-miR-520a-3p,>ENST00000501008.2,,,0,
586,>hsa-miR-150-5p,>ENST00000417721.5,,,1,
587,>hsa-miR-26b-5p,>ENST00000444470.5,,,1,
588,>hsa-miR-4644,>ENST00000443993.1,,,0,
589,>hsa-miR-204-5p,>ENST00000444966.1,,,1,
590,>hsa-miR-34c-5p,>ENST00000437681.1,,,0,
591,>hsa-miR-153-3p,>ENST00000417765.1,,,0,
592,>hsa-miR-381-3p,>ENST00000561275.5,,,1,
593,>hsa-miR-21-5p,>ENST00000499685.2,,,0,
594,>hsa-miR-124-3p,>ENST00000413069.5,,,1,
595,>hsa-miR-98-5p,>ENST00000455777.1,,,1,
596,>hsa-miR-23c,>ENST00000499418.2,,,0,
597,>hsa-miR-140-5p,>ENST00000534671.1,,,1,
598,>hsa-miR-374b-5p,>ENST00000558945.5,,,1,
599,>hsa-miR-346,>ENST00000502758.1,,,1,
600,>hsa-miR-4644,>ENST00000467069.6,,,1,
601,>hsa-miR-26b-5p,>ENST00000501008.2,,,0,
602,>hsa-miR-3167,>ENST00000564206.1,,,1,
603,>hsa-miR-23a-3p,>ENST00000521267.5,,,1,
604,>hsa-miR-155-5p,>ENST00000602319.1,,,1,
605,>hsa-miR-27b-3p,>ENST00000415150.5,,,1,
606,>hsa-miR-425-5p,>ENST00000518639.1,,,0,
607,>hsa-miR-124-3p,>ENST00000421648.1,,,0,
608,>hsa-miR-194-5p,>ENST00000555379.1,,,1,
609,>hsa-miR-1297,>ENST00000592347.5,,,0,
610,>hsa-miR-449b-5p,>ENST00000596665.5,,,1,
611,>hsa-miR-122-5p,>ENST00000548144.1,,,0,
612,>hsa-miR-330-5p,>ENST00000451141.1,,,0,
613,>hsa-miR-136-5p,>ENST00000449589.5,,,1,
614,>hsa-miR-485-5p,>ENST00000454068.5,,,1,
615,>hsa-miR-211-5p,>ENST00000412751.5,,,1,
616,>hsa-miR-4306,>ENST00000454596.1,,,0,
617,>hsa-miR-4295,>ENST00000453875.5,,,1,
618,>hsa-miR-3139,>ENST00000456633.1,,,0,
619,>hsa-miR-18a-5p,>ENST00000539303.5,,,1,
620,>hsa-miR-378d,>ENST00000602498.1,,,1,
621,>hsa-miR-204-5p,>ENST00000421927.1,,,1,
622,>hsa-miR-138-5p,>ENST00000436715.5,,,1,
623,>hsa-miR-34a-5p,>ENST00000501964.1,,,1,
624,>hsa-miR-454-3p,>ENST00000512932.5,,,0,
625,>hsa-miR-197-3p,>ENST00000521034.1,,,0,
626,>hsa-miR-130b-3p,>ENST00000427691.5,,,0,
627,>hsa-miR-206,>ENST00000578265.5,,,1,
628,>hsa-miR-4429,>ENST00000562391.5,,,0,
629,>hsa-miR-129-5p,>ENST00000599749.5,,,0,
630,>hsa-miR-497-5p,>ENST00000474814.1,,,1,
631,>hsa-miR-196b-5p,>ENST00000454129.5,,,1,
632,>hsa-miR-485-5p,>ENST00000457719.1,,,1,
633,>hsa-miR-340-5p,>ENST00000590932.5,,,0,
634,>hsa-miR-20b-5p,>ENST00000443587.5,,,0,
635,>hsa-miR-30b-5p,>ENST00000443642.1,,,0,
636,>hsa-miR-9-5p,>ENST00000458698.6,,,1,
637,>hsa-miR-34a-5p,>ENST00000586376.5,,,1,
638,>hsa-miR-193a-3p,>ENST00000417721.5,,,0,
639,>hsa-miR-4306,>ENST00000396588.6,,,0,
640,>hsa-miR-34a-5p,>ENST00000533844.1,,,1,
641,>hsa-miR-29b-3p,>ENST00000631093.1,,,1,
642,>hsa-miR-653-5p,>ENST00000442383.1,,,0,
643,>hsa-miR-140-5p,>ENST00000453876.1,,,0,
644,>hsa-miR-122-5p,>ENST00000415222.5,,,1,
645,>hsa-miR-28-5p,>ENST00000439507.5,,,1,
646,>hsa-miR-133b,>ENST00000588318.1,,,1,
647,>hsa-miR-197-3p,>ENST00000456746.5,,,0,
648,>hsa-miR-342-3p,>ENST00000445680.1,,,1,
649,>hsa-miR-330-5p,>ENST00000382215.3,,,1,
650,>hsa-miR-107,>ENST00000586885.1,,,0,
651,>hsa-miR-181d-5p,>ENST00000551361.1,,,1,
652,>hsa-miR-590-5p,>ENST00000542112.5,,,1,
653,>hsa-miR-20b-5p,>ENST00000427794.1,,,0,
654,>hsa-miR-506-3p,>ENST00000455474.5,,,1,
655,>hsa-miR-29a-3p,>ENST00000443799.5,,,1,
656,>hsa-miR-144-3p,>ENST00000468186.5,,,0,
657,>hsa-miR-211-5p,>ENST00000420074.1,,,1,
658,>hsa-miR-3118,>ENST00000587694.5,,,1,
659,>hsa-miR-374b-5p,>ENST00000416381.1,,,0,
660,>hsa-miR-4458,>ENST00000498624.1,,,0,
661,>hsa-miR-3139,>ENST00000533844.1,,,1,
662,>hsa-miR-340-5p,>ENST00000527641.1,,,0,
663,>hsa-miR-143-3p,>ENST00000512802.1,,,0,
664,>hsa-miR-544a,>ENST00000456293.5,,,1,
665,>hsa-miR-30a-5p,>ENST00000590186.5,,,0,
666,>hsa-miR-520a-3p,>ENST00000585882.5,,,1,
667,>hsa-miR-3666,>ENST00000540968.1,,,0,
668,>hsa-miR-152-3p,>ENST00000554036.1,,,1,
669,>hsa-miR-504-5p,>ENST00000589391.5,,,0,
670,>hsa-miR-1297,>ENST00000457636.5,,,1,
671,>hsa-miR-30c-5p,>ENST00000524035.5,,,0,
672,>hsa-miR-371a-5p,>ENST00000602587.5,,,1,
673,>hsa-miR-374b-5p,>ENST00000415742.5,,,0,
674,>hsa-miR-424-5p,>ENST00000508968.1,,,1,
675,>hsa-miR-144-3p,>ENST00000631093.1,,,1,
676,>hsa-miR-520d-3p,>ENST00000501122.2,,,0,
677,>hsa-miR-302b-3p,>ENST00000590780.5,,,1,
678,>hsa-miR-372-3p,>ENST00000562077.5,,,0,
679,>hsa-miR-708-5p,>ENST00000596365.5,,,0,
680,>hsa-miR-134-5p,>ENST00000439298.5,,,0,
681,>hsa-miR-497-5p,>ENST00000550118.2,,,1,
682,>hsa-miR-378b,>ENST00000598905.1,,,0,
683,>hsa-miR-519d-3p,>ENST00000432604.5,,,0,
684,>hsa-miR-590-3p,>ENST00000585279.1,,,1,
685,>hsa-miR-433-3p,>ENST00000447911.6,,,1,
686,>hsa-miR-302b-3p,>ENST00000524048.1,,,1,
687,>hsa-miR-551a,>ENST00000436377.1,,,1,
688,>hsa-miR-490-3p,>ENST00000428584.5,,,0,
689,>hsa-miR-101-3p,>ENST00000519694.1,,,0,
690,>hsa-miR-20b-5p,>ENST00000602698.5,,,1,
691,>hsa-miR-505-3p,>ENST00000499521.2,,,1,
692,>hsa-miR-3619-5p,>ENST00000501008.2,,,0,
693,>hsa-miR-373-3p,>ENST00000583558.1,,,0,
694,>hsa-miR-4735-3p,>ENST00000508713.1,,,0,
695,>hsa-miR-181b-5p,>ENST00000523831.1,,,0,
696,>hsa-miR-340-5p,>ENST00000587060.1,,,0,
697,>hsa-miR-149-5p,>ENST00000588803.1,,,0,
698,>hsa-miR-302d-3p,>ENST00000517641.1,,,1,
699,>hsa-miR-152-3p,>ENST00000420006.5,,,0,
700,>hsa-miR-653-5p,>ENST00000559368.5,,,1,
701,>hsa-miR-194-5p,>ENST00000417557.1,,,1,
702,>hsa-miR-874-3p,>ENST00000456633.1,,,0,
703,>hsa-miR-16-5p,>ENST00000525952.1,,,0,
704,>hsa-miR-449b-5p,>ENST00000398216.2,,,0,
705,>hsa-miR-10b-5p,>ENST00000427794.1,,,0,
706,>hsa-miR-103a-3p,>ENST00000413202.1,,,1,
707,>hsa-miR-302c-3p,>ENST00000450804.3,,,0,
708,>hsa-miR-372-3p,>ENST00000585451.5,,,0,
709,>hsa-miR-16-5p,>ENST00000502758.1,,,1,
710,>hsa-miR-3666,>ENST00000563205.1,,,1,
711,>hsa-miR-4500,>ENST00000428584.5,,,0,
712,>hsa-miR-302a-3p,>ENST00000562082.1,,,0,
713,>hsa-miR-4644,>ENST00000435295.1,,,0,
714,>hsa-miR-302d-3p,>ENST00000425884.5,,,0,
715,>hsa-miR-330-5p,>ENST00000431669.5,,,0,
716,>hsa-miR-125b-5p,>ENST00000587253.5,,,0,
717,>hsa-miR-139-5p,>ENST00000450044.1,,,1,
718,>hsa-miR-193a-3p,>ENST00000546767.5,,,0,
719,>hsa-miR-320b,>ENST00000566639.1,,,1,
720,>hsa-miR-374a-5p,>ENST00000455957.5,,,0,
721,>hsa-miR-4262,>ENST00000456685.5,,,0,
722,>hsa-miR-590-5p,>ENST00000417942.5,,,1,
723,>hsa-miR-4465,>ENST00000503938.1,,,0,
724,>hsa-miR-520d-3p,>ENST00000587743.1,,,1,
725,>hsa-miR-876-5p,>ENST00000562691.2,,,0,
726,>hsa-miR-302a-3p,>ENST00000625218.1,,,1,
727,>hsa-miR-4429,>ENST00000558929.5,,,1,
728,>hsa-miR-320c,>ENST00000602698.5,,,1,
729,>hsa-miR-196b-5p,>ENST00000553584.5,,,0,
730,>hsa-miR-590-5p,>ENST00000534671.1,,,0,
731,>hsa-miR-139-5p,>ENST00000589830.1,,,1,
732,>hsa-miR-9-5p,>ENST00000427868.6,,,1,
733,>hsa-miR-128-3p,>ENST00000559368.5,,,1,
734,>hsa-miR-10b-5p,>ENST00000580467.5,,,1,
735,>hsa-miR-205-5p,>ENST00000454813.1,,,1,
736,>hsa-miR-136-5p,>ENST00000452731.5,,,1,
737,>hsa-miR-219a-5p,>ENST00000398461.5,,,1,
738,>hsa-miR-18b-5p,>ENST00000527406.1,,,0,
739,>hsa-miR-29a-3p,>ENST00000457043.1,,,0,
740,>hsa-miR-495-3p,>ENST00000602077.5,,,0,
741,>hsa-miR-139-5p,>ENST00000445097.2,,,0,
742,>hsa-miR-302a-3p,>ENST00000586232.5,,,1,
743,>hsa-miR-876-5p,>ENST00000440698.1,,,0,
744,>hsa-miR-362-3p,>ENST00000409898.2,,,0,
745,>hsa-miR-23c,>ENST00000587015.5,,,1,
746,>hsa-miR-346,>ENST00000409898.2,,,0,
747,>hsa-miR-195-5p,>ENST00000550680.5,,,1,
748,>hsa-miR-370-3p,>ENST00000592161.1,,,1,
749,>hsa-miR-4465,>ENST00000450589.5,,,1,
750,>hsa-miR-106a-5p,>ENST00000521951.1,,,1,
751,>hsa-miR-539-5p,>ENST00000430643.1,,,1,
752,>hsa-miR-499a-5p,>ENST00000602319.1,,,1,
753,>hsa-miR-191-5p,>ENST00000623598.1,,,1,
754,>hsa-miR-876-5p,>ENST00000451828.1,,,0,
755,>hsa-miR-361-5p,>ENST00000398461.5,,,1,
756,>hsa-miR-182-5p,>ENST00000413531.5,,,1,
757,>hsa-miR-193a-3p,>ENST00000454129.5,,,1,
758,>hsa-miR-30e-5p,>ENST00000443587.5,,,1,
759,>hsa-miR-320b,>ENST00000582145.5,,,1,
760,>hsa-miR-876-5p,>ENST00000548819.5,,,0,
761,>hsa-miR-328-3p,>ENST00000554988.1,,,1,
762,>hsa-miR-146b-5p,>ENST00000577267.1,,,1,
763,>hsa-miR-193b-3p,>ENST00000439050.1,,,0,
764,>hsa-miR-196b-5p,>ENST00000587306.5,,,0,
765,>hsa-miR-370-3p,>ENST00000590743.1,,,1,
766,>hsa-miR-205-5p,>ENST00000457636.5,,,0,
767,>hsa-miR-31-5p,>ENST00000535436.5,,,1,
768,>hsa-miR-15a-5p,>ENST00000600643.5,,,0,
769,>hsa-miR-373-3p,>ENST00000441749.1,,,0,
770,>hsa-miR-23a-3p,>ENST00000436656.5,,,1,
771,>hsa-miR-136-5p,>ENST00000443642.1,,,0,
772,>hsa-miR-4500,>ENST00000447424.5,,,1,
773,>hsa-miR-143-3p,>ENST00000532226.1,,,0,
774,>hsa-miR-374a-5p,>ENST00000506645.1,,,0,
775,>hsa-miR-30d-5p,>ENST00000602698.5,,,1,
776,>hsa-miR-4735-3p,>ENST00000577700.5,,,1,
777,>hsa-miR-16-5p,>ENST00000450692.6,,,1,
778,>hsa-miR-23a-3p,>ENST00000450589.5,,,1,
779,>hsa-miR-424-5p,>ENST00000417026.1,,,0,
780,>hsa-miR-454-3p,>ENST00000412788.5,,,1,
781,>hsa-miR-433-3p,>ENST00000424235.1,,,0,
782,>hsa-miR-29a-3p,>ENST00000480904.2,,,1,
783,>hsa-miR-490-3p,>ENST00000559298.5,,,0,
784,>hsa-miR-194-5p,>ENST00000502069.6,,,1,
785,>hsa-miR-181d-5p,>ENST00000593928.5,,,1,
786,>hsa-miR-519d-3p,>ENST00000498905.2,,,0,
787,>hsa-miR-4295,>ENST00000579580.1,,,1,
788,>hsa-miR-1297,>ENST00000450784.5,,,1,
789,>hsa-miR-199a-5p,>ENST00000505731.5,,,0,
790,>hsa-miR-320c,>ENST00000451543.5,,,1,
791,>hsa-miR-15b-5p,>ENST00000467944.5,,,0,
792,>hsa-miR-194-5p,>ENST00000594557.1,,,0,
793,>hsa-miR-200a-3p,>ENST00000565467.1,,,0,
794,>hsa-miR-302b-3p,>ENST00000593429.5,,,0,
795,>hsa-miR-20b-5p,>ENST00000418442.1,,,0,
796,>hsa-miR-182-5p,>ENST00000592195.1,,,0,
797,>hsa-miR-124-3p,>ENST00000595135.5,,,0,
798,>hsa-miR-320b,>ENST00000428641.1,,,1,
799,>hsa-miR-495-3p,>ENST00000599421.1,,,0,
800,>hsa-miR-141-3p,>ENST00000521863.1,,,0,
801,>hsa-miR-4735-3p,>ENST00000561226.5,,,1,
802,>hsa-miR-3139,>ENST00000423031.1,,,0,
803,>hsa-miR-16-5p,>ENST00000590369.1,,,1,
804,>hsa-miR-539-5p,>ENST00000513489.5,,,1,
805,>hsa-miR-10b-5p,>ENST00000602587.5,,,1,
806,>hsa-miR-15a-5p,>ENST00000591956.1,,,1,
807,>hsa-miR-365a-3p,>ENST00000433079.5,,,1,
808,>hsa-miR-93-5p,>ENST00000424477.5,,,0,
809,>hsa-miR-485-5p,>ENST00000599421.1,,,0,
810,>hsa-miR-4429,>ENST00000501122.2,,,1,
811,>hsa-miR-18a-5p,>ENST00000425991.1,,,1,
812,>hsa-miR-202-3p,>ENST00000514597.5,,,1,
813,>hsa-miR-214-3p,>ENST00000453875.5,,,1,
814,>hsa-miR-4770,>ENST00000414894.1,,,1,
815,>hsa-miR-4500,>ENST00000442040.5,,,0,
816,>hsa-miR-33b-5p,>ENST00000562691.2,,,0,
817,>hsa-miR-145-5p,>ENST00000525534.1,,,1,
818,>hsa-miR-329-3p,>ENST00000499653.1,,,0,
819,>hsa-miR-4319,>ENST00000400436.6,,,0,
820,>hsa-miR-4262,>ENST00000553149.1,,,1,
821,>hsa-miR-15b-5p,>ENST00000428044.5,,,1,
822,>hsa-miR-488-3p,>ENST00000421648.1,,,0,
823,>hsa-miR-30a-5p,>ENST00000522859.5,,,1,
824,>hsa-miR-495-3p,>ENST00000449741.1,,,0,
825,>hsa-miR-193b-3p,>ENST00000591365.1,,,1,
826,>hsa-miR-543,>ENST00000541775.5,,,0,
827,>hsa-miR-140-5p,>ENST00000423178.6,,,0,
828,>hsa-miR-134-5p,>ENST00000484550.1,,,0,
829,>hsa-miR-4500,>ENST00000562082.1,,,0,
830,>hsa-miR-18a-5p,>ENST00000458686.5,,,0,
831,>hsa-miR-485-5p,>ENST00000593427.1,,,1,
832,>hsa-miR-148b-3p,>ENST00000425595.5,,,1,
833,>hsa-miR-30e-5p,>ENST00000560545.1,,,1,
834,>hsa-miR-342-3p,>ENST00000519432.1,,,0,
835,>hsa-miR-92b-3p,>ENST00000444968.1,,,0,
836,>hsa-miR-4644,>ENST00000453015.1,,,1,
837,>hsa-miR-214-3p,>ENST00000508590.1,,,1,
838,>hsa-miR-497-5p,>ENST00000594398.1,,,1,
839,>hsa-miR-485-5p,>ENST00000578757.5,,,1,
840,>hsa-miR-195-5p,>ENST00000596028.5,,,0,
841,>hsa-miR-7-5p,>ENST00000506247.1,,,0,
842,>hsa-miR-520a-3p,>ENST00000567834.1,,,1,
843,>hsa-miR-15b-5p,>ENST00000424730.5,,,0,
844,>hsa-miR-433-3p,>ENST00000417942.5,,,1,
845,>hsa-miR-4295,>ENST00000453011.5,,,0,
846,>hsa-miR-194-5p,>ENST00000460754.1,,,0,
847,>hsa-miR-590-3p,>ENST00000501122.2,,,1,
848,>hsa-miR-543,>ENST00000545914.5,,,0,
849,>hsa-miR-107,>ENST00000430853.5,,,1,
850,>hsa-miR-152-3p,>ENST00000598368.1,,,0,
851,>hsa-miR-214-3p,>ENST00000460889.5,,,1,
852,>hsa-miR-92a-3p,>ENST00000555766.1,,,0,
853,>hsa-miR-374a-5p,>ENST00000429227.1,,,0,
854,>hsa-miR-340-5p,>ENST00000587568.5,,,0,
855,>hsa-miR-421,>ENST00000434872.1,,,1,
856,>hsa-miR-320d,>ENST00000428641.1,,,1,
857,>hsa-miR-3666,>ENST00000428029.6,,,1,
858,>hsa-miR-376c-3p,>ENST00000439559.2,,,0,
859,>hsa-miR-214-3p,>ENST00000411721.1,,,0,
860,>hsa-miR-124-3p,>ENST00000585065.1,,,0,
861,>hsa-miR-363-3p,>ENST00000439558.5,,,0,
862,>hsa-miR-92b-3p,>ENST00000425884.5,,,0,
863,>hsa-miR-214-3p,>ENST00000424235.1,,,1,
864,>hsa-miR-301a-3p,>ENST00000579580.1,,,1,
865,>hsa-miR-26a-5p,>ENST00000443623.5,,,1,
866,>hsa-miR-98-5p,>ENST00000446336.1,,,0,
867,>hsa-miR-16-5p,>ENST00000456685.5,,,0,
868,>hsa-miR-376c-3p,>ENST00000450686.1,,,1,
869,>hsa-miR-346,>ENST00000422183.5,,,1,
870,>hsa-miR-20a-5p,>ENST00000333145.9,,,0,
871,>hsa-miR-320b,>ENST00000600686.1,,,0,
872,>hsa-miR-374a-5p,>ENST00000456352.2,,,1,
873,>hsa-miR-181b-5p,>ENST00000468186.5,,,1,
874,>hsa-miR-302c-3p,>ENST00000560248.1,,,1,
875,>hsa-miR-302e,>ENST00000531024.1,,,0,
876,>hsa-miR-590-3p,>ENST00000589391.5,,,0,
877,>hsa-miR-30e-5p,>ENST00000415386.2,,,0,
878,>hsa-miR-365a-3p,>ENST00000592716.1,,,0,
879,>hsa-miR-340-5p,>ENST00000417691.1,,,1,
880,>hsa-miR-371a-5p,>ENST00000437681.1,,,1,
881,>hsa-miR-27a-3p,>ENST00000417273.1,,,0,
882,>hsa-miR-148b-3p,>ENST00000535436.5,,,0,
883,>hsa-miR-18a-5p,>ENST00000555578.1,,,0,
884,>hsa-miR-204-5p,>ENST00000451424.1,,,0,
885,>hsa-miR-4465,>ENST00000518732.1,,,1,
886,>hsa-miR-20b-5p,>ENST00000599026.1,,,0,
887,>hsa-miR-128-3p,>ENST00000533935.5,,,0,
888,>hsa-miR-23a-3p,>ENST00000602532.1,,,1,
889,>hsa-miR-103a-3p,>ENST00000590369.1,,,1,
890,>hsa-miR-146b-5p,>ENST00000437730.5,,,0,
891,>hsa-miR-708-5p,>ENST00000587694.5,,,0,
892,>hsa-miR-539-5p,>ENST00000513955.1,,,1,
893,>hsa-miR-19b-3p,>ENST00000562952.1,,,0,
894,>hsa-miR-150-5p,>ENST00000590522.1,,,1,
895,>hsa-miR-23b-3p,>ENST00000594230.1,,,1,
896,>hsa-miR-1297,>ENST00000421068.5,,,1,
897,>hsa-miR-27a-3p,>ENST00000592161.1,,,1,
898,>hsa-miR-15a-5p,>ENST00000505364.1,,,1,
