A,B,Label
ath-miR833a-3p,CNT2088094,0
mtr-miR2616,lcl_Mtruncatula_Medtr4g115080.1,1
mtr-miR399t-5p,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR166p,lcl_Gmax_Glyma.02G140300.1,1
gma-miR1507b,lcl_Gmax_Glyma.01G083400.3,0
ath-miR8176,lcl_Athaliana_AT2G05567.1,1
ath-miR159b-5p,lcl_Athaliana_AT2G10270.1,0
mtr-miR5281a,lcl_Mtruncatula_Medtr6g072640.1,1
mtr-miR397-3p,lcl_Mtruncatula_Medtr2g009910.2,0
gma-miR482c-3p,lcl_Gmax_Glyma.06G183700.1,1
gma-miR169w,lcl_Gmax_Glyma.02G143900.2,0
ath-miR822-5p,NONATHT000476,1
ath-miR5648-5p,CNT2084870,0
mtr-miR5254,lcl_Mtruncatula_Medtr4g112890.1,1
mtr-miR2667a,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR5774a,lcl_Gmax_Glyma.08G289300.1,1
gma-miR1527,lcl_Gmax_Glyma.07G094600.1,0
ath-miR3932b-5p,CNT2085751,1
ath-miR5017-3p,NONATHT001070,0
mtr-miR5219,lcl_Mtruncatula_Medtr8g007545.1,1
mtr-miR2606c,lcl_Mtruncatula_Medtr1g107440.6,0
gma-miR169i-5p,lcl_Gmax_Glyma.09G105800.1,1
gma-miR5768,lcl_Gmax_Glyma.09G078500.1,0
ath-miR447a.2-3p,lcl_Athaliana_AT1G11175.1,1
ath-miR839-5p,CNT2086171,0
mtr-miR399t-5p,lcl_Mtruncatula_Medtr3g089130.1,1
mtr-miR2659a,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR171k-5p,lcl_Gmax_Glyma.17G060500.1,1
gma-miR5375,lcl_Gmax_Glyma.06G023700.1,0
ath-miR5020b,lcl_Athaliana_AT3G54085.2,1
ath-miR5014b,NONATHT001264,0
mtr-miR2613,lcl_Mtruncatula_Medtr8g017620.1,1
mtr-miR2592br-5p,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR5037d,lcl_Gmax_Glyma.15G250300.1,1
gma-miR482b-3p,lcl_Gmax_Glyma.16G164700.3,0
ath-miR5653,CNT2087323,1
ath-miR829-3p.2,CNT2087837,0
mtr-miR2086-5p,lcl_Mtruncatula_Medtr1g107410.1,1
mtr-miR5210,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR5373,lcl_Gmax_Glyma.18G171600.1,1
gma-miR390b-3p,lcl_Gmax_Glyma.02G111100.1,0
ath-miR4228-5p,CNT2086289,1
ath-miR5645c,NONATHT000435,0
mtr-miR5286a,lcl_Mtruncatula_Medtr8g097100.1,1
mtr-miR2640,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR394a-3p,lcl_Gmax_Glyma.01G221900.1,1
gma-miR408a-5p,lcl_Gmax_Glyma.10G256500.2,0
ath-miR8176,lcl_Athaliana_AT2G31090.1,1
ath-miR2112-3p,lcl_Athaliana_AT2G07791.1,0
mtr-miR2680a,lcl_Mtruncatula_Medtr0122s0040.1,1
mtr-miR5559-5p,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR408d,lcl_Gmax_Glyma.06G226500.2,1
gma-miR5030,lcl_Gmax_Glyma.07G054300.1,0
ath-miR398b-3p,CNT2084861,1
ath-miR158a-3p,NONATHT000559,0
mtr-miR2613,lcl_Mtruncatula_Medtr3g104675.1,1
mtr-miR2621,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR393c-5p,lcl_Gmax_Glyma.01G063400.1,1
gma-miR6299,lcl_Gmax_Glyma.07G094600.1,0
ath-miR169b-5p,lcl_Athaliana_AT3G25717.1,1
ath-miR5014a-5p,NONATHT001061,0
mtr-miR5247,lcl_Mtruncatula_Medtr8g464150.1,1
mtr-miR7696a-5p,lcl_Mtruncatula_Medtr6g007970.1,0
gma-miR399m,lcl_Gmax_Glyma.02G154500.1,1
gma-miR156f,lcl_Gmax_Glyma.13G164400.1,0
ath-miR8171,lcl_Athaliana_AT5G33391.1,1
ath-miR5633,lcl_Athaliana_AT1G17235.1,0
mtr-miR156d-3p,lcl_Mtruncatula_Medtr2g426100.1,1
mtr-miR319d-3p,lcl_Mtruncatula_Medtr7g111640.2,0
gma-miR408a-3p,lcl_Gmax_Glyma.13G328200.1,1
gma-miR530a,lcl_Gmax_Glyma.06G214300.1,0
ath-miR2111a-3p,lcl_Athaliana_AT2G06230.1,1
ath-miR5650,lcl_Athaliana_AT5G50345.1,0
mtr-miR171d,lcl_Mtruncatula_Medtr4g014100.1,1
mtr-miR172a,lcl_Mtruncatula_Medtr8g022410.1,0
gma-miR159b-3p,lcl_Gmax_Glyma.04G253200.1,1
gma-miR5785,lcl_Gmax_Glyma.18G073900.1,0
ath-miR8168,CNT2087027,1
ath-miR870-5p,lcl_Athaliana_AT1G34830.1,0
mtr-miR156e,lcl_Mtruncatula_Medtr8g077915.1,1
mtr-miR2609a,lcl_Mtruncatula_Medtr0152s0100.1,0
gma-miR9763,lcl_Gmax_Glyma.09G107800.1,1
gma-miR4365,lcl_Gmax_Glyma.03G005100.1,0
ath-miR8168,CNT2085818,1
ath-miR5649a,lcl_Athaliana_AT1G53625.1,0
mtr-miR5205a,lcl_Mtruncatula_Medtr8g031460.1,1
mtr-miR5559-5p,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR4340,lcl_Gmax_Glyma.17G150700.1,1
gma-miR4370,lcl_Gmax_Glyma.01G175700.10,0
ath-miR164a,lcl_Athaliana_AT5G02580.2,1
ath-miR2939,lcl_Athaliana_AT1G25175.1,0
mtr-miR319a-3p,lcl_Mtruncatula_Medtr8g031690.1,1
mtr-miR393b-3p,lcl_Mtruncatula_Medtr8g022770.3,0
gma-miR4393b,lcl_Gmax_Glyma.17G094900.1,1
gma-miR319h,lcl_Gmax_Glyma.13G315600.1,0
ath-miR8176,CNT2086827,1
ath-miR5025,CNT2088740,0
mtr-miR319c-3p,lcl_Mtruncatula_Medtr7g069785.1,1
mtr-miR5298d,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR169w,lcl_Gmax_Glyma.16G130100.1,1
gma-miR4392,lcl_Gmax_Glyma.02G106000.7,0
ath-miR160a-3p,lcl_Athaliana_AT4G07868.1,1
ath-miR829-5p,CNT2085233,0
mtr-miR169j,lcl_Mtruncatula_Medtr3g070130.1,1
mtr-miR156h-3p,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR5043,lcl_Gmax_Glyma.18G179900.1,1
gma-miR169d,lcl_Gmax_Glyma.12G162900.1,0
ath-miR853,CNT2086577,1
ath-miR861-3p,lcl_Athaliana_AT2G07270.1,0
mtr-miR5291a,lcl_Mtruncatula_Medtr4g113445.1,1
mtr-miR2643b-5p,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR10201,lcl_Gmax_Glyma.17G027400.1,1
gma-miR1508b,lcl_Gmax_Glyma.08G342400.1,0
ath-miR834,CNT2085367,1
ath-miR833a-3p,NONATHT000882,0
mtr-miR2602a,lcl_Mtruncatula_Medtr3g448670.1,1
mtr-miR7700-5p,lcl_Mtruncatula_Medtr7g108080.1,0
gma-miR4993,lcl_Gmax_Glyma.18G070200.1,1
gma-miR2606a,lcl_Gmax_Glyma.03G179400.1,0
ath-miR863-3p,CNT2088903,1
ath-miR400,NONATHT000585,0
mtr-miR395k,lcl_Mtruncatula_Medtr3g035820.1,1
mtr-miR5563-3p,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR169i-5p,lcl_Gmax_Glyma.17G231000.1,1
gma-miR4348a-5p,lcl_Gmax_Glyma.U035100.2,0
ath-miR5636,CNT2088484,1
ath-miR5652,CNT2085127,0
mtr-miR2086-5p,lcl_Mtruncatula_Medtr7g064070.1,1
mtr-miR169a,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR1524,lcl_Gmax_Glyma.17G195500.1,1
gma-miR4993,lcl_Gmax_Glyma.02G143900.2,0
ath-miR839-5p,CNT2085312,1
ath-miR5657,lcl_Athaliana_AT4G38552.1,0
mtr-miR408-5p,lcl_Mtruncatula_Medtr3g117860.1,1
mtr-miR5563-3p,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR169i-5p,lcl_Gmax_Glyma.06G286900.3,1
gma-miR4378a,lcl_Gmax_Glyma.13G202700.1,0
ath-miR5646,CNT2087593,1
ath-miR2939,NONATHT002075,0
mtr-miR160c,lcl_Mtruncatula_Medtr5g007705.1,1
mtr-miR5287b,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR4414a-3p,lcl_Gmax_Glyma.08G171200.1,1
gma-miR4362,lcl_Gmax_Glyma.05G080300.1,0
ath-miR8181,NONATHT000462,1
ath-miR5017-3p,CNT2087201,0
mtr-miR5233,lcl_Mtruncatula_Medtr4g028990.1,1
mtr-miR5242,lcl_Mtruncatula_Medtr7g090430.1,0
gma-miR482a-3p,lcl_Gmax_Glyma.14G052900.1,1
gma-miR4405b,lcl_Gmax_Glyma.16G092300.1,0
ath-miR169d,NONATHT003580,1
ath-miR420,NONATHT000602,0
mtr-miR5756,lcl_Mtruncatula_Medtr0709s0010.1,1
mtr-miR2593e,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR4993,lcl_Gmax_Glyma.09G094900.1,1
gma-miR10444,lcl_Gmax_Glyma.05G099800.2,0
ath-miR162a-5p,CNT2085457,1
ath-miR831-5p,CNT2087460,0
mtr-miR5225b,lcl_Mtruncatula_Medtr2g046250.1,1
mtr-miR5212-3p,lcl_Mtruncatula_Medtr0105s0070.1,0
gma-miR4995,lcl_Gmax_Glyma.08G359800.1,1
gma-miR167g,lcl_Gmax_Glyma.02G310500.1,0
ath-miR447c-5p,NONATHT002084,1
ath-miR5638a,CNT2088703,0
mtr-miR5284h,lcl_Mtruncatula_Medtr1g058760.1,1
mtr-miR2111c,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR166h-3p,lcl_Gmax_Glyma.16G028400.1,1
gma-miR5679,lcl_Gmax_Glyma.U022300.1,0
ath-miR854a,CNT2089155,1
ath-miR5628,NONATHT000094,0
mtr-miR171d,lcl_Mtruncatula_Medtr7g099810.1,1
mtr-miR5208a,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR9752,lcl_Gmax_Glyma.12G139700.1,1
gma-miR4413a,lcl_Gmax_Glyma.06G214300.1,0
ath-miR845a,CNT2085963,1
ath-miR859,lcl_Athaliana_AT2G15060.1,0
mtr-miR5554a-3p,lcl_Mtruncatula_Medtr5g055450.1,1
mtr-miR2199,lcl_Mtruncatula_Medtr7g096640.2,0
gma-miR482e,lcl_Gmax_Glyma.01G204100.1,1
gma-miR1509b,lcl_Gmax_Glyma.05G080300.4,0
ath-miR8181,lcl_Athaliana_AT5G40348.1,1
ath-miR8167a,lcl_Athaliana_AT3G42150.3,0
mtr-miR2089-5p,lcl_Mtruncatula_Medtr6g463360.1,1
mtr-miR2591,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR159e-5p,lcl_Gmax_Glyma.07G014900.1,1
gma-miR391-5p,lcl_Gmax_Glyma.10G256400.1,0
ath-miR169a-5p,lcl_Athaliana_AT5G03090.1,1
ath-miR852,lcl_Athaliana_AT2G05680.1,0
mtr-miR2609a,lcl_Mtruncatula_Medtr3g092370.1,1
mtr-miR5266,lcl_Mtruncatula_Medtr8g051620.3,0
gma-miR168a,lcl_Gmax_Glyma.14G140000.1,1
gma-miR171r,lcl_Gmax_Glyma.18G297000.1,0
ath-miR831-3p,CNT2086302,1
ath-miR8174,lcl_Athaliana_AT1G22140.1,0
mtr-miR319d-5p,lcl_Mtruncatula_Medtr2g086520.1,1
mtr-miR167a,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR5032,lcl_Gmax_Glyma.09G032400.1,1
gma-miR1512a-5p,lcl_Gmax_Glyma.03G199800.1,0
ath-miR854a,CNT2086992,1
ath-miR5020b,lcl_Athaliana_AT1G67265.1,0
mtr-miR5280,lcl_Mtruncatula_Medtr1g104720.1,1
mtr-miR2595,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR4375,lcl_Gmax_Glyma.16G004700.3,1
gma-miR393a,lcl_Gmax_Glyma.01G175700.5,0
ath-miR399f,CNT2086364,1
ath-miR399c-5p,NONATHT001080,0
mtr-miR2592ae,lcl_Mtruncatula_Medtr6g023210.1,1
mtr-miR5281a,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR5037d,lcl_Gmax_Glyma.08G227100.1,1
gma-miR10435,lcl_Gmax_Glyma.06G248000.1,0
ath-miR822-5p,NONATHT002780,1
ath-miR846-5p,lcl_Athaliana_AT3G17185.1,0
mtr-miR395k,lcl_Mtruncatula_Medtr0082s0070.1,1
mtr-miR396c,lcl_Mtruncatula_Medtr8g074520.1,0
gma-miR5761a,lcl_Gmax_Glyma.10G149300.1,1
gma-miR1535b,lcl_Gmax_Glyma.02G111100.1,0
ath-miR402,lcl_Athaliana_AT5G28440.1,1
ath-miR157a-5p,lcl_Athaliana_AT1G36933.1,0
mtr-miR169d-5p,lcl_Mtruncatula_Medtr6g005620.1,1
mtr-miR2609a,lcl_Mtruncatula_Medtr8g051620.3,0
gma-miR399m,lcl_Gmax_Glyma.04G098300.2,1
gma-miR1520f-5p,lcl_Gmax_Glyma.08G330400.1,0
ath-miR829-3p.1,CNT2084847,1
ath-miR319c,lcl_Athaliana_AT1G35040.1,0
mtr-miR396a-3p,lcl_Mtruncatula_Medtr0047s0050.1,1
mtr-miR482-5p,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR10447,lcl_Gmax_Glyma.18G089900.1,1
gma-miR10438,lcl_Gmax_Glyma.02G111100.1,0
ath-miR5638b,lcl_Athaliana_AT4G38545.1,1
ath-miR397b,CNT2086837,0
mtr-miR2601,lcl_Mtruncatula_Medtr8g059780.1,1
mtr-miR2633,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR408b-5p,lcl_Gmax_Glyma.03G170800.1,1
gma-miR9741,lcl_Gmax_Glyma.05G013600.1,0
ath-miR414,CNT2088310,1
ath-miR781a,CNT2086177,0
mtr-miR5218,lcl_Mtruncatula_Medtr8g095100.1,1
mtr-miR2656a,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR4387a,lcl_Gmax_Glyma.02G204400.1,1
gma-miR9743,lcl_Gmax_Glyma.17G251800.2,0
ath-miR404,CNT2085329,1
ath-miR4243,CNT2088015,0
mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr4g101440.1,1
mtr-miR7696c-3p,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR9737,lcl_Gmax_Glyma.08G211900.4,1
gma-miR159d,lcl_Gmax_Glyma.03G198900.1,0
ath-miR168a-5p,CNT2086445,1
ath-miR5649a,NONATHT002895,0
mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr7g106410.1,1
mtr-miR5559-3p,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR482b-5p,lcl_Gmax_Glyma.20G236900.1,1
gma-miR5373,lcl_Gmax_Glyma.10G242900.1,0
ath-miR399c-5p,CNT2085475,1
ath-miR5017-5p,CNT2087205,0
mtr-miR399s-5p,lcl_Mtruncatula_Medtr4g025380.1,1
mtr-miR5286b,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR5767,lcl_Gmax_Glyma.U015400.1,1
gma-miR159b-3p,lcl_Gmax_Glyma.10G242900.1,0
ath-miR399b,NONATHT003032,1
ath-miR3932a,CNT2088832,0
mtr-miR5247,lcl_Mtruncatula_Medtr5g088540.1,1
mtr-miR5257,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR4993,lcl_Gmax_Glyma.02G201900.1,1
gma-miR5379,lcl_Gmax_Glyma.02G111100.1,0
ath-miR869.1,CNT2087413,1
ath-miR846-3p,lcl_Athaliana_AT5G35207.1,0
mtr-miR4414a-5p,lcl_Mtruncatula_Medtr1g063830.1,1
mtr-miR5254,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR9748,lcl_Gmax_Glyma.04G257300.1,1
gma-miR10431,lcl_Gmax_Glyma.06G023700.1,0
ath-miR2111a-3p,NONATHT001305,1
ath-miR827,CNT2085451,0
mtr-miR399s-5p,lcl_Mtruncatula_Medtr2g039683.1,1
mtr-miR395b,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR482b-5p,lcl_Gmax_Glyma.01G038900.1,1
gma-miR5037d,lcl_Gmax_Glyma.09G078500.1,0
ath-miR5644,NONATHT002417,1
ath-miR4240,CNT2085532,0
mtr-miR5556-5p,lcl_Mtruncatula_Medtr3g008120.1,1
mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR169p,lcl_Gmax_Glyma.16G095400.1,1
gma-miR4374a,lcl_Gmax_Glyma.15G030300.1,0
ath-miR5638b,lcl_Athaliana_AT1G01448.2,1
ath-miR774b-5p,CNT2089147,0
mtr-miR5221,lcl_Mtruncatula_Medtr6g086210.1,1
mtr-miR5284h,lcl_Mtruncatula_Medtr8g022770.3,0
gma-miR4371a,lcl_Gmax_Glyma.17G246100.1,1
gma-miR10441,lcl_Gmax_Glyma.17G261400.1,0
ath-miR858b,lcl_Athaliana_AT2G10870.1,1
ath-miR865-5p,CNT2086804,0
mtr-miR5276,lcl_Mtruncatula_Medtr1g107085.1,1
mtr-miR2679a,lcl_Mtruncatula_Medtr1g107440.5,0
gma-miR408a-5p,lcl_Gmax_Glyma.10G050700.1,1
gma-miR156b,lcl_Gmax_Glyma.18G210200.1,0
ath-miR159c,lcl_Athaliana_AT5G15990.1,1
ath-miR5019,lcl_Athaliana_AT4G13554.1,0
mtr-miR172d-5p,lcl_Mtruncatula_Medtr3g450610.1,1
mtr-miR5205c,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR172h-5p,lcl_Gmax_Glyma.15G256000.1,1
gma-miR9724b,lcl_Gmax_Glyma.13G195500.1,0
ath-miR1886.2,NONATHT001288,1
ath-miR830-3p,CNT2088073,0
mtr-miR5247,lcl_Mtruncatula_Medtr8g012860.1,1
mtr-miR5287a,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR156a,lcl_Gmax_Glyma.08G006800.1,1
gma-miR169i-3p,lcl_Gmax_Glyma.01G122600.1,0
ath-miR165a-3p,lcl_Athaliana_AT2G45023.1,1
ath-miR846-5p,CNT2085587,0
mtr-miR2086-5p,lcl_Mtruncatula_Medtr6g011260.1,1
mtr-miR399q,lcl_Mtruncatula_Medtr7g090430.1,0
gma-miR5776,lcl_Gmax_Glyma.04G139700.1,1
gma-miR530b,lcl_Gmax_Glyma.18G297000.1,0
ath-miR395a,lcl_Athaliana_AT4G07605.1,1
ath-miR866-3p,lcl_Athaliana_AT1G25098.1,0
mtr-miR2586b,lcl_Mtruncatula_Medtr1g033890.1,1
mtr-miR319a-3p,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR4375,lcl_Gmax_Glyma.05G129800.4,1
gma-miR169n-3p,lcl_Gmax_Glyma.20G134300.1,0
ath-miR8180,CNT2088969,1
ath-miR420,NONATHT001080,0
mtr-miR168c-3p,lcl_Mtruncatula_Medtr4g082170.1,1
mtr-miR167a,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR4414a-5p,lcl_Gmax_Glyma.02G199800.1,1
gma-miR171o-5p,lcl_Gmax_Glyma.19G197400.1,0
ath-miR854a,CNT2085529,1
ath-miR5024-5p,lcl_Athaliana_AT3G53370.1,0
mtr-miR2613,lcl_Mtruncatula_Medtr3g073770.1,1
mtr-miR5290,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR10448,lcl_Gmax_Glyma.10G188900.1,1
gma-miR10439,lcl_Gmax_Glyma.16G055000.2,0
ath-miR771,CNT2088752,1
ath-miR864-3p,lcl_Athaliana_AT5G31932.1,0
mtr-miR169f,lcl_Mtruncatula_Medtr1g017330.1,1
mtr-miR2590g,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR10191,lcl_Gmax_Glyma.05G193800.1,1
gma-miR396g,lcl_Gmax_Glyma.10G256500.2,0
ath-miR833b,CNT2085666,1
ath-miR781a,lcl_Athaliana_AT1G48140.1,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr3g025420.1,1
mtr-miR171c,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR319a,lcl_Gmax_Glyma.01G171500.1,1
gma-miR10186a,lcl_Gmax_Glyma.14G074200.1,0
ath-miR8181,lcl_Athaliana_AT4G28088.1,1
ath-miR8170-5p,NONATHT002928,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr5g070630.1,1
mtr-miR2672,lcl_Mtruncatula_Medtr4g072130.1,0
gma-miR4393a,lcl_Gmax_Glyma.07G072000.1,1
gma-miR4372b,lcl_Gmax_Glyma.03G198900.1,0
ath-miR8171,NONATHT003388,1
ath-miR5014a-3p,CNT2084963,0
mtr-miR5286a,lcl_Mtruncatula_Medtr2g090685.1,1
mtr-miR5243,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR319a,lcl_Gmax_Glyma.14G131500.1,1
gma-miR399m,lcl_Gmax_Glyma.10G256500.2,0
ath-miR854a,NONATHT000819,1
ath-miR5595a,CNT2085168,0
mtr-miR5296,lcl_Mtruncatula_Medtr7g446220.1,1
mtr-miR2608,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR169l-3p,lcl_Gmax_Glyma.17G211800.1,1
gma-miR2108a,lcl_Gmax_Glyma.10G256400.1,0
ath-miR842,lcl_Athaliana_AT5G32430.2,1
ath-miR172b-5p,lcl_Athaliana_AT3G54366.1,0
mtr-miR396a-3p,lcl_Mtruncatula_Medtr3g022070.1,1
mtr-miR5559-5p,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR156f,lcl_Gmax_Glyma.03G223700.1,1
gma-miR10405a,lcl_Gmax_Glyma.12G132700.1,0
ath-miR169b-3p,NONATHT001296,1
ath-miR5014b,lcl_Athaliana_AT2G28056.1,0
mtr-miR2659a,lcl_Mtruncatula_Medtr2g070450.1,1
mtr-miR7696a-5p,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR4414b,lcl_Gmax_Glyma.14G204800.1,1
gma-miR4353,lcl_Gmax_Glyma.06G214300.1,0
ath-miR3440b-5p,CNT2087419,1
ath-miR8165,CNT2088703,0
mtr-miR399d,lcl_Mtruncatula_Medtr1g017330.1,1
mtr-miR2663,lcl_Mtruncatula_Medtr6g007970.1,0
gma-miR9748,lcl_Gmax_Glyma.20G147300.1,1
gma-miR4416a,lcl_Gmax_Glyma.15G180100.1,0
ath-miR771,CNT2088710,1
ath-miR3932a,CNT2085422,0
mtr-miR2586b,lcl_Mtruncatula_Medtr2g010050.1,1
mtr-miR5292b,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR167a,lcl_Gmax_Glyma.09G069200.1,1
gma-miR156b,lcl_Gmax_Glyma.13G315600.1,0
ath-miR854a,CNT2087366,1
ath-miR403-3p,CNT2085261,0
mtr-miR169d-3p,lcl_Mtruncatula_Medtr5g011760.1,1
mtr-miR396b-3p,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR10446,lcl_Gmax_Glyma.09G172900.1,1
gma-miR9763,lcl_Gmax_Glyma.20G010700.1,0
ath-miR5996,lcl_Athaliana_AT4G10845.1,1
ath-miR2939,lcl_Athaliana_AT5G36470.1,0
mtr-miR399s-5p,lcl_Mtruncatula_Medtr3g015120.1,1
mtr-miR5298d,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR169i-5p,lcl_Gmax_Glyma.04G071100.1,1
gma-miR10412,lcl_Gmax_Glyma.01G175700.5,0
ath-miR8180,lcl_Athaliana_AT5G42092.1,1
ath-miR5653,CNT2085364,0
mtr-miR5237,lcl_Mtruncatula_Medtr3g049800.1,1
mtr-miR1507-3p,lcl_Mtruncatula_Medtr4g072130.1,0
gma-miR156r,lcl_Gmax_Glyma.07G099300.1,1
gma-miR1528,lcl_Gmax_Glyma.02G143900.2,0
ath-miR399c-5p,lcl_Athaliana_AT1G73120.1,1
ath-miR8121,CNT2084944,0
mtr-miR2670a,lcl_Mtruncatula_Medtr8g445570.1,1
mtr-miR2678,lcl_Mtruncatula_Medtr5g074570.1,0
gma-miR5368,lcl_Gmax_Glyma.20G049600.1,1
gma-miR5033,lcl_Gmax_Glyma.13G029100.1,0
ath-miR319c,CNT2086446,1
ath-miR5637,lcl_Athaliana_AT1G38630.1,0
mtr-miR2631,lcl_Mtruncatula_Medtr8g468820.1,1
mtr-miR5748,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR159a-5p,lcl_Gmax_Glyma.07G088100.2,1
gma-miR4391,lcl_Gmax_Glyma.16G055000.2,0
ath-miR8176,lcl_Athaliana_AT1G64561.1,1
ath-miR1888a,CNT2086835,0
mtr-miR399b,lcl_Mtruncatula_Medtr4g110170.1,1
mtr-miR169f,lcl_Mtruncatula_Medtr8g022770.3,0
gma-miR5034,lcl_Gmax_Glyma.05G091000.2,1
gma-miR166u,lcl_Gmax_Glyma.U034900.1,0
ath-miR779.1,lcl_Athaliana_AT5G46320.1,1
ath-miR865-3p,CNT2088261,0
mtr-miR482-5p,lcl_Mtruncatula_Medtr0013s0070.1,1
mtr-miR2628,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR10417,lcl_Gmax_Glyma.10G107400.1,1
gma-miR4346,lcl_Gmax_Glyma.15G261000.1,0
ath-miR5665,lcl_Athaliana_AT5G09443.1,1
ath-miR842,CNT2088736,0
mtr-miR5273,lcl_Mtruncatula_Medtr0004s0360.1,1
mtr-miR169f,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR319p,lcl_Gmax_Glyma.16G164700.1,1
gma-miR398c,lcl_Gmax_Glyma.10G052100.1,0
ath-miR5653,lcl_Athaliana_AT4G04273.1,1
ath-miR824-5p,NONATHT003343,0
mtr-miR2086-5p,lcl_Mtruncatula_Medtr1g102335.1,1
mtr-miR156d-3p,lcl_Mtruncatula_Medtr0152s0100.1,0
gma-miR167c,lcl_Gmax_Glyma.07G222000.1,1
gma-miR399m,lcl_Gmax_Glyma.10G080700.1,0
ath-miR824-3p,CNT2085339,1
ath-miR5014b,NONATHT000343,0
mtr-miR5243,lcl_Mtruncatula_Medtr8g062708.1,1
mtr-miR2618a,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR4993,lcl_Gmax_Glyma.15G060500.1,1
gma-miR1516a-3p,lcl_Gmax_Glyma.14G074200.1,0
ath-miR854a,lcl_Athaliana_AT1G67855.1,1
ath-miR851-5p,NONATHT001878,0
mtr-miR399b,lcl_Mtruncatula_Medtr3g007340.1,1
mtr-miR2592s-3p,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR156e,lcl_Gmax_Glyma.07G099300.2,1
gma-miR5032,lcl_Gmax_Glyma.13G020800.1,0
ath-miR159c,lcl_Athaliana_AT1G45760.1,1
ath-miR156h,CNT2087553,0
mtr-miR5254,lcl_Mtruncatula_Medtr8g446650.1,1
mtr-miR2634,lcl_Mtruncatula_Medtr0101s0020.4,0
gma-miR9752,lcl_Gmax_Glyma.19G067700.1,1
gma-miR156p,lcl_Gmax_Glyma.08G276200.1,0
ath-miR414,CNT2086479,1
ath-miR867,CNT2085979,0
mtr-miR169d-3p,lcl_Mtruncatula_Medtr1g100637.1,1
mtr-miR172a,lcl_Mtruncatula_Medtr8g074520.1,0
gma-miR169p,lcl_Gmax_Glyma.10G094800.1,1
gma-miR393c-3p,lcl_Gmax_Glyma.02G111100.1,0
ath-miR169g-3p,lcl_Athaliana_AT5G25940.1,1
ath-miR165a-3p,CNT2088065,0
mtr-miR5206a,lcl_Mtruncatula_Medtr4g010300.1,1
mtr-miR2597,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR2107,lcl_Gmax_Glyma.03G229900.1,1
