,mirna,lncrna,Label,mirna_id,lncrna_id,pair_index
361,ath-miR5655,CNT2086514,0,294,-324,361
362,mtr-miR5299,lcl_Mtruncatula_Medtr7g076780.1,1,141,-325,362
363,mtr-miR2641,lcl_Mtruncatula_Medtr3g466420.1,0,295,-210,363
364,gma-miR482c-5p,lcl_Gmax_Glyma.15G203200.1,1,296,-326,364
365,gma-miR5778,lcl_Gmax_Glyma.18G290700.4,0,297,-206,365
366,ath-miR834,lcl_Athaliana_AT2G07669.1,1,13,-327,366
367,ath-miR851-5p,lcl_Athaliana_AT3G26445.1,0,41,-328,367
368,mtr-miR5276,lcl_Mtruncatula_Medtr1g107085.2,1,298,-329,368
369,mtr-miR2111c,lcl_Mtruncatula_Medtr0101s0020.4,0,299,-92,369
370,gma-miR5774a,lcl_Gmax_Glyma.11G132100.1,1,300,-330,370
371,gma-miR4383,lcl_Gmax_Glyma.04G237800.1,0,301,-82,371
372,ath-miR166a-5p,lcl_Athaliana_AT3G13175.1,1,280,-331,372
373,ath-miR5639-5p,lcl_Athaliana_AT3G31357.1,0,302,-332,373
374,mtr-miR2594,lcl_Mtruncatula_Medtr5g047920.1,1,179,-333,374
375,mtr-miR396a-3p,lcl_Mtruncatula_Medtr4g049300.2,0,303,-129,375
376,gma-miR1520o,lcl_Gmax_Glyma.07G260900.1,1,304,-334,376
377,gma-miR5767,lcl_Gmax_Glyma.02G160000.1,0,271,-6,377
378,ath-miR399d,lcl_Athaliana_AT1G53687.1,1,305,-335,378
379,ath-miR5014a-3p,CNT2088501,0,306,-336,379
380,mtr-miR5037a,lcl_Mtruncatula_Medtr1g094170.1,1,307,-337,380
381,mtr-miR2592ae,lcl_Mtruncatula_Medtr7g090430.1,0,308,-33,381
382,gma-miR5780b,lcl_Gmax_Glyma.02G283100.1,1,309,-338,382
383,gma-miR5373,lcl_Gmax_Glyma.10G080700.1,0,310,-339,383
384,ath-miR8181,lcl_Athaliana_AT2G13740.1,1,46,-340,384
385,ath-miR5645c,lcl_Athaliana_AT5G36920.1,0,47,-341,385
386,mtr-miR5265,lcl_Mtruncatula_Medtr1g052005.1,1,311,-342,386
387,mtr-miR5205c,lcl_Mtruncatula_Medtr3g117730.1,0,312,-68,387
388,gma-miR482e,lcl_Gmax_Glyma.02G011700.1,1,313,-343,388
389,gma-miR1510b-3p,lcl_Gmax_Glyma.18G073900.1,0,314,-344,389
390,ath-miR5659,NONATHT000457,1,315,-345,390
391,ath-miR837-3p,CNT2088946,0,233,-346,391
392,mtr-miR5267a,lcl_Mtruncatula_Medtr5g056760.1,1,316,-347,392
393,mtr-miR2655b,lcl_Mtruncatula_Medtr4g049300.2,0,317,-129,393
394,gma-miR5036,lcl_Gmax_Glyma.10G260700.1,1,318,-348,394
395,gma-miR2118a-3p,lcl_Gmax_Glyma.19G119500.1,0,17,-349,395
396,ath-miR854a,lcl_Athaliana_AT5G53486.1,1,319,-350,396
397,ath-miR472-5p,CNT2089127,0,320,-351,397
398,mtr-miR2602a,lcl_Mtruncatula_Medtr4g094345.1,1,321,-352,398
399,mtr-miR5562-3p,lcl_Mtruncatula_Medtr3g117730.1,0,9,-68,399
400,gma-miR159b-3p,lcl_Gmax_Glyma.09G216000.1,1,322,-353,400
401,gma-miR4374c,lcl_Gmax_Glyma.06G248000.1,0,323,-354,401
402,ath-miR851-3p,lcl_Athaliana_AT5G22970.2,1,324,-355,402
403,ath-miR833a-3p,CNT2087846,0,325,-356,403
404,mtr-miR395k,lcl_Mtruncatula_Medtr5g099270.1,1,326,-357,404
405,mtr-miR2668,lcl_Mtruncatula_Medtr5g048060.2,0,78,-314,405
406,gma-miR1507c-5p,lcl_Gmax_Glyma.14G155400.2,1,327,-358,406
407,gma-miR9728,lcl_Gmax_Glyma.16G164700.3,0,328,-359,407
408,ath-miR5662,CNT2085196,1,329,-360,408
409,ath-miR400,NONATHT001488,0,330,-361,409
410,mtr-miR169a,lcl_Mtruncatula_Medtr6g005620.1,1,331,-362,410
411,mtr-miR396c,lcl_Mtruncatula_Medtr1g054150.1,0,332,-22,411
412,gma-miR169n-5p,lcl_Gmax_Glyma.U035600.1,1,166,-363,412
413,gma-miR482c-5p,lcl_Gmax_Glyma.18G165100.1,0,296,-364,413
414,ath-miR396a-5p,NONATHT002417,1,333,-365,414
415,ath-miR4240,CNT2088843,0,334,-366,415
416,mtr-miR2586a,lcl_Mtruncatula_Medtr5g015205.1,1,15,-367,416
417,mtr-miR2600b,lcl_Mtruncatula_Medtr5g084410.2,0,335,-86,417
418,gma-miR172b-5p,lcl_Gmax_Glyma.12G115400.1,1,336,-368,418
419,gma-miR5679,lcl_Gmax_Glyma.03G084100.2,0,337,-182,419
420,ath-miR159c,CNT2087008,1,338,-369,420
421,ath-miR866-5p,lcl_Athaliana_AT5G27035.1,0,42,-370,421
422,mtr-miR168a,lcl_Mtruncatula_Medtr1g035240.1,1,73,-371,422
423,mtr-miR399a,lcl_Mtruncatula_Medtr1g107440.5,0,339,-169,423
424,gma-miR1510a-5p,lcl_Gmax_Glyma.02G139000.2,1,340,-372,424
425,gma-miR4374a,lcl_Gmax_Glyma.19G119500.1,0,341,-349,425
426,ath-miR832-5p,CNT2085170,1,342,-373,426
427,ath-miR828,CNT2087518,0,261,-374,427
428,mtr-miR159b,lcl_Mtruncatula_Medtr7g081140.1,1,200,-375,428
429,mtr-miR399j,lcl_Mtruncatula_Medtr6g066100.2,0,247,-376,429
430,gma-miR169i-5p,lcl_Gmax_Glyma.04G178100.1,1,343,-377,430
431,gma-miR160b,lcl_Gmax_Glyma.13G372800.1,0,344,-378,431
432,ath-miR164a,lcl_Athaliana_AT1G71828.1,1,106,-379,432
433,ath-miR5645c,lcl_Athaliana_AT1G48200.1,0,47,-193,433
434,mtr-miR166d,lcl_Mtruncatula_Medtr0037s0160.1,1,58,-380,434
435,mtr-miR5208d,lcl_Mtruncatula_Medtr4g035885.1,0,345,-267,435
436,gma-miR5783,lcl_Gmax_Glyma.01G231100.1,1,346,-381,436
437,gma-miR5038a,lcl_Gmax_Glyma.01G129800.1,0,347,-125,437
438,ath-miR780.1,lcl_Athaliana_AT5G58005.1,1,182,-382,438
439,ath-miR404,lcl_Athaliana_AT3G33064.1,0,348,-383,439
440,mtr-miR5221,lcl_Mtruncatula_Medtr2g017795.1,1,349,-384,440
441,mtr-miR5286a,lcl_Mtruncatula_Medtr1g107440.2,0,350,-141,441
442,gma-miR156a,lcl_Gmax_Glyma.05G140300.1,1,351,-385,442
443,gma-miR10443,lcl_Gmax_Glyma.20G010700.1,0,352,-70,443
444,ath-miR851-5p,CNT2087659,1,41,-386,444
445,ath-miR406,lcl_Athaliana_AT1G28465.1,0,353,-387,445
446,mtr-miR5277,lcl_Mtruncatula_Medtr8g043880.1,1,279,-388,446
447,mtr-miR2630a,lcl_Mtruncatula_Medtr3g466420.1,0,228,-210,447
448,gma-miR159e-5p,lcl_Gmax_Glyma.13G311400.1,1,354,-389,448
449,gma-miR5043,lcl_Gmax_Glyma.10G098800.1,0,39,-222,449
450,ath-miR159c,lcl_Athaliana_AT3G09860.1,1,338,-390,450
451,ath-miR870-3p,CNT2087463,0,355,-391,451
452,mtr-miR2586b,lcl_Mtruncatula_Medtr5g040060.1,1,356,-392,452
453,mtr-miR4414b,lcl_Mtruncatula_Medtr1g095390.2,0,357,-4,453
454,gma-miR1507c-5p,lcl_Gmax_Glyma.11G141000.1,1,327,-393,454
455,gma-miR395a,lcl_Gmax_Glyma.19G112400.1,0,5,-394,455
456,ath-miR4239,lcl_Athaliana_AT1G11785.1,1,358,-395,456
457,ath-miR403-3p,CNT2087639,0,359,-396,457
458,mtr-miR156g-5p,lcl_Mtruncatula_Medtr3g062895.1,1,360,-397,458
459,mtr-miR2614,lcl_Mtruncatula_Medtr4g043720.3,0,361,-320,459
460,gma-miR167a,lcl_Gmax_Glyma.18G189400.1,1,362,-69,460
461,gma-miR1511,lcl_Gmax_Glyma.01G122600.1,0,363,-305,461
462,ath-miR3440b-3p,lcl_Athaliana_AT5G26620.1,1,272,-398,462
463,ath-miR852,lcl_Athaliana_AT3G47833.1,0,107,-399,463
464,mtr-miR171c,lcl_Mtruncatula_Medtr1g036040.1,1,146,-400,464
465,mtr-miR5256,lcl_Mtruncatula_Medtr0016s0040.1,0,364,-10,465
466,gma-miR169o,lcl_Gmax_Glyma.14G158500.1,1,214,-401,466
467,gma-miR4356,lcl_Gmax_Glyma.U022300.1,0,365,-402,467
468,ath-miR160c-3p,CNT2086748,1,366,-403,468
469,ath-miR833a-3p,CNT2088094,0,325,-404,469
470,mtr-miR2616,lcl_Mtruncatula_Medtr4g115080.1,1,278,-405,470
471,mtr-miR399t-5p,lcl_Mtruncatula_Medtr2g105240.5,0,243,-406,471
472,gma-miR166p,lcl_Gmax_Glyma.02G140300.1,1,367,-407,472
473,gma-miR1507b,lcl_Gmax_Glyma.01G083400.3,0,368,-143,473
474,ath-miR8176,lcl_Athaliana_AT2G05567.1,1,369,-408,474
475,ath-miR159b-5p,lcl_Athaliana_AT2G10270.1,0,370,-409,475
476,mtr-miR5281a,lcl_Mtruncatula_Medtr6g072640.1,1,21,-410,476
477,mtr-miR397-3p,lcl_Mtruncatula_Medtr2g009910.2,0,371,-74,477
478,gma-miR482c-3p,lcl_Gmax_Glyma.06G183700.1,1,258,-411,478
479,gma-miR169w,lcl_Gmax_Glyma.02G143900.2,0,372,-412,479
480,ath-miR822-5p,NONATHT000476,1,293,-413,480
481,ath-miR5648-5p,CNT2084870,0,373,-414,481
482,mtr-miR5254,lcl_Mtruncatula_Medtr4g112890.1,1,26,-415,482
483,mtr-miR2667a,lcl_Mtruncatula_Medtr8g087480.1,0,374,-45,483
484,gma-miR5774a,lcl_Gmax_Glyma.08G289300.1,1,300,-416,484
485,gma-miR1527,lcl_Gmax_Glyma.07G094600.1,0,375,-47,485
486,ath-miR3932b-5p,CNT2085751,1,376,-417,486
487,ath-miR5017-3p,NONATHT001070,0,377,-418,487
488,mtr-miR5219,lcl_Mtruncatula_Medtr8g007545.1,1,378,-419,488
489,mtr-miR2606c,lcl_Mtruncatula_Medtr1g107440.6,0,379,-420,489
490,gma-miR169i-5p,lcl_Gmax_Glyma.09G105800.1,1,343,-421,490
491,gma-miR5768,lcl_Gmax_Glyma.09G078500.1,0,380,-422,491
492,ath-miR447a.2-3p,lcl_Athaliana_AT1G11175.1,1,381,-423,492
493,ath-miR839-5p,CNT2086171,0,382,-424,493
494,mtr-miR399t-5p,lcl_Mtruncatula_Medtr3g089130.1,1,243,-425,494
495,mtr-miR2659a,lcl_Mtruncatula_Medtr5g015470.1,0,383,-123,495
496,gma-miR171k-5p,lcl_Gmax_Glyma.17G060500.1,1,384,-426,496
497,gma-miR5375,lcl_Gmax_Glyma.06G023700.1,0,385,-427,497
498,ath-miR5020b,lcl_Athaliana_AT3G54085.2,1,386,-428,498
499,ath-miR5014b,NONATHT001264,0,387,-429,499
500,mtr-miR2613,lcl_Mtruncatula_Medtr8g017620.1,1,190,-430,500
501,mtr-miR2592br-5p,lcl_Mtruncatula_Medtr4g059760.1,0,63,-113,501
502,gma-miR5037d,lcl_Gmax_Glyma.15G250300.1,1,85,-431,502
503,gma-miR482b-3p,lcl_Gmax_Glyma.16G164700.3,0,388,-359,503
504,ath-miR5653,CNT2087323,1,250,-432,504
505,ath-miR829-3p.2,CNT2087837,0,389,-433,505
506,mtr-miR2086-5p,lcl_Mtruncatula_Medtr1g107410.1,1,54,-434,506
507,mtr-miR5210,lcl_Mtruncatula_Medtr4g115740.6,0,390,-435,507
508,gma-miR5373,lcl_Gmax_Glyma.18G171600.1,1,310,-436,508
509,gma-miR390b-3p,lcl_Gmax_Glyma.02G111100.1,0,391,-437,509
510,ath-miR4228-5p,CNT2086289,1,392,-438,510
511,ath-miR5645c,NONATHT000435,0,47,-439,511
512,mtr-miR5286a,lcl_Mtruncatula_Medtr8g097100.1,1,350,-440,512
513,mtr-miR2640,lcl_Mtruncatula_Medtr1g086180.2,0,49,-163,513
514,gma-miR394a-3p,lcl_Gmax_Glyma.01G221900.1,1,393,-441,514
515,gma-miR408a-5p,lcl_Gmax_Glyma.10G256500.2,0,148,-442,515
516,ath-miR8176,lcl_Athaliana_AT2G31090.1,1,369,-443,516
517,ath-miR2112-3p,lcl_Athaliana_AT2G07791.1,0,394,-444,517
518,mtr-miR2680a,lcl_Mtruncatula_Medtr0122s0040.1,1,395,-445,518
519,mtr-miR5559-5p,lcl_Mtruncatula_Medtr8g095630.2,0,396,-147,519
520,gma-miR408d,lcl_Gmax_Glyma.06G226500.2,1,160,-446,520
521,gma-miR5030,lcl_Gmax_Glyma.07G054300.1,0,397,-447,521
522,ath-miR398b-3p,CNT2084861,1,398,-448,522
523,ath-miR158a-3p,NONATHT000559,0,399,-449,523
524,mtr-miR2613,lcl_Mtruncatula_Medtr3g104675.1,1,190,-450,524
525,mtr-miR2621,lcl_Mtruncatula_Medtr3g053460.2,0,400,-107,525
526,gma-miR393c-5p,lcl_Gmax_Glyma.01G063400.1,1,401,-211,526
527,gma-miR6299,lcl_Gmax_Glyma.07G094600.1,0,402,-47,527
528,ath-miR169b-5p,lcl_Athaliana_AT3G25717.1,1,403,-451,528
529,ath-miR5014a-5p,NONATHT001061,0,404,-452,529
530,mtr-miR5247,lcl_Mtruncatula_Medtr8g464150.1,1,108,-453,530
531,mtr-miR7696a-5p,lcl_Mtruncatula_Medtr6g007970.1,0,405,-454,531
532,gma-miR399m,lcl_Gmax_Glyma.02G154500.1,1,127,-455,532
533,gma-miR156f,lcl_Gmax_Glyma.13G164400.1,0,116,-301,533
534,ath-miR8171,lcl_Athaliana_AT5G33391.1,1,406,-456,534
535,ath-miR5633,lcl_Athaliana_AT1G17235.1,0,407,-457,535
536,mtr-miR156d-3p,lcl_Mtruncatula_Medtr2g426100.1,1,408,-458,536
537,mtr-miR319d-3p,lcl_Mtruncatula_Medtr7g111640.2,0,409,-309,537
538,gma-miR408a-3p,lcl_Gmax_Glyma.13G328200.1,1,410,-459,538
539,gma-miR530a,lcl_Gmax_Glyma.06G214300.1,0,411,-154,539
540,ath-miR2111a-3p,lcl_Athaliana_AT2G06230.1,1,129,-460,540
541,ath-miR5650,lcl_Athaliana_AT5G50345.1,0,77,-461,541
542,mtr-miR171d,lcl_Mtruncatula_Medtr4g014100.1,1,212,-462,542
543,mtr-miR172a,lcl_Mtruncatula_Medtr8g022410.1,0,266,-158,543
544,gma-miR159b-3p,lcl_Gmax_Glyma.04G253200.1,1,322,-463,544
545,gma-miR5785,lcl_Gmax_Glyma.18G073900.1,0,412,-344,545
546,ath-miR8168,CNT2087027,1,221,-464,546
547,ath-miR870-5p,lcl_Athaliana_AT1G34830.1,0,140,-465,547
548,mtr-miR156e,lcl_Mtruncatula_Medtr8g077915.1,1,413,-466,548
549,mtr-miR2609a,lcl_Mtruncatula_Medtr0152s0100.1,0,414,-152,549
550,gma-miR9763,lcl_Gmax_Glyma.09G107800.1,1,415,-467,550
551,gma-miR4365,lcl_Gmax_Glyma.03G005100.1,0,416,-468,551
552,ath-miR8168,CNT2085818,1,221,-469,552
553,ath-miR5649a,lcl_Athaliana_AT1G53625.1,0,417,-470,553
554,mtr-miR5205a,lcl_Mtruncatula_Medtr8g031460.1,1,418,-471,554
555,mtr-miR5559-5p,lcl_Mtruncatula_Medtr4g115740.6,0,396,-435,555
556,gma-miR4340,lcl_Gmax_Glyma.17G150700.1,1,419,-472,556
557,gma-miR4370,lcl_Gmax_Glyma.01G175700.10,0,420,-473,557
558,ath-miR164a,lcl_Athaliana_AT5G02580.2,1,106,-474,558
559,ath-miR2939,lcl_Athaliana_AT1G25175.1,0,83,-475,559
560,mtr-miR319a-3p,lcl_Mtruncatula_Medtr8g031690.1,1,421,-476,560
561,mtr-miR393b-3p,lcl_Mtruncatula_Medtr8g022770.3,0,422,-288,561
562,gma-miR4393b,lcl_Gmax_Glyma.17G094900.1,1,423,-477,562
563,gma-miR319h,lcl_Gmax_Glyma.13G315600.1,0,274,-478,563
564,ath-miR8176,CNT2086827,1,369,-479,564
565,ath-miR5025,CNT2088740,0,424,-480,565
566,mtr-miR319c-3p,lcl_Mtruncatula_Medtr7g069785.1,1,425,-481,566
567,mtr-miR5298d,lcl_Mtruncatula_Medtr5g081650.3,0,426,-56,567
568,gma-miR169w,lcl_Gmax_Glyma.16G130100.1,1,372,-482,568
569,gma-miR4392,lcl_Gmax_Glyma.02G106000.7,0,102,-258,569
570,ath-miR160a-3p,lcl_Athaliana_AT4G07868.1,1,427,-483,570
571,ath-miR829-5p,CNT2085233,0,428,-484,571
572,mtr-miR169j,lcl_Mtruncatula_Medtr3g070130.1,1,48,-485,572
573,mtr-miR156h-3p,lcl_Mtruncatula_Medtr7g078390.1,0,429,-294,573
574,gma-miR5043,lcl_Gmax_Glyma.18G179900.1,1,39,-486,574
575,gma-miR169d,lcl_Gmax_Glyma.12G162900.1,0,430,-487,575
576,ath-miR853,CNT2086577,1,431,-488,576
577,ath-miR861-3p,lcl_Athaliana_AT2G07270.1,0,432,-489,577
578,mtr-miR5291a,lcl_Mtruncatula_Medtr4g113445.1,1,433,-490,578
579,mtr-miR2643b-5p,lcl_Mtruncatula_Medtr1g095390.2,0,434,-4,579
580,gma-miR10201,lcl_Gmax_Glyma.17G027400.1,1,435,-491,580
581,gma-miR1508b,lcl_Gmax_Glyma.08G342400.1,0,283,-492,581
582,ath-miR834,CNT2085367,1,13,-493,582
583,ath-miR833a-3p,NONATHT000882,0,325,-494,583
584,mtr-miR2602a,lcl_Mtruncatula_Medtr3g448670.1,1,321,-495,584
585,mtr-miR7700-5p,lcl_Mtruncatula_Medtr7g108080.1,0,436,-496,585
586,gma-miR4993,lcl_Gmax_Glyma.18G070200.1,1,437,-497,586
587,gma-miR2606a,lcl_Gmax_Glyma.03G179400.1,0,438,-131,587
588,ath-miR863-3p,CNT2088903,1,439,-498,588
589,ath-miR400,NONATHT000585,0,330,-499,589
590,mtr-miR395k,lcl_Mtruncatula_Medtr3g035820.1,1,326,-500,590
591,mtr-miR5563-3p,lcl_Mtruncatula_Medtr1g054150.1,0,440,-22,591
592,gma-miR169i-5p,lcl_Gmax_Glyma.17G231000.1,1,343,-501,592
593,gma-miR4348a-5p,lcl_Gmax_Glyma.U035100.2,0,441,-502,593
594,ath-miR5636,CNT2088484,1,442,-503,594
595,ath-miR5652,CNT2085127,0,443,-504,595
596,mtr-miR2086-5p,lcl_Mtruncatula_Medtr7g064070.1,1,54,-505,596
597,mtr-miR169a,lcl_Mtruncatula_Medtr8g095630.2,0,331,-147,597
598,gma-miR1524,lcl_Gmax_Glyma.17G195500.1,1,444,-506,598
599,gma-miR4993,lcl_Gmax_Glyma.02G143900.2,0,437,-412,599
600,ath-miR839-5p,CNT2085312,1,382,-507,600
601,ath-miR5657,lcl_Athaliana_AT4G38552.1,0,130,-508,601
602,mtr-miR408-5p,lcl_Mtruncatula_Medtr3g117860.1,1,445,-509,602
603,mtr-miR5563-3p,lcl_Mtruncatula_Medtr4g115740.6,0,440,-435,603
604,gma-miR169i-5p,lcl_Gmax_Glyma.06G286900.3,1,343,-510,604
605,gma-miR4378a,lcl_Gmax_Glyma.13G202700.1,0,446,-217,605
606,ath-miR5646,CNT2087593,1,447,-511,606
607,ath-miR2939,NONATHT002075,0,83,-512,607
608,mtr-miR160c,lcl_Mtruncatula_Medtr5g007705.1,1,448,-513,608
609,mtr-miR5287b,lcl_Mtruncatula_Medtr7g111640.3,0,449,-514,609
610,gma-miR4414a-3p,lcl_Gmax_Glyma.08G171200.1,1,450,-515,610
611,gma-miR4362,lcl_Gmax_Glyma.05G080300.1,0,451,-516,611
612,ath-miR8181,NONATHT000462,1,46,-517,612
613,ath-miR5017-3p,CNT2087201,0,377,-518,613
614,mtr-miR5233,lcl_Mtruncatula_Medtr4g028990.1,1,452,-519,614
615,mtr-miR5242,lcl_Mtruncatula_Medtr7g090430.1,0,453,-33,615
616,gma-miR482a-3p,lcl_Gmax_Glyma.14G052900.1,1,454,-520,616
617,gma-miR4405b,lcl_Gmax_Glyma.16G092300.1,0,455,-201,617
618,ath-miR169d,NONATHT003580,1,172,-521,618
619,ath-miR420,NONATHT000602,0,456,-522,619
620,mtr-miR5756,lcl_Mtruncatula_Medtr0709s0010.1,1,457,-523,620
621,mtr-miR2593e,lcl_Mtruncatula_Medtr1g086180.1,0,458,-524,621
622,gma-miR4993,lcl_Gmax_Glyma.09G094900.1,1,437,-525,622
623,gma-miR10444,lcl_Gmax_Glyma.05G099800.2,0,459,-526,623
624,ath-miR162a-5p,CNT2085457,1,87,-527,624
625,ath-miR831-5p,CNT2087460,0,460,-528,625
626,mtr-miR5225b,lcl_Mtruncatula_Medtr2g046250.1,1,461,-529,626
627,mtr-miR5212-3p,lcl_Mtruncatula_Medtr0105s0070.1,0,462,-530,627
628,gma-miR4995,lcl_Gmax_Glyma.08G359800.1,1,175,-531,628
629,gma-miR167g,lcl_Gmax_Glyma.02G310500.1,0,64,-58,629
630,ath-miR447c-5p,NONATHT002084,1,463,-532,630
631,ath-miR5638a,CNT2088703,0,464,-533,631
632,mtr-miR5284h,lcl_Mtruncatula_Medtr1g058760.1,1,465,-534,632
633,mtr-miR2111c,lcl_Mtruncatula_Medtr7g102320.4,0,299,-535,633
634,gma-miR166h-3p,lcl_Gmax_Glyma.16G028400.1,1,466,-536,634
635,gma-miR5679,lcl_Gmax_Glyma.U022300.1,0,337,-402,635
636,ath-miR854a,CNT2089155,1,319,-537,636
637,ath-miR5628,NONATHT000094,0,467,-538,637
638,mtr-miR171d,lcl_Mtruncatula_Medtr7g099810.1,1,212,-539,638
639,mtr-miR5208a,lcl_Mtruncatula_Medtr1g095390.2,0,468,-4,639
640,gma-miR9752,lcl_Gmax_Glyma.12G139700.1,1,469,-540,640
641,gma-miR4413a,lcl_Gmax_Glyma.06G214300.1,0,470,-154,641
642,ath-miR845a,CNT2085963,1,471,-541,642
643,ath-miR859,lcl_Athaliana_AT2G15060.1,0,472,-542,643
644,mtr-miR5554a-3p,lcl_Mtruncatula_Medtr5g055450.1,1,473,-543,644
645,mtr-miR2199,lcl_Mtruncatula_Medtr7g096640.2,0,474,-544,645
646,gma-miR482e,lcl_Gmax_Glyma.01G204100.1,1,313,-545,646
647,gma-miR1509b,lcl_Gmax_Glyma.05G080300.4,0,475,-546,647
648,ath-miR8181,lcl_Athaliana_AT5G40348.1,1,46,-547,648
649,ath-miR8167a,lcl_Athaliana_AT3G42150.3,0,476,-548,649
650,mtr-miR2089-5p,lcl_Mtruncatula_Medtr6g463360.1,1,477,-549,650
651,mtr-miR2591,lcl_Mtruncatula_Medtr3g053460.2,0,478,-107,651
652,gma-miR159e-5p,lcl_Gmax_Glyma.07G014900.1,1,354,-550,652
653,gma-miR391-5p,lcl_Gmax_Glyma.10G256400.1,0,479,-551,653
654,ath-miR169a-5p,lcl_Athaliana_AT5G03090.1,1,480,-552,654
655,ath-miR852,lcl_Athaliana_AT2G05680.1,0,107,-553,655
656,mtr-miR2609a,lcl_Mtruncatula_Medtr3g092370.1,1,414,-554,656
657,mtr-miR5266,lcl_Mtruncatula_Medtr8g051620.3,0,481,-80,657
658,gma-miR168a,lcl_Gmax_Glyma.14G140000.1,1,482,-555,658
659,gma-miR171r,lcl_Gmax_Glyma.18G297000.1,0,483,-88,659
660,ath-miR831-3p,CNT2086302,1,66,-556,660
661,ath-miR8174,lcl_Athaliana_AT1G22140.1,0,211,-557,661
662,mtr-miR319d-5p,lcl_Mtruncatula_Medtr2g086520.1,1,163,-558,662
663,mtr-miR167a,lcl_Mtruncatula_Medtr8g095630.2,0,484,-147,663
664,gma-miR5032,lcl_Gmax_Glyma.09G032400.1,1,485,-559,664
665,gma-miR1512a-5p,lcl_Gmax_Glyma.03G199800.1,0,486,-560,665
666,ath-miR854a,CNT2086992,1,319,-561,666
667,ath-miR5020b,lcl_Athaliana_AT1G67265.1,0,386,-562,667
668,mtr-miR5280,lcl_Mtruncatula_Medtr1g104720.1,1,3,-563,668
669,mtr-miR2595,lcl_Mtruncatula_Medtr0101s0020.2,0,205,-39,669
670,gma-miR4375,lcl_Gmax_Glyma.16G004700.3,1,487,-564,670
671,gma-miR393a,lcl_Gmax_Glyma.01G175700.5,0,201,-565,671
672,ath-miR399f,CNT2086364,1,194,-566,672
673,ath-miR399c-5p,NONATHT001080,0,35,-567,673
674,mtr-miR2592ae,lcl_Mtruncatula_Medtr6g023210.1,1,308,-568,674
675,mtr-miR5281a,lcl_Mtruncatula_Medtr4g043720.3,0,21,-320,675
676,gma-miR5037d,lcl_Gmax_Glyma.08G227100.1,1,85,-569,676
677,gma-miR10435,lcl_Gmax_Glyma.06G248000.1,0,488,-354,677
678,ath-miR822-5p,NONATHT002780,1,293,-570,678
679,ath-miR846-5p,lcl_Athaliana_AT3G17185.1,0,489,-571,679
680,mtr-miR395k,lcl_Mtruncatula_Medtr0082s0070.1,1,326,-572,680
681,mtr-miR396c,lcl_Mtruncatula_Medtr8g074520.1,0,332,-230,681
682,gma-miR5761a,lcl_Gmax_Glyma.10G149300.1,1,490,-573,682
683,gma-miR1535b,lcl_Gmax_Glyma.02G111100.1,0,491,-437,683
684,ath-miR402,lcl_Athaliana_AT5G28440.1,1,52,-574,684
685,ath-miR157a-5p,lcl_Athaliana_AT1G36933.1,0,492,-575,685
686,mtr-miR169d-5p,lcl_Mtruncatula_Medtr6g005620.1,1,493,-362,686
687,mtr-miR2609a,lcl_Mtruncatula_Medtr8g051620.3,0,414,-80,687
688,gma-miR399m,lcl_Gmax_Glyma.04G098300.2,1,127,-576,688
689,gma-miR1520f-5p,lcl_Gmax_Glyma.08G330400.1,0,220,-577,689
690,ath-miR829-3p.1,CNT2084847,1,494,-578,690
691,ath-miR319c,lcl_Athaliana_AT1G35040.1,0,93,-579,691
692,mtr-miR396a-3p,lcl_Mtruncatula_Medtr0047s0050.1,1,303,-580,692
693,mtr-miR482-5p,lcl_Mtruncatula_Medtr2g031430.1,0,495,-581,693
694,gma-miR10447,lcl_Gmax_Glyma.18G089900.1,1,496,-582,694
695,gma-miR10438,lcl_Gmax_Glyma.02G111100.1,0,497,-437,695
696,ath-miR5638b,lcl_Athaliana_AT4G38545.1,1,498,-583,696
697,ath-miR397b,CNT2086837,0,168,-584,697
698,mtr-miR2601,lcl_Mtruncatula_Medtr8g059780.1,1,499,-585,698
699,mtr-miR2633,lcl_Mtruncatula_Medtr8g087480.1,0,500,-45,699
700,gma-miR408b-5p,lcl_Gmax_Glyma.03G170800.1,1,501,-586,700
701,gma-miR9741,lcl_Gmax_Glyma.05G013600.1,0,502,-587,701
702,ath-miR414,CNT2088310,1,503,-588,702
703,ath-miR781a,CNT2086177,0,504,-589,703
704,mtr-miR5218,lcl_Mtruncatula_Medtr8g095100.1,1,191,-590,704
705,mtr-miR2656a,lcl_Mtruncatula_Medtr3g053460.2,0,505,-107,705
706,gma-miR4387a,lcl_Gmax_Glyma.02G204400.1,1,506,-591,706
707,gma-miR9743,lcl_Gmax_Glyma.17G251800.2,0,507,-41,707
708,ath-miR404,CNT2085329,1,348,-592,708
709,ath-miR4243,CNT2088015,0,277,-593,709
710,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr4g101440.1,1,508,-594,710
711,mtr-miR7696c-3p,lcl_Mtruncatula_Medtr3g109685.1,0,509,-595,711
712,gma-miR9737,lcl_Gmax_Glyma.08G211900.4,1,510,-596,712
713,gma-miR159d,lcl_Gmax_Glyma.03G198900.1,0,511,-597,713
714,ath-miR168a-5p,CNT2086445,1,177,-598,714
715,ath-miR5649a,NONATHT002895,0,417,-599,715
716,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr7g106410.1,1,508,-600,716
