ViRBase ID	Virus Name	Virus Strain Name	Taxonomy ID	Virus Family	Host Species	Interactor1 Source	Interactor1 Category	Interactor1 Symbol	Interactor1 ID	Interactor2 Source	Interactor2 Category	Interactor2 Symbol	Interactor2 ID	PMID	Score
HHID00009774	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	MIR1915HG	399726	31570108	0.5711
HHID00009775	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC00999	399744	31570108	0.5711
HHID00009776	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC02915	400360	31570108	0.5711
HHID00009777	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	TMEM132E-DT	400591	31570108	0.5711
HHID00009778	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC01973	400624	31570108	0.5711
HHID00009779	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	C1orf220	400798	31570108	0.5711
HHID00009780	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC02898	400950	31570108	0.5711
HHID00009781	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	DIP2C-AS1	414235	31570108	0.5711
HHID00009782	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC02869	440714	31570108	0.5711
HHID00009783	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LOH12CR2	503693	31570108	0.5711
HHID00009784	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	GDF5-AS1	554250	31570108	0.5711
HHID00009785	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC02912	641384	31570108	0.5711
HHID00009786	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	HEPN1	641654	31570108	0.5711
HHID00009787	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC01545	724087	31570108	0.5711
HHID00009788	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	PAXIP1-AS2	100132707	31570108	0.5711
HHID00009789	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	host	lncRNA	LINC01549	100505929	31570108	0.5711
HHID00011434	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-130a-5p	MIMAT0004593	host	lncRNA	LINC02872	401535	31570108	0.5711
HHID00011435	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-130a-5p	MIMAT0004593	host	lncRNA	IRF1-AS1	441108	31570108	0.5711
HHID00012082	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-33b-3p	MIMAT0004811	host	lncRNA	LINC01565	23434	31570108	0.5711
HHID00012083	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-33b-3p	MIMAT0004811	host	lncRNA	LINC01558	26238	31570108	0.5711
HHID00012084	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-33b-3p	MIMAT0004811	host	lncRNA	C3orf36	80111	31570108	0.5711
HHID00012085	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-33b-3p	MIMAT0004811	host	lncRNA	LINC01561	404216	31570108	0.5711
HHID00012847	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-1305	MIMAT0005893	host	lncRNA	DIRC1	116093	31570108	0.5711
HHID00012848	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-1305	MIMAT0005893	host	lncRNA	LINC01551	387978	31570108	0.5711
HHID00012849	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-1305	MIMAT0005893	host	lncRNA	LMO7DN	729420	31570108	0.5908
HHID00012850	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-1305	MIMAT0005893	host	lncRNA	HTR5A-AS1	100128264	31570108	0.5908
HHID00013984	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	DLEU1	10301	31570108	0.5711
HHID00013985	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	MIR9-1HG	10485	31570108	0.5711
HHID00013986	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	C21orf62-AS1	54067	31570108	0.5711
HHID00013987	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	DOCK8-AS1	157983	31570108	0.5711
HHID00013988	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	PRECSIT	283487	31570108	0.5711
HHID00013989	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	LINC01551	387978	31570108	0.5711
HHID00013990	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	C8orf86	389649	31570108	0.5711
HHID00013991	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	LINC02694	400359	31570108	0.5711
HHID00013992	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	MIRLET7BHG	400931	31570108	0.5711
HHID00013993	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	LOH12CR2	503693	31570108	0.5711
HHID00013994	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	PIK3CD-AS1	644997	31570108	0.5711
HHID00013995	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	LL22NC03-63E9.3	648691	31570108	0.5711
HHID00013996	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	FAM182B	728882	31570108	0.5711
HHID00013997	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365a-5p	MIMAT0009199	host	lncRNA	LCA10	100996465	31570108	0.5711
HHID00015317	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-3074-3p	MIMAT0015027	host	lncRNA	FAM167A-AS1	83656	31570108	0.5711
HHID00015318	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-3074-3p	MIMAT0015027	host	lncRNA	FAM218A	152756	31570108	0.5711
HHID00015319	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-3074-3p	MIMAT0015027	host	lncRNA	LINC01465	283416	31570108	0.5711
HHID00015320	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-3074-3p	MIMAT0015027	host	lncRNA	TMEM132E-DT	400591	31570108	0.5711
HHID00015321	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-3074-3p	MIMAT0015027	host	lncRNA	LINC01546	100129464	31570108	0.5711
HHID00016188	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-4521	MIMAT0019058	host	lncRNA	ZNF22-AS1	220979	31570108	0.5711
HHID00016189	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-4521	MIMAT0019058	host	lncRNA	LINC01553	283025	31570108	0.5711
HHID00016190	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-4521	MIMAT0019058	host	lncRNA	LINC01465	283416	31570108	0.5711
HHID00016191	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-4521	MIMAT0019058	host	lncRNA	LINC02910	284756	31570108	0.5711
HHID00016192	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-4521	MIMAT0019058	host	lncRNA	LINC01556	729583	31570108	0.5711
HHID00016960	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-1307-5p	MIMAT0022727	host	lncRNA	ST20-AS1	283687	31570108	0.5711
HHID00016961	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-1307-5p	MIMAT0022727	host	lncRNA	PRORY	100533178	31570108	0.5711
HHID00017081	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365b-5p	MIMAT0022833	host	lncRNA	PRR34	55267	31570108	0.5711
HHID00017082	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365b-5p	MIMAT0022833	host	lncRNA	TSPEAR-AS2	114043	31570108	0.5711
HHID00017083	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365b-5p	MIMAT0022833	host	lncRNA	EXOC3-AS1	116349	31570108	0.5711
HHID00017084	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365b-5p	MIMAT0022833	host	lncRNA	C6orf223	221416	31570108	0.5711
HHID00017085	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365b-5p	MIMAT0022833	host	lncRNA	SSBP3-AS1	619518	31570108	0.5711
HHID00017086	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-365b-5p	MIMAT0022833	host	lncRNA	PAK6-AS1	644809	31570108	0.5711
HHID00017452	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-190a-3p	MIMAT0026482	host	lncRNA	LINC01553	283025	31570108	0.5711
HHID00017453	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-190a-3p	MIMAT0026482	host	lncRNA	C5orf64	285668	31570108	0.5711
HHID00017454	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-190a-3p	MIMAT0026482	host	lncRNA	ST7-OT4	338069	31570108	0.5711
HHID00017455	Zaire ebolavirus (ZEBOV)	Zaire ebolavirus (ZEBOV)	186538	Filoviridae	Homo sapiens	host	miRNA	hsa-miR-190a-3p	MIMAT0026482	host	lncRNA	FAM182B	728882	31570108	0.5711
HHID00019039	Dengue virus	Dengue virus (Dengue virus 1 strain GD/FS/01/2014)	12637	Flaviviridae	Homo sapiens	host	lncRNA	ERGAL	ERGAL	host	mRNA	ERG	2078	33014896	0.8808
HHID00019040	Dengue virus	Dengue virus (Dengue virus 1 strain GD/FS/01/2014)	12637	Flaviviridae	Homo sapiens	host	lncRNA	ERGAL	ERGAL	host	mRNA	CLDN5	7122	33014896	0.8808
HHID00019041	Dengue virus	Dengue virus (Dengue virus 1 strain GD/FS/01/2014)	12637	Flaviviridae	Homo sapiens	host	lncRNA	ERGAL	ERGAL	host	mRNA	VE-cadherin	VE-cadherin	33014896	0.8808
HHID00019042	Dengue virus	Dengue virus (Dengue virus 1 strain GD/FS/01/2014)	12637	Flaviviridae	Homo sapiens	host	miRNA	hsa-miR-183-5p	MIMAT0000261	host	lncRNA	ERGAL	ERGAL	33014896	0.8808
HHID00019368	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	GCSIR	151484	host	mRNA	CXCL10	3627	31200545	0.8589
HHID00019369	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	GCSIR	151484	host	mRNA	MX1	4599	31200545	0.8589
HHID00019370	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	GCSIR	151484	host	mRNA	IFITM1	8519	31200545	0.8589
HHID00019371	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	GCSIR	151484	host	mRNA	GPR55	9290	31200545	0.8589
HHID00019372	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	GCSIR	151484	host	mRNA	ISG15	9636	31200545	0.8589
HHID00019373	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	NORAD	647979	host	miRNA	hsa-miR-373-3p	MIMAT0000726	30089699	0.9374
HHID00019374	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	NORAD	647979	host	mRNA	WEE1	7465	30089699	0.9751
HHID00019375	Hepacivirus C (HCV)	Hepacivirus C (Hepatitis C virus JFH-1,HCV)	11103	Flaviviridae	Homo sapiens	host	lncRNA	lncRNA-IFI6	lncRNA-IFI6	host	mRNA	IFI6	2537	30199576	0.9751
HHID00026563	Hepatitis B virus (HBV)	Hepatitis B virus (HBV)	10407	Hepadnaviridae	Homo sapiens	host	lncRNA	H19	283120	host	mRNA	PPARA	5465	31574452	0.8808
HHID00026564	Hepatitis B virus (HBV)	Hepatitis B virus (HBV)	10407	Hepadnaviridae	Homo sapiens	host	lncRNA	HULC	728655	host	mRNA	UBE2I	7329	22685290	0.9526
HHID00026565	Hepatitis B virus (HBV)	Hepatitis B virus (HBV)	10407	Hepadnaviridae	Homo sapiens	host	lncRNA	PSLNR	106146148	host	mRNA	MT1G	4495	29091324	0.5711
HHID00026566	Hepatitis B virus (HBV)	Hepatitis B virus (HBV)	10407	Hepadnaviridae	Homo sapiens	host	lncRNA	PSLNR	106146148	host	mRNA	SAA4	6291	29091324	0.5711
HHID00038509	Human alphaherpesvirus 1 (HSV-1)	Human alphaherpesvirus 1 (HSV-1)	10298	Herpesviridae	Homo sapiens	host	lncRNA	NEAT1	283131	host	mRNA	CXCL8	3576	24507715	0.9751
HHID00038510	Human alphaherpesvirus 3 (VZV)	Human alphaherpesvirus 3 (VZV)	10335	Herpesviridae	Homo sapiens	host	miRNA	has-miR-1276	has-miR-1276	host	mRNA	BCL2L1	598	24507715	0.9012
HHID00038578	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-1273f	hsa-miR-1273f	31199512	0.5711
HHID00038579	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-1273g-3p	hsa-miR-1273g-3p	31199512	0.5711
HHID00038580	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-5096	hsa-miR-5096	31199512	0.5711
HHID00038581	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-15a-5p	MIMAT0000068	31199512	0.5711
HHID00038582	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-22-3p	MIMAT0000077	31199512	0.5711
HHID00038583	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-31-5p	MIMAT0000089	31199512	0.5711
HHID00038584	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-9-5p	MIMAT0000441	31199512	0.5711
HHID00038585	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-193a-3p	MIMAT0000459	31199512	0.5711
HHID00038586	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-34b-5p	MIMAT0000685	31199512	0.5711
HHID00038587	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-381-3p	MIMAT0000736	31199512	0.5711
HHID00038588	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-20b-5p	MIMAT0001413	31199512	0.5711
HHID00038589	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-518a-3p	MIMAT0002863	31199512	0.5711
HHID00038590	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-548b-3p	MIMAT0003254	31199512	0.5711
HHID00038591	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-608	MIMAT0003276	31199512	0.5711
HHID00038592	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-625-5p	MIMAT0003294	31199512	0.5711
HHID00038593	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-635	MIMAT0003305	31199512	0.5711
HHID00038594	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-758-3p	MIMAT0003879	31199512	0.5711
HHID00038595	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-297	MIMAT0004450	31199512	0.5711
HHID00038596	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-27b-5p	MIMAT0004588	31199512	0.5711
HHID00038597	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-141-5p	MIMAT0004598	31199512	0.5711
HHID00038598	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-143-5p	MIMAT0004599	31199512	0.5711
HHID00038599	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-551b-5p	MIMAT0004794	31199512	0.5711
HHID00038600	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-615-5p	MIMAT0004804	31199512	0.5711
HHID00038601	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-665	MIMAT0004952	31199512	0.5711
HHID00038602	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-1224-5p	MIMAT0005458	31199512	0.5711
HHID00038603	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-1255a	MIMAT0005906	31199512	0.5711
HHID00038604	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-1266-5p	MIMAT0005920	31199512	0.5711
HHID00038605	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-2110	MIMAT0010133	31199512	0.5711
HHID00038606	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-2682-5p	MIMAT0013517	31199512	0.5711
HHID00038607	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-2861	MIMAT0013802	31199512	0.5711
HHID00038608	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	Human gammaherpesvirus 4 (Epstein-Barr virus, EPV)	10376	Herpesviridae	Homo sapiens	host	lncRNA	BCYRN1	618	host	miRNA	hsa-miR-320e	MIMAT0015072	31199512	0.5711
