,Seqname,FickS: Fickett score,SCCou: Stop codon count,SCFre: Stop codon frequency,SCCFS: Stop codon count frame score,SCFFS: Stop codon frequency frame score
1574,ENST00000455957.5,0.4137,8.0,1.365005,12.0,0.349018
1575,ENST00000454129.5,0.389,65.0,7.740807,133.0,1.887203
1576,ENST00000444126.5,0.389,78.0,9.247058,291.0,4.090561
1577,ENST00000422059.5,0.4583,35.0,4.538911,169.0,2.841323
1578,ENST00000453754.5,0.4346,8.0,1.334122,7.0,0.194305
1579,ENST00000442928.6,0.6895,5.0,0.792632,7.0,0.176308
1580,ENST00000449449.6,0.6604,8.0,1.200177,37.0,0.832883
1581,ENST00000421310.5,0.5764,8.0,1.24995,7.0,0.170682
1582,ENST00000437621.6,0.4347,59.0,6.821935,337.0,4.504848
1583,ENST00000533935.5,0.5198,7.0,1.111621,21.0,0.529365
1584,ENST00000532358.5,0.52,2.0,0.31483,28.0,0.694862
1585,ENST00000518088.5,0.4524,7.0,1.122801,9.0,0.231262
1586,ENST00000521159.5,0.486,8.0,1.196555,4.0,0.089735
1587,ENST00000518848.5,0.8795,4.0,0.631584,7.0,0.174462
1588,ENST00000440438.6,0.6267,7.0,1.192647,1.0,0.028777
1589,ENST00000439852.5,0.6239,8.0,1.218273,97.0,2.250722
1590,ENST00000358772.8,0.6637,8.0,1.26748,73.0,1.833375
1591,ENST00000431669.5,0.7709,9.0,1.521941,21.0,0.599697
1592,ENST00000428922.5,0.5091,9.0,1.443147,9.0,0.230972
1593,ENST00000415536.5,0.472,9.0,1.392872,28.0,0.671264
1594,ENST00000435981.5,0.3625,26.0,3.672303,43.0,0.856866
1595,ENST00000419905.5,0.4857,9.0,1.360325,3.0,0.068453
1596,ENST00000447307.5,0.5181,9.0,1.365928,12.0,0.276843
1597,ENST00000433079.5,0.4075,23.0,3.220727,4.0,0.078453
1598,ENST00000451786.5,0.4734,49.0,6.003261,367.0,5.51113
1599,ENST00000443623.5,0.4521,12.0,1.961394,4.0,0.106286
1600,ENST00000435523.5,0.6191,12.0,1.899586,13.0,0.325058
1601,ENST00000429289.5,0.4408,107.0,12.557232,631.0,8.688408
1602,ENST00000463561.5,0.7347,4.0,0.591477,16.0,0.350205
1603,ENST00000487102.5,0.3556,10.0,1.506944,64.0,1.453938
1604,ENST00000496968.5,0.4904,5.0,0.796604,3.0,0.076309
1605,ENST00000467944.5,0.4991,7.0,1.157528,4.0,0.109098
1606,ENST00000486094.5,0.4734,7.0,1.043327,1.0,0.022316
1607,ENST00000488041.5,0.388,8.0,1.264592,9.0,0.225014
1608,ENST00000478925.5,0.7807,2.0,0.316327,28.0,0.701523
1609,ENST00000462305.5,0.527,6.0,0.902042,13.0,0.294383
1610,ENST00000470435.5,0.4791,5.0,0.781016,1.0,0.024514
1611,ENST00000447563.5,0.4381,33.0,4.000333,124.0,1.822358
1612,ENST00000520348.5,0.4702,15.0,2.316448,7.0,0.166338
1613,ENST00000520944.5,0.4837,13.0,2.012414,13.0,0.311477
1614,ENST00000621883.1,0.3939,80.0,9.704562,157.0,2.310584
1615,ENST00000504145.5,0.4508,17.0,2.30955,49.0,0.904541
1616,ENST00000501396.5,0.4096,16.0,2.340461,21.0,0.449671
1617,ENST00000502082.5,0.5842,29.0,3.994977,81.0,1.536161
1618,ENST00000513868.6,0.4901,16.0,2.151005,97.0,1.753594
1619,ENST00000521600.5,0.956,6.0,0.997719,13.0,0.359612
1620,ENST00000522875.5,0.4643,17.0,2.489883,49.0,1.050816
1621,ENST00000517345.5,0.4903,6.0,0.985744,19.0,0.513728
1622,ENST00000521090.5,0.4108,14.0,2.104357,19.0,0.430102
1623,ENST00000520068.5,0.463,11.0,1.674409,12.0,0.278554
1624,ENST00000521097.5,0.4816,6.0,0.969256,9.0,0.23502
1625,ENST00000625218.1,0.8694,2.0,0.34825,0.0,0.0
1626,ENST00000454968.5,0.4907,14.0,1.931812,39.0,0.743224
1627,ENST00000417942.5,0.3916,14.0,2.125666,21.0,0.484149
1628,ENST00000431616.5,0.5249,14.0,2.211166,91.0,2.269112
1629,ENST00000420471.5,0.6496,8.0,1.188317,12.0,0.265332
1630,ENST00000426528.5,0.4802,21.0,2.985708,73.0,1.475871
1631,ENST00000449111.5,0.5112,39.0,4.79355,148.0,2.235295
1632,ENST00000444489.5,0.4736,42.0,5.256414,147.0,2.3021
1633,ENST00000481898.5,0.4732,9.0,1.30402,12.0,0.252399
1634,ENST00000492250.5,0.4657,9.0,1.419873,21.0,0.522823
1635,ENST00000460249.5,0.4643,11.0,1.653744,67.0,1.514745
1636,ENST00000472367.5,0.5036,11.0,1.647115,7.0,0.156866
1637,ENST00000413665.5,0.6208,19.0,2.734247,27.0,0.55882
1638,ENST00000528524.5,0.4279,7.0,1.109365,19.0,0.477889
1639,ENST00000529031.5,0.4405,7.0,1.151762,12.0,0.324809
1640,ENST00000530825.5,0.5175,6.0,1.011874,1.0,0.028711
1641,ENST00000529811.5,0.4802,9.0,1.484221,12.0,0.326045
