,Seqname,GCCoW: GC content of whole sequence,GCCo1: GC content of 1st position of codons,GCCo2: GC content of 2nd position of codons,GCCo3: GC content of 3rd position of codons,GCC1V: GCCo1 variance frame score,GCC2V: GCCo2 variance frame score,GCC3V: GCCo3 variance frame score
1169,ENST00000586030.5,0.407066,0.428571,0.437788,0.354839,0.006093,0.005915,0.006093
1170,ENST00000450998.5,0.447619,0.462857,0.491429,0.388571,0.008319,0.008164,0.008519
1171,ENST00000587397.5,0.456,0.504,0.428,0.436,0.005115,0.004823,0.004672
1172,ENST00000585882.5,0.441365,0.383795,0.52452,0.415778,0.016471,0.017111,0.0179
1173,ENST00000587036.5,0.436641,0.444275,0.430534,0.435115,0.00013,0.000176,0.000236
1174,ENST00000590780.5,0.397059,0.397059,0.383824,0.410294,0.000552,0.000562,0.000501
1175,ENST00000585945.5,0.391003,0.378893,0.384083,0.410035,0.000904,0.001036,0.001099
1176,ENST00000589255.5,0.453488,0.447146,0.450317,0.463002,0.000235,0.000274,0.00029
1177,ENST00000586974.5,0.439669,0.436364,0.396694,0.48595,0.006141,0.006162,0.006529
1178,ENST00000587015.5,0.457921,0.464109,0.460396,0.449257,0.000155,0.000125,0.000144
1179,ENST00000589187.5,0.461268,0.47007,0.464789,0.448944,0.000315,0.000254,0.000292
1180,ENST00000532226.1,0.424007,0.401187,0.428571,0.442264,0.001337,0.001393,0.001381
1181,ENST00000420651.2,0.509259,0.518519,0.509259,0.5,0.000178,9.4e-05,9.3e-05
1182,ENST00000456352.2,0.506198,0.508264,0.533058,0.477273,0.002264,0.002274,0.002532
1183,ENST00000440001.2,0.55082,0.560656,0.554098,0.537705,0.00038,0.000341,0.000326
1184,ENST00000440395.1,0.46697,0.430524,0.457859,0.512528,0.005527,0.005957,0.005866
1185,ENST00000454596.1,0.457267,0.469848,0.429501,0.472451,0.001743,0.001765,0.001826
1186,ENST00000419695.1,0.498596,0.484551,0.501404,0.509831,0.000553,0.000653,0.000633
1187,ENST00000428044.5,0.496437,0.427553,0.505938,0.555819,0.013055,0.013871,0.013935
1188,ENST00000591892.2,0.416546,0.427128,0.406926,0.415584,0.000301,0.000276,0.00026
1189,ENST00000425438.1,0.463023,0.405145,0.5209,0.463023,0.010348,0.011343,0.012198
1190,ENST00000437615.1,0.535567,0.513648,0.531017,0.562035,0.001837,0.001793,0.0018
1191,ENST00000484550.1,0.518371,0.515176,0.533746,0.50619,0.00059,0.000593,0.00058
1192,ENST00000492208.1,0.537071,0.553345,0.515371,0.542495,0.001122,0.001265,0.001078
1193,ENST00000436578.1,0.419259,0.417778,0.462222,0.377778,0.005303,0.00531,0.004985
1194,ENST00000457921.5,0.40106,0.424028,0.397527,0.381625,0.001292,0.001443,0.001489
1195,ENST00000449573.5,0.389303,0.376866,0.358209,0.432836,0.004625,0.004709,0.004922
1196,ENST00000435968.5,0.388385,0.359347,0.375681,0.430127,0.004293,0.004106,0.004013
1197,ENST00000415499.5,0.368775,0.371467,0.347241,0.387618,0.001269,0.001255,0.001167
1198,ENST00000437191.5,0.392294,0.436077,0.352014,0.388792,0.00524,0.005523,0.005936
1199,ENST00000522193.1,0.525074,0.504425,0.548673,0.522124,0.001583,0.001887,0.00159
1200,ENST00000518046.1,0.504739,0.511848,0.490521,0.511848,0.000462,0.00041,0.000283
1201,ENST00000523364.1,0.507583,0.518706,0.509606,0.494439,0.000415,0.000467,0.000462
1202,ENST00000517550.1,0.51632,0.523739,0.5,0.525223,0.000603,0.00062,0.000657
1203,ENST00000517641.1,0.57976,0.61235,0.555746,0.571184,0.002452,0.002753,0.002536
1204,ENST00000524048.1,0.551724,0.547667,0.572008,0.535497,0.001005,0.00096,0.001169
1205,ENST00000521231.1,0.582931,0.642512,0.531401,0.574879,0.00923,0.008899,0.009222
1206,ENST00000524304.1,0.585555,0.599127,0.565681,0.591857,0.000923,0.000958,0.000908
1207,ENST00000421733.1,0.540333,0.53009,0.541613,0.549296,0.000322,0.000259,0.000258
1208,ENST00000472494.1,0.540044,0.529103,0.551422,0.539606,0.000382,0.000403,0.000428
1209,ENST00000434399.5,0.465078,0.48069,0.441249,0.473295,0.001312,0.001366,0.001466
1210,ENST00000578293.6,0.477477,0.441441,0.468468,0.522523,0.005243,0.005419,0.005375
1211,ENST00000580902.5,0.516199,0.5054,0.521598,0.521598,0.000291,0.000237,0.000264
1212,ENST00000426529.6,0.443233,0.44472,0.438027,0.446951,6.6e-05,6.4e-05,7e-05
1213,ENST00000584621.5,0.467788,0.461633,0.483792,0.45794,0.000585,0.000574,0.000602
1214,ENST00000582145.5,0.476839,0.476839,0.46594,0.487738,0.000372,0.000375,0.000337
1215,ENST00000584199.5,0.516351,0.475043,0.537005,0.537005,0.004014,0.003695,0.003546
1216,ENST00000579024.5,0.398827,0.41349,0.404692,0.378299,0.000893,0.000705,0.000795
1217,ENST00000584372.5,0.460695,0.449726,0.45521,0.477148,0.000707,0.000821,0.00079
1218,ENST00000582733.5,0.493282,0.477927,0.495202,0.506718,0.000717,0.000871,0.000901
1219,ENST00000579174.5,0.513907,0.52053,0.504636,0.516556,0.000199,0.000168,0.00012
1220,ENST00000578994.5,0.524845,0.531056,0.503106,0.540373,0.001158,0.0012,0.001359
1221,ENST00000448955.1,0.517094,0.564103,0.467949,0.519231,0.006815,0.006407,0.005954
1222,ENST00000585996.5,0.462462,0.436937,0.5,0.45045,0.003345,0.003541,0.003795
1223,ENST00000578968.5,0.571283,0.562118,0.577393,0.574338,0.000219,0.000171,0.000151
1224,ENST00000577700.5,0.496791,0.471759,0.517009,0.501605,0.001603,0.001567,0.001539
1225,ENST00000585030.5,0.536201,0.576076,0.506821,0.525708,0.003764,0.0036,0.00373
1226,ENST00000579383.5,0.54446,0.566347,0.5171,0.549932,0.001855,0.00174,0.001898
1227,ENST00000580458.5,0.543662,0.523944,0.532394,0.574648,0.002341,0.002203,0.002273
1228,ENST00000584327.5,0.554455,0.564356,0.552475,0.546535,0.000192,0.00013,0.000145
1229,ENST00000421500.1,0.561235,0.523962,0.57508,0.584665,0.003309,0.003478,0.003553
1230,ENST00000421767.1,0.58507,0.589536,0.588898,0.576776,0.00015,0.000155,0.000153
1231,ENST00000416572.1,0.483813,0.534173,0.507194,0.410072,0.012519,0.012106,0.011875
1232,ENST00000416366.1,0.696154,0.721154,0.640385,0.726923,0.007082,0.006942,0.007265
1233,ENST00000424477.5,0.569231,0.571154,0.576923,0.559615,0.0002,0.000199,0.000142
1234,ENST00000438538.1,0.405114,0.419919,0.395693,0.399731,0.000474,0.000548,0.000626
1235,ENST00000415513.1,0.556204,0.538686,0.525547,0.60438,0.005539,0.005638,0.005814
1236,ENST00000417026.1,0.529742,0.521886,0.525253,0.542088,0.00039,0.000432,0.000453
1237,ENST00000587899.3,0.582057,0.623632,0.571116,0.551422,0.003921,0.003609,0.003687
1238,ENST00000591896.5,0.485493,0.475822,0.499033,0.481625,0.000458,0.000563,0.000442
1239,ENST00000449741.1,0.65529,0.624573,0.65529,0.686007,0.003051,0.002745,0.002736
1240,ENST00000467677.1,0.408759,0.451095,0.39854,0.376642,0.004269,0.003961,0.003903
1241,ENST00000460471.1,0.390306,0.378827,0.405612,0.38648,0.000584,0.000533,0.000603
1242,ENST00000418546.1,0.446367,0.420415,0.467128,0.451557,0.001774,0.001597,0.001743
1243,ENST00000416999.1,0.452196,0.465116,0.426357,0.465116,0.001515,0.001647,0.001381
1244,ENST00000421648.1,0.438017,0.415289,0.514463,0.384298,0.013859,0.014073,0.014768
1245,ENST00000476560.1,0.512386,0.606258,0.52412,0.40678,0.029842,0.029334,0.029192
1246,ENST00000478806.1,0.666667,0.591623,0.73822,0.670157,0.016451,0.016889,0.017684
1247,ENST00000489488.1,0.630435,0.632609,0.63913,0.619565,0.000251,0.00025,0.000386
1248,ENST00000493539.1,0.315175,0.338521,0.291829,0.315175,0.00156,0.001093,0.000884
1249,ENST00000468575.1,0.522887,0.528169,0.496479,0.544014,0.001813,0.00185,0.00207
1250,ENST00000477392.1,0.497797,0.49486,0.518355,0.480176,0.001104,0.00111,0.001065
1251,ENST00000486954.1,0.559441,0.566434,0.503497,0.608392,0.008531,0.008563,0.008089
1252,ENST00000417032.1,0.624542,0.637363,0.604396,0.631868,0.000924,0.000854,0.000668
1253,ENST00000413238.1,0.557216,0.567464,0.558497,0.545687,0.000352,0.000343,0.000342
1254,ENST00000500118.2,0.483216,0.512225,0.468711,0.468711,0.001868,0.001815,0.001788
1255,ENST00000523225.1,0.630285,0.616519,0.613569,0.660767,0.002187,0.002233,0.002143
1256,ENST00000517675.1,0.506299,0.492202,0.492202,0.534493,0.00181,0.00179,0.00177
1257,ENST00000521863.1,0.644037,0.655046,0.644037,0.633028,0.000291,0.000237,0.000236
1258,ENST00000521242.1,0.597765,0.632682,0.586592,0.574022,0.002721,0.002558,0.002479
1259,ENST00000520023.1,0.558974,0.588462,0.503846,0.584615,0.006859,0.006707,0.007007
1260,ENST00000500843.2,0.386703,0.374491,0.350068,0.43555,0.005938,0.005866,0.005693
1261,ENST00000520619.1,0.363257,0.356994,0.325678,0.407098,0.00521,0.00529,0.005747
1262,ENST00000521127.1,0.408929,0.4125,0.417857,0.396429,0.000341,0.000323,0.000394
1263,ENST00000523860.5,0.478655,0.430789,0.543338,0.461837,0.010214,0.009947,0.010332
1264,ENST00000518128.5,0.36121,0.354448,0.356584,0.372598,0.000303,0.000317,0.000326
1265,ENST00000518732.1,0.348767,0.34997,0.328322,0.36801,0.001198,0.001199,0.001161
1266,ENST00000524166.1,0.41866,0.423445,0.437799,0.394737,0.001405,0.001379,0.00126
1267,ENST00000520306.1,0.353919,0.349169,0.370546,0.342043,0.000648,0.000745,0.000892
1268,ENST00000519854.1,0.447183,0.443662,0.422535,0.475352,0.002303,0.002236,0.002741
1269,ENST00000524190.1,0.469974,0.446475,0.48564,0.477807,0.001412,0.001157,0.000992
1270,ENST00000523995.1,0.375489,0.336375,0.422425,0.367666,0.005747,0.005577,0.005252
1271,ENST00000523859.1,0.514368,0.538793,0.50431,0.5,0.001274,0.001132,0.001194
1272,ENST00000501194.2,0.417794,0.430176,0.413763,0.409444,0.000352,0.000365,0.000372
1273,ENST00000519233.1,0.486957,0.473913,0.521739,0.465217,0.002771,0.002863,0.003102
1274,ENST00000522132.1,0.375691,0.339779,0.314917,0.472376,0.022104,0.022622,0.022042
1275,ENST00000522715.1,0.501445,0.459538,0.580925,0.463873,0.014278,0.013986,0.013518
1276,ENST00000499418.2,0.424125,0.418111,0.419172,0.43509,0.000275,0.000281,0.000286
1277,ENST00000519861.1,0.4039,0.376045,0.426184,0.409471,0.002077,0.001802,0.001509
1278,ENST00000523825.1,0.453739,0.456274,0.471483,0.43346,0.001065,0.001075,0.000973
1279,ENST00000502056.1,0.44051,0.401558,0.433428,0.486544,0.005619,0.005511,0.005531
1280,ENST00000521951.1,0.517915,0.514007,0.500326,0.539414,0.001209,0.00122,0.00127
1281,ENST00000521034.1,0.425926,0.506944,0.375,0.395833,0.014798,0.013915,0.014519
1282,ENST00000583719.5,0.44743,0.434579,0.462617,0.445093,0.00062,0.00056,0.000479
1283,ENST00000580467.5,0.461111,0.447619,0.488095,0.447619,0.001641,0.001596,0.001497
1284,ENST00000584351.5,0.442481,0.43985,0.46015,0.427444,0.000813,0.000808,0.000776
1285,ENST00000584816.5,0.440199,0.438538,0.478405,0.403654,0.004142,0.004156,0.004428
1286,ENST00000631093.1,0.465409,0.419811,0.448113,0.528302,0.009781,0.009478,0.009338
1287,ENST00000630598.1,0.458472,0.488372,0.448505,0.438538,0.001872,0.001449,0.00135
1288,ENST00000627197.1,0.450777,0.404145,0.450777,0.497409,0.006767,0.007194,0.007169
1289,ENST00000628924.1,0.373898,0.377778,0.360847,0.383069,0.000407,0.000399,0.000385
1290,ENST00000429781.1,0.456283,0.460885,0.475752,0.432212,0.001457,0.001449,0.001478
1291,ENST00000448465.1,0.441379,0.424138,0.444828,0.455172,0.000903,0.001271,0.001202
1292,ENST00000561961.2,0.366282,0.350728,0.361264,0.386854,0.001057,0.001103,0.001116
1293,ENST00000439298.5,0.573723,0.567883,0.575182,0.578102,9.2e-05,0.000104,0.000109
1294,ENST00000414282.5,0.659313,0.599491,0.669495,0.708952,0.009318,0.009403,0.009422
1295,ENST00000602587.5,0.433962,0.483705,0.365352,0.45283,0.011268,0.010844,0.011482
1296,ENST00000602546.5,0.497375,0.492126,0.527559,0.472441,0.002311,0.002345,0.002535
1297,ENST00000415215.1,0.433684,0.442105,0.429474,0.429474,0.000128,6e-05,4.3e-05
1298,ENST00000444482.1,0.439024,0.432373,0.439024,0.445676,0.000175,0.000117,0.000116
1299,ENST00000435966.1,0.494718,0.507042,0.528169,0.448944,0.004927,0.005009,0.004753
1300,ENST00000416381.1,0.388668,0.383201,0.389165,0.393638,8.9e-05,0.000105,0.000103
1301,ENST00000429932.1,0.460137,0.444191,0.519362,0.416856,0.008418,0.008589,0.007962
1302,ENST00000412882.5,0.417476,0.402913,0.407767,0.441748,0.00143,0.001567,0.001646
1303,ENST00000431025.1,0.423622,0.434646,0.382677,0.453543,0.004096,0.004007,0.00378
1304,ENST00000431214.5,0.574144,0.56654,0.593156,0.562738,0.00082,0.000862,0.000771
1305,ENST00000458274.1,0.656307,0.658135,0.658135,0.652651,1.5e-05,1.5e-05,4e-06
1306,ENST00000455777.1,0.397887,0.401408,0.348592,0.443662,0.007064,0.007058,0.006461
1307,ENST00000443373.1,0.411565,0.397959,0.44898,0.387755,0.003215,0.003028,0.002428
1308,ENST00000560029.5,0.292868,0.286798,0.30956,0.282246,0.000639,0.000613,0.000682
1309,ENST00000560912.5,0.420479,0.431373,0.379085,0.45098,0.004224,0.004108,0.003798
1310,ENST00000526478.5,0.441617,0.471557,0.467066,0.386228,0.00678,0.006556,0.006353
1311,ENST00000562077.5,0.447995,0.456832,0.43032,0.456832,0.000704,0.000676,0.000737
1312,ENST00000561719.5,0.44106,0.433113,0.44106,0.449007,0.000219,0.000177,0.000186
1313,ENST00000599749.5,0.524446,0.551882,0.520225,0.501231,0.001937,0.001984,0.001976
1314,ENST00000537498.1,0.560817,0.559889,0.545961,0.576602,0.00072,0.000718,0.000746
1315,ENST00000571138.5,0.487013,0.441558,0.571429,0.448052,0.016154,0.016606,0.017502
1316,ENST00000623522.1,0.427096,0.399149,0.417375,0.464763,0.003498,0.003433,0.003407
1317,ENST00000580770.5,0.543706,0.613636,0.456294,0.561189,0.019152,0.018668,0.017985
1318,ENST00000578757.5,0.477174,0.476087,0.459783,0.495652,0.001002,0.000995,0.000914
1319,ENST00000478103.6,0.544944,0.530899,0.55618,0.547753,0.000538,0.000629,0.000564
1320,ENST00000577537.5,0.416689,0.394419,0.411323,0.444325,0.001951,0.001929,0.001922
1321,ENST00000439794.6,0.573805,0.636175,0.492723,0.592516,0.016115,0.016793,0.015972
1322,ENST00000417232.6,0.438646,0.368124,0.507757,0.440056,0.014783,0.014411,0.013945
1323,ENST00000582324.5,0.435185,0.448413,0.365079,0.492063,0.01261,0.012647,0.012308
1324,ENST00000577860.5,0.46267,0.403846,0.498869,0.485294,0.008061,0.008407,0.008203
1325,ENST00000580278.5,0.450247,0.456844,0.450247,0.44365,0.000121,0.000136,0.000137
1326,ENST00000580056.5,0.573896,0.621881,0.598848,0.50096,0.012034,0.011685,0.011466
1327,ENST00000583481.5,0.540845,0.519718,0.608451,0.494366,0.010747,0.010577,0.01107
1328,ENST00000433763.6,0.517774,0.523957,0.542504,0.486862,0.002332,0.00237,0.002215
1329,ENST00000423473.6,0.562575,0.52205,0.625745,0.539928,0.009273,0.009466,0.009189
1330,ENST00000581958.5,0.53367,0.573232,0.507576,0.520202,0.003573,0.003441,0.003338
1331,ENST00000457853.1,0.540827,0.483563,0.556734,0.582185,0.008047,0.007765,0.007685
1332,ENST00000577055.5,0.507874,0.521372,0.519685,0.482565,0.001413,0.001447,0.001476
1333,ENST00000464612.5,0.433936,0.379694,0.442281,0.479833,0.007879,0.00829,0.008209
1334,ENST00000488745.5,0.495238,0.503297,0.483516,0.498901,0.00032,0.000295,0.00026
1335,ENST00000483436.5,0.542522,0.558651,0.519062,0.549853,0.00128,0.001191,0.001337
1336,ENST00000434244.5,0.528744,0.650151,0.413011,0.523071,0.042188,0.042425,0.042625
1337,ENST00000453688.5,0.521407,0.536697,0.486239,0.541284,0.002821,0.002926,0.002681
1338,ENST00000413421.5,0.398305,0.392252,0.443099,0.359564,0.005287,0.005249,0.005453
1339,ENST00000413606.5,0.483117,0.506494,0.467532,0.475325,0.001219,0.001088,0.001182
1340,ENST00000602488.5,0.352025,0.373832,0.35514,0.327103,0.00152,0.001741,0.00176
1341,ENST00000457025.5,0.42615,0.421308,0.392252,0.464891,0.00418,0.004252,0.003962
1342,ENST00000446528.6,0.439673,0.392638,0.423313,0.503067,0.010102,0.010612,0.010744
1343,ENST00000451302.6,0.492574,0.467822,0.50495,0.50495,0.001426,0.001525,0.001572
1344,ENST00000415150.5,0.459821,0.448661,0.46875,0.462054,0.000359,0.000507,0.00061
1345,ENST00000455474.5,0.424749,0.481605,0.391304,0.401338,0.007033,0.006143,0.005744
1346,ENST00000447577.5,0.440835,0.424594,0.4942,0.403712,0.006712,0.006536,0.007059
1347,ENST00000442860.5,0.5,0.427374,0.519553,0.553073,0.013298,0.012438,0.012165
1348,ENST00000414430.5,0.515222,0.498829,0.491803,0.555035,0.003839,0.003648,0.003387
1349,ENST00000429859.5,0.430622,0.409091,0.480861,0.401914,0.005728,0.00551,0.006007
1350,ENST00000427669.5,0.509138,0.548303,0.48564,0.493473,0.003291,0.003781,0.004079
1351,ENST00000450843.5,0.403333,0.455,0.37,0.385,0.006044,0.005613,0.005418
1352,ENST00000440778.5,0.42953,0.442953,0.412752,0.432886,0.000691,0.000589,0.000493
1353,ENST00000432741.5,0.401869,0.370093,0.442991,0.392523,0.004245,0.004587,0.004892
1354,ENST00000411670.5,0.471111,0.431111,0.466667,0.515556,0.005589,0.005342,0.005369
1355,ENST00000438777.5,0.469415,0.454787,0.470745,0.482713,0.000644,0.000747,0.000736
1356,ENST00000449305.5,0.477273,0.485294,0.453209,0.493316,0.001372,0.001327,0.001483
1357,ENST00000453011.5,0.444584,0.464736,0.434509,0.434509,0.000865,0.000748,0.000702
1358,ENST00000416329.5,0.385694,0.366059,0.424965,0.366059,0.00348,0.00338,0.003582
1359,ENST00000433505.5,0.530639,0.555411,0.520209,0.516297,0.001314,0.001473,0.001405
1360,ENST00000452883.5,0.444444,0.476852,0.449074,0.407407,0.003536,0.00374,0.003758
1361,ENST00000420707.5,0.456954,0.460265,0.417219,0.493377,0.00444,0.004445,0.004673
1362,ENST00000449289.5,0.4631,0.464945,0.464945,0.45941,1.9e-05,1.9e-05,4.7e-05
1363,ENST00000450589.5,0.457278,0.46519,0.450949,0.455696,0.000139,0.000191,0.00015
1364,ENST00000431268.5,0.422261,0.429329,0.418728,0.418728,0.000105,8.5e-05,7.8e-05
1365,ENST00000452197.5,0.463768,0.503106,0.428571,0.459627,0.00409,0.003726,0.003445
1366,ENST00000412059.5,0.414709,0.416752,0.444331,0.383044,0.002793,0.002795,0.002911
1367,ENST00000430245.5,0.485477,0.493776,0.46888,0.493776,0.000623,0.000578,0.000487
1368,ENST00000456812.6,0.427386,0.410788,0.460581,0.410788,0.002487,0.002613,0.002804
1369,ENST00000414075.5,0.445521,0.414044,0.443099,0.479419,0.003452,0.003871,0.003882
1370,ENST00000436656.5,0.422141,0.419708,0.405109,0.441606,0.001051,0.001072,0.000999
1371,ENST00000422183.5,0.428188,0.455034,0.398658,0.430872,0.002363,0.002188,0.002046
1372,ENST00000422207.5,0.385692,0.37325,0.410575,0.37325,0.001398,0.001517,0.001665
1373,ENST00000454068.5,0.468023,0.475291,0.462209,0.46657,0.000117,0.000162,0.000126
1374,ENST00000444470.5,0.42217,0.488208,0.410377,0.367925,0.010848,0.011485,0.011327
1375,ENST00000434796.5,0.393043,0.391304,0.401739,0.386087,0.000182,0.000171,0.000225
1376,ENST00000449589.5,0.446629,0.429775,0.433989,0.476124,0.002068,0.002194,0.002126
1377,ENST00000422008.5,0.412475,0.392354,0.422535,0.422535,0.00099,0.000843,0.000755
1378,ENST00000455838.5,0.477848,0.503165,0.441456,0.488924,0.003109,0.00293,0.002702
1379,ENST00000416952.5,0.403004,0.360451,0.428035,0.420526,0.004213,0.004029,0.00414
1380,ENST00000456293.5,0.442539,0.427101,0.488851,0.411664,0.004992,0.005127,0.005473
1381,ENST00000443799.5,0.406912,0.424749,0.354515,0.441472,0.006428,0.006317,0.00612
1382,ENST00000421068.5,0.389623,0.384906,0.404717,0.379245,0.000532,0.000516,0.000567
1383,ENST00000425771.5,0.483471,0.508264,0.409091,0.533058,0.013206,0.013566,0.015201
1384,ENST00000448567.2,0.453975,0.495816,0.464435,0.401674,0.006661,0.006254,0.006121
1385,ENST00000414722.5,0.569956,0.583211,0.521355,0.605302,0.005761,0.005678,0.005335
1386,ENST00000411861.5,0.632411,0.614907,0.636928,0.645398,0.000777,0.000721,0.000735
1387,ENST00000412788.5,0.634371,0.633932,0.633932,0.635248,3e-06,4e-06,5e-06
1388,ENST00000442037.5,0.572682,0.571429,0.597744,0.548872,0.001754,0.001742,0.001907
1389,ENST00000439725.5,0.63297,0.631415,0.642302,0.625194,0.000219,0.000223,0.000207
1390,ENST00000436715.5,0.58885,0.592334,0.56446,0.609756,0.001609,0.001595,0.001703
1391,ENST00000514126.5,0.427785,0.437414,0.429161,0.416781,0.000289,0.000231,0.000245
1392,ENST00000530169.5,0.463074,0.467066,0.443114,0.479042,0.001046,0.001022,0.001219
1393,ENST00000533693.5,0.488095,0.434524,0.52381,0.505952,0.006919,0.007456,0.007781
1394,ENST00000504206.6,0.453643,0.477104,0.437176,0.44665,0.001297,0.001319,0.001337
1395,ENST00000526695.5,0.45781,0.463196,0.420108,0.490126,0.00383,0.003857,0.003586
1396,ENST00000499953.6,0.481265,0.509368,0.495316,0.43911,0.004041,0.003892,0.003962
1397,ENST00000525636.5,0.479624,0.474922,0.507837,0.456113,0.002024,0.001986,0.001794
1398,ENST00000537068.5,0.440382,0.429253,0.410175,0.481717,0.004251,0.004168,0.003977
1399,ENST00000537925.5,0.453934,0.474109,0.437794,0.449899,0.001004,0.000941,0.000899
1400,ENST00000537869.5,0.442197,0.445087,0.473988,0.407514,0.003295,0.003279,0.003128
1401,ENST00000539975.5,0.441885,0.433508,0.46178,0.430366,0.000896,0.000945,0.001034
1402,ENST00000545440.5,0.450928,0.425729,0.429708,0.497347,0.005009,0.005178,0.005063
1403,ENST00000542112.5,0.444872,0.4,0.484615,0.45,0.005522,0.0053,0.00551
1404,ENST00000541615.5,0.449198,0.425134,0.465241,0.457219,0.001412,0.001584,0.001678
1405,ENST00000538266.5,0.461095,0.380403,0.48415,0.518732,0.016171,0.017432,0.01702
1406,ENST00000545688.5,0.437705,0.437705,0.467213,0.408197,0.002563,0.002568,0.002326
1407,ENST00000540865.5,0.432398,0.390306,0.451531,0.455357,0.004112,0.004406,0.004501
1408,ENST00000539303.5,0.454167,0.525,0.3375,0.5,0.031191,0.029729,0.028045
1409,ENST00000545308.5,0.411765,0.408669,0.357585,0.46904,0.0095,0.009509,0.009217
1410,ENST00000527627.5,0.480159,0.452381,0.488095,0.5,0.001987,0.001754,0.001692
1411,ENST00000529607.1,0.488938,0.497788,0.497788,0.471239,0.000626,0.000557,0.000465
1412,ENST00000500276.6,0.487739,0.47931,0.503448,0.48046,0.000557,0.000573,0.000545
1413,ENST00000502069.6,0.479871,0.47343,0.541063,0.425121,0.010111,0.01014,0.010602
1414,ENST00000545226.5,0.542373,0.531073,0.502825,0.59322,0.006649,0.006729,0.007039
1415,ENST00000542086.5,0.499386,0.489571,0.496933,0.511656,0.000422,0.000484,0.000496
1416,ENST00000535436.5,0.438894,0.433541,0.436218,0.446922,0.000167,0.000148,0.000138
1417,ENST00000547799.5,0.567445,0.571992,0.585632,0.544711,0.00129,0.001296,0.001324
1418,ENST00000424518.5,0.48575,0.489467,0.483271,0.484511,2.9e-05,2.3e-05,2.8e-05
1419,ENST00000425595.5,0.52972,0.555944,0.487762,0.545455,0.004029,0.004245,0.003907
1420,ENST00000453875.5,0.544484,0.544484,0.523132,0.565836,0.001441,0.001435,0.001608
1421,ENST00000456429.5,0.601431,0.593255,0.636178,0.574859,0.002958,0.002932,0.002872
1422,ENST00000540684.5,0.47973,0.506757,0.459459,0.472973,0.001728,0.001863,0.001765
1423,ENST00000542248.5,0.489051,0.470803,0.492701,0.50365,0.000932,0.000787,0.000814
1424,ENST00000412946.6,0.591398,0.584677,0.580645,0.608871,0.000762,0.000801,0.000853
1425,ENST00000520590.5,0.555556,0.563574,0.522337,0.580756,0.002747,0.002787,0.00295
1426,ENST00000524062.5,0.537856,0.56849,0.523851,0.521225,0.002084,0.002151,0.002177
1427,ENST00000522859.5,0.479844,0.511053,0.472042,0.456437,0.002277,0.002459,0.002509
1428,ENST00000520924.5,0.495479,0.520796,0.493671,0.471971,0.001672,0.001881,0.001904
1429,ENST00000521507.5,0.533835,0.532331,0.52782,0.541353,0.000167,0.000186,0.000153
1430,ENST00000523445.5,0.529206,0.53972,0.511682,0.536215,0.000696,0.000649,0.00056
1431,ENST00000425586.5,0.469613,0.487766,0.475927,0.445146,0.001408,0.001342,0.001317
1432,ENST00000443587.5,0.351773,0.33617,0.357447,0.361702,0.000601,0.000533,0.000496
1433,ENST00000421758.5,0.32659,0.325145,0.346821,0.307803,0.001127,0.001149,0.001244
1434,ENST00000400282.6,0.419979,0.438238,0.409237,0.41246,0.000724,0.000629,0.00059
1435,ENST00000412224.6,0.466362,0.4627,0.49016,0.446224,0.001469,0.001477,0.001525
1436,ENST00000555866.5,0.438914,0.352941,0.529412,0.434389,0.024014,0.026212,0.024216
1437,ENST00000556407.5,0.593354,0.621835,0.626582,0.531646,0.008374,0.0086,0.008404
1438,ENST00000429159.6,0.571517,0.600746,0.56903,0.544776,0.002307,0.002402,0.002407
1439,ENST00000520714.5,0.569948,0.517395,0.597335,0.595115,0.006321,0.006484,0.006401
1440,ENST00000554639.5,0.579439,0.616822,0.50993,0.611565,0.010899,0.010812,0.010979
1441,ENST00000452514.6,0.555315,0.527115,0.553145,0.585683,0.002813,0.003083,0.00307
1442,ENST00000398474.7,0.546775,0.519465,0.547356,0.573504,0.002245,0.002168,0.002166
1443,ENST00000555928.5,0.625,0.654167,0.679167,0.541667,0.015872,0.015707,0.016136
1444,ENST00000398461.5,0.572711,0.570973,0.587486,0.559676,0.000582,0.000584,0.000606
1445,ENST00000524035.5,0.597617,0.615142,0.598318,0.57939,0.000938,0.000971,0.00097
1446,ENST00000524131.5,0.646325,0.619972,0.674064,0.644938,0.002272,0.002398,0.002637
1447,ENST00000553584.5,0.528112,0.536145,0.493976,0.554217,0.002944,0.002881,0.003184
1448,ENST00000554852.5,0.535009,0.554758,0.51167,0.5386,0.001381,0.001246,0.001063
1449,ENST00000553465.5,0.39966,0.413265,0.387755,0.397959,0.00048,0.000421,0.000388
1450,ENST00000533146.5,0.488858,0.55571,0.467967,0.442897,0.010317,0.009922,0.010034
1451,ENST00000616341.1,0.557143,0.526531,0.563265,0.581633,0.002562,0.002837,0.002776
1452,ENST00000612281.1,0.596875,0.595312,0.61875,0.576563,0.001296,0.00131,0.001188
1453,ENST00000621428.1,0.607387,0.609439,0.611491,0.601231,7.9e-05,7.5e-05,6.6e-05
1454,ENST00000440093.6,0.457265,0.480769,0.423077,0.467949,0.002728,0.002501,0.002872
1455,ENST00000533996.5,0.452547,0.461538,0.440559,0.455544,0.000343,0.000304,0.00026
1456,ENST00000533232.5,0.373203,0.376078,0.377803,0.365727,0.000122,0.000114,9.9e-05
