,Seqname,SLDLD: Structural logarithm distance to lncRNA of acguD,SLDPD: Structural logarithm distance to pcRNA of acguD,SLDRD: Structural logarithm distance acguD ratio,SLDLN: Structural logarithm distance to lncRNA of acguACGU,SLDPN: Structural logarithm distance to pcRNA of acguACGU,SLDRN: Structural logarithm distance acguACGU ratio,SDMFE: Secondary structural minimum free energy,SFPUS: Secondary structural UP frequency paired-unpaired,nMFE
885,ENST00000585451.5,-0.179443,-0.181861,0.986707,-0.172223,-0.169159,1.018109,-248.9,0.094937,-0.262276
886,ENST00000592182.5,-0.150331,-0.148313,1.013604,-0.193112,-0.187246,1.031331,-202.2,0.117647,-0.26996
887,ENST00000587944.5,-0.178837,-0.177998,1.004715,-0.173262,-0.167578,1.033919,-292.7,0.10202,-0.295358
888,ENST00000586831.5,-0.143952,-0.158153,0.910205,-0.178216,-0.181258,0.983221,-202.4,0.133891,-0.281894
889,ENST00000589842.5,-0.182521,-0.189806,0.961617,-0.225361,-0.221834,1.015899,-180.9,0.123028,-0.284882
890,ENST00000588244.5,-0.262269,-0.27067,0.968962,-0.20529,-0.203248,1.010048,-218.5,0.107817,-0.294078
891,ENST00000591867.5,-0.244795,-0.255388,0.958522,-0.211527,-0.20948,1.009772,-203.8,0.113788,-0.27246
892,ENST00000588716.5,-0.389013,-0.383799,1.013585,-0.268565,-0.258499,1.038941,-155.7,0.116086,-0.257616
893,ENST00000592836.5,-0.392318,-0.391311,1.002575,-0.303128,-0.291434,1.040124,-156.5,0.102694,-0.263025
894,ENST00000586452.5,-0.137569,-0.14301,0.961955,-0.16555,-0.159887,1.035419,-250,0.1052,-0.301932
895,ENST00000588257.5,-0.204672,-0.21067,0.971529,-0.172413,-0.16999,1.014258,-224.7,0.111931,-0.276044
896,ENST00000592689.5,-0.185092,-0.201993,0.916329,-0.190536,-0.187834,1.014386,-239.9,0.124021,-0.312777
897,ENST00000590807.5,-0.269992,-0.272398,0.991166,-0.238178,-0.232189,1.025794,-194.5,0.111417,-0.26717
898,ENST00000589391.5,-0.23158,-0.236079,0.980944,-0.174732,-0.173049,1.009729,-227.6,0.108642,-0.279655
899,ENST00000415561.1,-0.537157,-0.527574,1.018164,-0.429706,-0.414746,1.036069,-107.4,0.118721,-0.244647
900,ENST00000438095.1,-0.472567,-0.484719,0.974929,-0.404514,-0.407819,0.991895,-147.6,0.121839,-0.338532
901,ENST00000590932.5,-0.283125,-0.286122,0.989524,-0.262578,-0.253756,1.034766,-162.9,0.095714,-0.232382
902,ENST00000589907.5,-0.335293,-0.351242,0.954592,-0.333435,-0.334914,0.995583,-168.1,0.104056,-0.295951
903,ENST00000589234.5,-0.199131,-0.204824,0.972207,-0.202008,-0.198411,1.018127,-207.4,0.104,-0.276165
904,ENST00000589487.5,-0.186293,-0.183169,1.017051,-0.163026,-0.157824,1.032964,-202.7,0.105019,-0.188208
905,ENST00000429730.1,-0.608352,-0.609151,0.998689,-0.412251,-0.402466,1.024313,-110.9,0.10387,-0.225407
906,ENST00000439598.6,-0.023315,-0.028265,0.82485,-0.030654,-0.03157,0.97096,-745.3,0.117257,-0.29007
907,ENST00000396588.6,-0.036442,-0.040243,0.905543,-0.056161,-0.054903,1.0229,-609.1,0.113873,-0.275113
908,ENST00000418430.1,-0.023369,-0.034133,0.68465,-0.048738,-0.049749,0.979677,-766,0.110256,-0.326655
909,ENST00000429456.1,-0.046464,-0.054997,0.844846,-0.0415,-0.042164,0.984258,-710.5,0.115722,-0.327419
910,ENST00000426962.1,-0.541101,-0.544036,0.994605,-0.450202,-0.441221,1.020357,-139.2,0.11655,-0.323721
911,ENST00000451070.1,-0.408045,-0.421784,0.967425,-0.32356,-0.317588,1.018805,-180.4,0.102007,-0.301169
912,ENST00000414393.5,-0.022517,-0.025295,0.890197,-0.025356,-0.025472,0.995473,-1371.2,0.108896,-0.293871
913,ENST00000439498.5,-0.222257,-0.228139,0.974217,-0.182408,-0.179543,1.015955,-229.1,0.103842,-0.237656
914,ENST00000455791.5,-0.340944,-0.352812,0.966361,-0.260278,-0.257243,1.011799,-193.9,0.109399,-0.298308
915,ENST00000596223.5,-0.173438,-0.177691,0.976068,-0.205554,-0.201587,1.019677,-184.1,0.117391,-0.266425
916,ENST00000600222.5,-0.138618,-0.148866,0.931159,-0.222795,-0.222859,0.999714,-183.2,0.118263,-0.273842
917,ENST00000598448.5,-0.166143,-0.17121,0.970406,-0.16624,-0.16211,1.025475,-202.9,0.118306,-0.252363
918,ENST00000596717.5,-0.174769,-0.165296,1.057309,-0.186615,-0.173679,1.074478,-174.2,0.116429,-0.223902
919,ENST00000601850.5,-0.199284,-0.197697,1.008028,-0.163502,-0.154889,1.055605,-167.9,0.122563,-0.233519
920,ENST00000597267.5,-0.230194,-0.244827,0.940234,-0.205617,-0.201494,1.02046,-203,0.119632,-0.310873
921,ENST00000598150.5,-0.196268,-0.200761,0.97762,-0.174755,-0.171191,1.020818,-216.8,0.117333,-0.288682
922,ENST00000596058.5,-0.263254,-0.26752,0.984053,-0.231982,-0.232544,0.997583,-167.9,0.100904,-0.252481
923,ENST00000424235.1,-0.225882,-0.258287,0.874536,-0.176393,-0.190379,0.926533,-332.1,0.12844,-0.434686
924,ENST00000442383.1,-0.040666,-0.053868,0.754914,-0.061313,-0.061322,0.999852,-506.7,0.117488,-0.341903
925,ENST00000421019.1,-0.327926,-0.346973,0.945106,-0.257517,-0.258741,0.99527,-253.6,0.109489,-0.369679
926,ENST00000427794.1,-0.513789,-0.525535,0.977649,-0.367333,-0.365629,1.004662,-115.4,0.121739,-0.250325
927,ENST00000424205.1,-0.406791,-0.424115,0.959152,-0.318016,-0.320675,0.991708,-186.6,0.101724,-0.32117
928,ENST00000457508.1,-0.537288,-0.533635,1.006846,-0.453112,-0.442844,1.023188,-118.1,0.119369,-0.265393
929,ENST00000421257.1,-0.219638,-0.234299,0.937426,-0.184418,-0.18636,0.989578,-280.8,0.114078,-0.340364
930,ENST00000427820.1,-0.205217,-0.220071,0.932504,-0.162179,-0.162797,0.996201,-282.9,0.119403,-0.351429
931,ENST00000412426.5,-0.158842,-0.158815,1.000166,-0.143158,-0.136327,1.050112,-258.7,0.10404,-0.261049
932,ENST00000418954.2,-0.208575,-0.210465,0.99102,-0.206148,-0.195051,1.056893,-202.1,0.117318,-0.281869
933,ENST00000416218.1,-0.054397,-0.053143,1.023596,-0.066386,-0.062639,1.059819,-502.2,0.105683,-0.250224
934,ENST00000456917.1,-0.043849,-0.050332,0.871193,-0.076794,-0.076214,1.007618,-418.6,0.106942,-0.261625
935,ENST00000596365.5,-0.253426,-0.272778,0.929055,-0.226055,-0.229626,0.984449,-226.7,0.111601,-0.332405
936,ENST00000597626.5,-0.2702,-0.290003,0.931714,-0.244921,-0.250093,0.979318,-226.5,0.119476,-0.370098
937,ENST00000616030.4,-0.257855,-0.275449,0.936124,-0.219038,-0.21969,0.99703,-217.8,0.107994,-0.305042
938,ENST00000594370.5,-0.247214,-0.254453,0.971549,-0.22441,-0.22249,1.008631,-204.5,0.120172,-0.292143
939,ENST00000595747.5,-0.240945,-0.242162,0.994974,-0.200054,-0.196829,1.016382,-196.3,0.119497,-0.246608
940,ENST00000432988.1,-0.011405,-0.014831,0.769019,-0.022512,-0.023448,0.960064,-1842.9,0.109032,-0.396237
941,ENST00000442815.1,-0.040037,-0.049685,0.805817,-0.044045,-0.047455,0.928132,-1109.5,0.114051,-0.396533
942,ENST00000448049.1,-0.044971,-0.055053,0.816863,-0.034761,-0.038024,0.914175,-1511.2,0.116657,-0.43091
943,ENST00000441283.1,-0.535789,-0.569321,0.941102,-0.448991,-0.463891,0.967879,-157,0.118568,-0.350446
944,ENST00000456880.1,-0.067363,-0.077518,0.868993,-0.060574,-0.064253,0.942732,-748.8,0.109976,-0.364202
945,ENST00000434081.1,-0.063524,-0.078306,0.811227,-0.054338,-0.06001,0.905471,-934.1,0.131848,-0.433457
946,ENST00000590829.5,-0.268515,-0.296557,0.905441,-0.211032,-0.217899,0.968487,-250.6,0.128205,-0.356472
947,ENST00000591223.5,-0.292735,-0.322924,0.906512,-0.225743,-0.233262,0.967767,-221.4,0.1331,-0.387063
948,ENST00000420074.1,-0.08386,-0.09301,0.90162,-0.051516,-0.054357,0.947728,-614.2,0.115108,-0.31546
949,ENST00000447898.5,-0.028816,-0.031134,0.925557,-0.035034,-0.035052,0.999505,-1150,0.102056,-0.278046
950,ENST00000437781.5,-0.054154,-0.057384,0.943712,-0.065013,-0.062996,1.032021,-694.07,0.104714,-0.289437
951,ENST00000383038.7,-0.098128,-0.106957,0.917457,-0.090034,-0.089503,1.005931,-450.2,0.116296,-0.322956
952,ENST00000431090.1,-0.046382,-0.052579,0.882131,-0.044052,-0.045673,0.964512,-729,0.116412,-0.347639
953,ENST00000506039.1,-0.060142,-0.068362,0.879761,-0.055673,-0.057258,0.97231,-794.8,0.117647,-0.356732
954,ENST00000449717.1,-0.366211,-0.401018,0.913204,-0.314852,-0.324179,0.971231,-163.5,0.118577,-0.322485
955,ENST00000453023.1,-0.254513,-0.273431,0.930809,-0.250955,-0.251723,0.99695,-186.7,0.129597,-0.326399
956,ENST00000421253.1,-0.218398,-0.23204,0.941212,-0.235674,-0.237244,0.993381,-178.9,0.126904,-0.300676
957,ENST00000446336.1,-0.351571,-0.367152,0.957565,-0.357208,-0.364718,0.97941,-145.2,0.131004,-0.31634
958,ENST00000417083.1,-0.213466,-0.224068,0.952683,-0.191936,-0.190425,1.007935,-238.6,0.124823,-0.336686
959,ENST00000419253.1,-0.162055,-0.191254,0.84733,-0.13183,-0.13652,0.965642,-288,0.11716,-0.340426
960,ENST00000428858.1,-0.405768,-0.451904,0.897907,-0.276235,-0.290806,0.949894,-203.9,0.109929,-0.360885
961,ENST00000425112.1,-0.199847,-0.209683,0.953093,-0.145421,-0.143288,1.014886,-233.6,0.117866,-0.289467
962,ENST00000433317.1,-0.041261,-0.049456,0.834298,-0.037542,-0.039122,0.959628,-1183.5,0.119844,-0.384253
963,ENST00000446578.1,-0.349768,-0.390817,0.894967,-0.304137,-0.317877,0.956776,-227.1,0.127273,-0.41216
964,ENST00000432502.1,-0.222306,-0.241225,0.921568,-0.171577,-0.172985,0.991857,-206.5,0.137815,-0.346477
965,ENST00000421538.1,-0.028692,-0.040252,0.712804,-0.039854,-0.041967,0.949637,-919,0.114595,-0.35565
966,ENST00000433639.1,-0.12712,-0.131109,0.969573,-0.108988,-0.10591,1.029062,-281.9,0.116451,-0.260295
967,ENST00000414603.1,-0.284276,-0.296136,0.959954,-0.292016,-0.278976,1.046745,-125.6,0.114341,-0.24294
968,ENST00000432743.1,-0.321377,-0.310918,1.033639,-0.242897,-0.229574,1.058034,-119.8,0.112878,-0.190159
969,ENST00000468186.5,-0.006929,-0.013898,0.498537,-0.027482,-0.028811,0.953885,-962.5,0.107934,-0.295881
970,ENST00000519043.5,-0.112254,-0.110282,1.017884,-0.103903,-0.099294,1.04642,-283.7,0.114901,-0.254439
971,ENST00000521609.5,-0.170293,-0.164023,1.03823,-0.163321,-0.154648,1.056085,-205.6,0.121212,-0.259269
972,ENST00000521267.5,-0.213034,-0.217998,0.977227,-0.194681,-0.191597,1.016093,-261.9,0.1,-0.307756
973,ENST00000430166.5,-0.137425,-0.161138,0.852839,-0.110369,-0.118767,0.929293,-513,0.12257,-0.433277
974,ENST00000427644.1,-0.060647,-0.071764,0.845088,-0.071053,-0.074412,0.954865,-460.8,0.115961,-0.3
975,ENST00000469148.1,-0.790693,-0.781189,1.012167,-0.572993,-0.550397,1.041055,-61.3,0.11396,-0.174148
976,ENST00000479588.1,-0.24244,-0.235148,1.031008,-0.195864,-0.18442,1.062054,-152.2,0.116022,-0.209931
977,ENST00000492922.1,-0.064596,-0.063836,1.011906,-0.065577,-0.063107,1.039133,-647.5,0.104941,-0.304563
978,ENST00000470465.1,-0.241193,-0.239062,1.008917,-0.211794,-0.202174,1.047585,-150,0.099206,-0.198151
979,ENST00000465215.1,-0.057674,-0.057522,1.002631,-0.064875,-0.061474,1.055324,-539.1,0.105366,-0.262847
980,ENST00000498624.1,-0.561105,-0.549823,1.02052,-0.472894,-0.46212,1.023315,-89.2,0.106931,-0.176285
981,ENST00000490441.1,-0.140706,-0.156303,0.900215,-0.106573,-0.109984,0.968989,-355.7,0.114111,-0.309574
982,ENST00000473550.1,-0.242305,-0.261206,0.927639,-0.199175,-0.199751,0.997116,-232.2,0.115332,-0.314634
983,ENST00000431767.5,-0.493054,-0.515992,0.955547,-0.403503,-0.407505,0.99018,-159.7,0.115464,-0.328601
984,ENST00000438608.5,-0.402827,-0.429591,0.937699,-0.346725,-0.349863,0.991032,-174.2,0.129771,-0.33181
985,ENST00000420459.5,-0.436718,-0.453982,0.961972,-0.369017,-0.367924,1.002972,-183.3,0.112546,-0.337569
986,ENST00000424730.5,-0.492559,-0.510087,0.965637,-0.443971,-0.445332,0.996944,-139.2,0.132558,-0.32297
987,ENST00000417704.5,-0.271367,-0.290017,0.935694,-0.248251,-0.249562,0.994747,-235.4,0.108225,-0.339193
988,ENST00000503709.1,-0.080457,-0.096395,0.834657,-0.069934,-0.074653,0.936785,-605.1,0.121362,-0.374443
989,ENST00000512802.1,-0.880838,-0.906194,0.97202,-0.59436,-0.603741,0.984463,-102,0.12012,-0.305389
990,ENST00000503938.1,-0.752958,-0.75798,0.993375,-0.548425,-0.540079,1.015454,-75.9,0.09589,-0.207377
991,ENST00000573950.5,-0.512157,-0.516307,0.991961,-0.362523,-0.357205,1.014888,-129.8,0.108055,-0.25451
992,ENST00000507091.5,-0.209964,-0.22711,0.924504,-0.241853,-0.236066,1.024512,-180.2,0.115445,-0.280685
993,ENST00000498917.2,-0.094426,-0.101166,0.933376,-0.100284,-0.09956,1.007277,-464.7,0.105956,-0.321592
994,ENST00000514109.1,-0.226738,-0.2446,0.926973,-0.155829,-0.15596,0.99916,-240.5,0.13121,-0.30598
995,ENST00000502758.1,-0.502561,-0.502912,0.999302,-0.360862,-0.349508,1.032486,-119.5,0.09707,-0.218464
996,ENST00000499180.2,-0.622904,-0.616413,1.01053,-0.467866,-0.451208,1.036918,-83.1,0.137255,-0.203178
997,ENST00000511571.1,-0.22958,-0.224513,1.022567,-0.225058,-0.213347,1.054893,-206.2,0.11071,-0.247837
998,ENST00000512932.5,-0.138343,-0.148363,0.932462,-0.129179,-0.126774,1.018967,-248.1,0.114433,-0.254892
999,ENST00000508772.5,-0.296651,-0.316215,0.938132,-0.305392,-0.307158,0.99425,-158.2,0.106195,-0.279505
1000,ENST00000513581.5,-0.190699,-0.203428,0.937427,-0.207112,-0.205654,1.007085,-184.8,0.105572,-0.270571
1001,ENST00000504718.5,-0.330536,-0.341242,0.968627,-0.274242,-0.271194,1.011237,-140.6,0.108392,-0.245375
1002,ENST00000505028.5,-0.310006,-0.323506,0.958272,-0.237321,-0.236691,1.002663,-153.1,0.108893,-0.277355
1003,ENST00000508406.1,-0.045798,-0.044914,1.019682,-0.055525,-0.053526,1.037363,-680.7,0.106299,-0.243542
1004,ENST00000510016.1,-0.523258,-0.527614,0.991744,-0.425876,-0.413642,1.029574,-101.5,0.102784,-0.21688
1005,ENST00000506864.5,-0.429807,-0.431476,0.996131,-0.314422,-0.304358,1.033066,-127,0.118068,-0.226786
1006,ENST00000508021.5,-0.383194,-0.378779,1.011654,-0.303245,-0.292696,1.036041,-135.1,0.114841,-0.238272
1007,ENST00000512077.5,-0.495083,-0.480766,1.02978,-0.407122,-0.390415,1.042794,-97,0.114035,-0.212254
1008,ENST00000507916.6,-0.360944,-0.362021,0.997025,-0.356929,-0.344293,1.036702,-132.1,0.103161,-0.219435
1009,ENST00000506160.1,-0.385722,-0.387284,0.995965,-0.300421,-0.294003,1.021829,-159.7,0.112811,-0.304771
1010,ENST00000506454.1,-0.228086,-0.225403,1.011903,-0.166758,-0.161277,1.033983,-206,0.122995,-0.275033
1011,ENST00000510764.1,-0.710483,-0.705147,1.007566,-0.527115,-0.512571,1.028375,-91.6,0.111399,-0.236693
1012,ENST00000602520.5,-0.663945,-0.671985,0.988035,-0.592819,-0.596829,0.993282,-86.7,0.104294,-0.258716
1013,ENST00000602483.5,-0.818548,-0.828319,0.988205,-0.591033,-0.595553,0.992411,-81.6,0.103896,-0.264078
1014,ENST00000509105.1,-0.354401,-0.350605,1.010828,-0.305542,-0.300042,1.018331,-165.3,0.108896,-0.253139
1015,ENST00000506897.1,-0.542954,-0.548236,0.990365,-0.380576,-0.370459,1.02731,-108.2,0.112676,-0.217269
1016,ENST00000509715.1,-0.395046,-0.404098,0.977598,-0.362637,-0.362343,1.000809,-143.4,0.101243,-0.254255
1017,ENST00000506645.1,-0.342915,-0.334239,1.025957,-0.268751,-0.251164,1.07002,-143.9,0.106599,-0.243074
1018,ENST00000509161.1,-0.035957,-0.034894,1.030474,-0.052398,-0.049664,1.055036,-748,0.10148,-0.263473
1019,ENST00000505537.1,-0.29384,-0.293746,1.00032,-0.274259,-0.270757,1.012935,-156.9,0.114754,-0.285273
1020,ENST00000505873.1,-0.101443,-0.136129,0.745194,-0.133083,-0.141095,0.943219,-392.8,0.118337,-0.418317
1021,ENST00000511052.1,-0.292892,-0.326955,0.895817,-0.250084,-0.26465,0.94496,-202.9,0.122966,-0.366245
1022,ENST00000508968.1,-0.364839,-0.404504,0.901942,-0.283243,-0.298468,0.948989,-261.6,0.114334,-0.445656
1023,ENST00000505196.1,-0.329042,-0.348715,0.943583,-0.269658,-0.277494,0.97176,-182.6,0.135436,-0.338148
1024,ENST00000513955.1,-0.293678,-0.286953,1.023436,-0.238308,-0.227434,1.047808,-144.4,0.091416,-0.160802
1025,ENST00000515123.1,-0.650459,-0.64077,1.01512,-0.459855,-0.443474,1.036938,-96.5,0.118568,-0.215402
1026,ENST00000514255.1,-0.395453,-0.391502,1.010091,-0.303568,-0.292845,1.036614,-139.5,0.106618,-0.255963
1027,ENST00000514291.1,-0.277188,-0.276477,1.00257,-0.249329,-0.242476,1.028263,-172.2,0.119883,-0.251387
1028,ENST00000314957.3,-0.024193,-0.0366,0.661004,-0.042497,-0.045876,0.926337,-913.2,0.108923,-0.382412
1029,ENST00000505541.1,-0.54581,-0.556147,0.981415,-0.36303,-0.368908,0.984066,-116.3,0.139651,-0.289303
1030,ENST00000399543.1,-0.024087,-0.038112,0.63201,-0.034195,-0.038006,0.899706,-867,0.122213,-0.357821
1031,ENST00000515108.1,-0.042063,-0.059967,0.701433,-0.045551,-0.05067,0.89898,-716.9,0.119261,-0.357556
1032,ENST00000515466.1,-0.492957,-0.526107,0.93699,-0.340629,-0.353352,0.963993,-187.2,0.115108,-0.336086
1033,ENST00000500258.2,-0.591315,-0.60764,0.973134,-0.468255,-0.468751,0.998943,-114.2,0.131579,-0.249891
1034,ENST00000506247.1,-0.447647,-0.48627,0.920574,-0.333301,-0.347114,0.960206,-170.4,0.112457,-0.294301
1035,ENST00000503452.5,-0.283245,-0.280593,1.00945,-0.208724,-0.198622,1.050859,-165.5,0.118046,-0.224255
1036,ENST00000514597.5,-0.369619,-0.366368,1.008876,-0.283959,-0.273261,1.03915,-158.9,0.101824,-0.241123
1037,ENST00000508945.5,-1.122321,-1.138751,0.985572,-0.823773,-0.812733,1.013584,-72.1,0.115646,-0.244407
1038,ENST00000503179.5,-0.266801,-0.257578,1.035809,-0.219573,-0.205911,1.066347,-176.1,0.100775,-0.227226
1039,ENST00000504280.1,-0.258553,-0.252616,1.023504,-0.200511,-0.189512,1.05804,-185.4,0.111248,-0.228889
1040,ENST00000514905.5,-0.107951,-0.117187,0.921185,-0.104776,-0.102971,1.017524,-362.1,0.120346,-0.313235
1041,ENST00000505918.5,-0.331528,-0.344381,0.962678,-0.25871,-0.256437,1.008865,-161.5,0.119929,-0.284331
1042,ENST00000515419.5,-0.399991,-0.417341,0.958428,-0.296563,-0.296847,0.999041,-183.6,0.110721,-0.322105
1043,ENST00000502433.5,-0.309219,-0.327502,0.944175,-0.224556,-0.231221,0.971176,-205.3,0.129934,-0.33711
1044,ENST00000512213.5,-0.14519,-0.147028,0.9875,-0.187985,-0.184808,1.017191,-191.3,0.126471,-0.28091
1045,ENST00000514640.5,-0.050578,-0.049887,1.013854,-0.072628,-0.068584,1.058969,-365.9,0.114704,-0.281462
1046,ENST00000514114.5,-0.340684,-0.365311,0.932585,-0.291289,-0.291594,0.998953,-175.3,0.131179,-0.332638
1047,ENST00000513591.5,-0.053487,-0.060862,0.878822,-0.072016,-0.0708,1.017164,-562,0.112903,-0.323546
1048,ENST00000504506.5,-0.245059,-0.248225,0.987246,-0.20941,-0.207129,1.011014,-229.6,0.124108,-0.327066
1049,ENST00000507749.5,-0.463768,-0.472235,0.982069,-0.334958,-0.333131,1.005484,-171.9,0.118738,-0.318333
1050,ENST00000513755.1,-0.451325,-0.477421,0.945339,-0.330995,-0.336866,0.982572,-167.5,0.121951,-0.339757
1051,ENST00000508015.1,-0.347405,-0.341358,1.017714,-0.331406,-0.319924,1.035891,-144.6,0.101045,-0.251478
1052,ENST00000427306.2,-0.05084,-0.067887,0.748892,-0.059142,-0.062984,0.939009,-470.3,0.120791,-0.344038
1053,ENST00000442823.2,-0.277107,-0.314945,0.879857,-0.221131,-0.23035,0.95998,-204.4,0.124783,-0.353633
1054,ENST00000508590.1,-0.772846,-0.787474,0.981424,-0.615958,-0.621982,0.990316,-83.8,0.134021,-0.286986
1055,ENST00000512185.1,-0.49245,-0.484051,1.017351,-0.366068,-0.354773,1.031837,-109.9,0.125,-0.232347
1056,ENST00000521133.1,-0.444808,-0.451668,0.98481,-0.354505,-0.343229,1.032853,-112.9,0.125828,-0.248678
1057,ENST00000499583.1,-0.01219,-0.019438,0.627105,-0.044294,-0.044113,1.004104,-786.7,0.114532,-0.295308
1058,ENST00000518818.1,-0.025496,-0.035282,0.722657,-0.06836,-0.069759,0.979948,-912.9,0.095837,-0.441655
1059,ENST00000518894.1,-0.377989,-0.418753,0.902654,-0.300489,-0.306842,0.979297,-171.6,0.120658,-0.313139
1060,ENST00000514846.1,-0.436026,-0.471683,0.924405,-0.36311,-0.372026,0.976034,-204.3,0.108856,-0.376243
1061,ENST00000511565.1,-0.478011,-0.495853,0.964018,-0.313457,-0.31434,0.997191,-175.1,0.123752,-0.348805
1062,ENST00000499525.1,-0.026159,-0.034936,0.748764,-0.029911,-0.032001,0.934678,-813.9,0.107901,-0.283194
1063,ENST00000457253.1,-0.182465,-0.20951,0.870912,-0.190168,-0.198706,0.957029,-237,0.114407,-0.334274
1064,ENST00000399247.6,-0.061504,-0.071674,0.858111,-0.070917,-0.072668,0.975913,-647.1,0.110294,-0.339685
1065,ENST00000602698.5,-0.373433,-0.373685,0.999326,-0.290678,-0.282631,1.028475,-161.4,0.118881,-0.281675
1066,ENST00000460889.5,-0.552325,-0.571315,0.966761,-0.395142,-0.396369,0.996905,-156.5,0.099138,-0.336559
1067,ENST00000448559.5,-0.248976,-0.253802,0.980985,-0.225261,-0.219204,1.027632,-226.2,0.108108,-0.305263
1068,ENST00000502390.5,-0.018936,-0.019578,0.96719,-0.03358,-0.032609,1.029788,-957.2,0.107338,-0.262031
1069,ENST00000510846.5,-0.444052,-0.4459,0.995855,-0.309529,-0.300937,1.02855,-157.8,0.117347,-0.267912
1070,ENST00000453790.1,-0.183487,-0.178601,1.02736,-0.182007,-0.172597,1.054524,-213,0.113074,-0.250588
1071,ENST00000602418.5,-0.502314,-0.505826,0.993057,-0.353776,-0.346713,1.020373,-113,0.117043,-0.231557
1072,ENST00000412751.5,-0.431899,-0.421076,1.025705,-0.384491,-0.368144,1.044403,-128.2,0.109914,-0.275699
1073,ENST00000423255.5,-0.470756,-0.467457,1.007058,-0.446563,-0.432291,1.033013,-113.2,0.130542,-0.278133
1074,ENST00000586232.5,-0.332646,-0.330262,1.00722,-0.265151,-0.253705,1.045114,-181.9,0.096728,-0.258381
1075,ENST00000591156.5,-0.281431,-0.283977,0.991034,-0.230748,-0.222295,1.038029,-214,0.097867,-0.26817
1076,ENST00000588612.5,-0.311151,-0.314412,0.989629,-0.236245,-0.226929,1.041054,-205.1,0.097463,-0.273467
1077,ENST00000587253.5,-0.351562,-0.355402,0.989197,-0.248304,-0.240962,1.030468,-199.5,0.105882,-0.260444
1078,ENST00000586030.5,-0.403986,-0.408838,0.988134,-0.312168,-0.303685,1.027936,-144.1,0.095385,-0.219969
1079,ENST00000450998.5,-0.429303,-0.427906,1.003265,-0.330822,-0.32192,1.027654,-131.1,0.112595,-0.247238
1080,ENST00000587397.5,-0.313154,-0.315886,0.991353,-0.243543,-0.235397,1.034606,-201.1,0.102804,-0.268133
1081,ENST00000585882.5,-0.557989,-0.563707,0.989855,-0.432896,-0.427681,1.012194,-109.4,0.108974,-0.23177
1082,ENST00000587036.5,-0.374668,-0.377951,0.991313,-0.291611,-0.283866,1.027284,-147.1,0.099388,-0.222595
1083,ENST00000590780.5,-0.217681,-0.215974,1.007903,-0.233874,-0.22367,1.045621,-144.6,0.108984,-0.212647
1084,ENST00000585945.5,-0.337966,-0.339064,0.99676,-0.308128,-0.295859,1.041471,-119.5,0.103986,-0.206747
1085,ENST00000589255.5,-0.241458,-0.244685,0.986813,-0.168174,-0.163099,1.031119,-257.4,0.10582,-0.272093
1086,ENST00000586974.5,-0.413234,-0.414909,0.995963,-0.294486,-0.287594,1.023963,-148.9,0.104305,-0.246116
1087,ENST00000587015.5,-0.298609,-0.301709,0.989723,-0.226229,-0.221413,1.021751,-218.2,0.096654,-0.27005
1088,ENST00000589187.5,-0.295243,-0.312099,0.945989,-0.235015,-0.234392,1.002655,-168.1,0.121693,-0.295951
1089,ENST00000532226.1,-0.02797,-0.031424,0.890078,-0.071052,-0.070221,1.011826,-819,0.100913,-0.373802
1090,ENST00000420651.2,-0.827485,-0.854368,0.968534,-0.597446,-0.602137,0.992208,-106.8,0.111455,-0.32963
1091,ENST00000456352.2,-0.396172,-0.423119,0.936314,-0.329508,-0.33672,0.978581,-154.1,0.115942,-0.318388
1092,ENST00000440001.2,-0.143931,-0.173067,0.83165,-0.127979,-0.138369,0.924913,-374.9,0.110503,-0.409727
1093,ENST00000440395.1,-0.478405,-0.491518,0.973322,-0.377794,-0.380943,0.991733,-123.6,0.114155,-0.281549
1094,ENST00000454596.1,-0.069987,-0.073815,0.948134,-0.059817,-0.059599,1.003659,-623.6,0.110677,-0.270542
1095,ENST00000419695.1,-0.284525,-0.295629,0.96244,-0.191427,-0.190618,1.004247,-203.3,0.104079,-0.285534
1096,ENST00000428044.5,-0.461202,-0.478319,0.964214,-0.383549,-0.382188,1.003559,-132,0.12381,-0.313539
1097,ENST00000591892.2,-0.044765,-0.048299,0.926842,-0.060847,-0.059867,1.016363,-576,0.10539,-0.277056
1098,ENST00000425438.1,-0.922134,-0.952494,0.968125,-0.75088,-0.750913,0.999956,-79.6,0.106452,-0.255949
1099,ENST00000437615.1,-0.03908,-0.051363,0.760849,-0.042131,-0.044785,0.940737,-835.8,0.110881,-0.345658
1100,ENST00000484550.1,-0.003932,-0.009511,0.413397,-0.007827,-0.009808,0.798026,-1819.4,0.120032,-0.363299
1101,ENST00000492208.1,-0.440617,-0.457076,0.96399,-0.299535,-0.303969,0.985414,-178.6,0.115942,-0.322966
1102,ENST00000436578.1,-0.297749,-0.292191,1.019021,-0.255658,-0.243347,1.050593,-190.1,0.097923,-0.28163
1103,ENST00000457921.5,-0.332635,-0.32895,1.011201,-0.309391,-0.301262,1.026981,-126.8,0.115044,-0.224028
1104,ENST00000449573.5,-0.199272,-0.204066,0.976508,-0.209803,-0.206001,1.018457,-192.9,0.105853,-0.239925
1105,ENST00000415499.5,-0.313079,-0.307142,1.019328,-0.267872,-0.258958,1.034422,-162.7,0.097035,-0.218977
